league,season,game,date,home_team,away_team,FTHG,FTAG,FTR,HR,AR,PSCH,PSCD,PSCA,H_Elo,A_Elo
ENG-Premier League,1819,2018-12-23 Everton-Tottenham,2018-12-23 12:00:00,Everton,Tottenham,2,6,A,0,0,3.48,3.76,2.15,,
ENG-Premier League,1819,2018-12-26 Brighton-Arsenal,2018-12-26 12:00:00,Brighton,Arsenal,1,1,D,0,0,5.48,3.89,1.72,,
ENG-Premier League,1819,2018-12-26 Burnley-Everton,2018-12-26 12:00:00,Burnley,Everton,1,5,A,0,0,4.38,3.65,1.93,,
ENG-Premier League,1819,2018-12-26 Crystal Palace-Cardiff,2018-12-26 12:00:00,Crystal Palace,Cardiff,0,0,D,0,0,1.66,3.79,6.44,,
ENG-Premier League,1819,2018-12-26 Fulham-Wolves,2018-12-26 12:00:00,Fulham,Wolves,1,1,D,0,0,2.96,3.15,2.76,,
ENG-Premier League,1819,2018-12-26 Leicester-Man City,2018-12-26 12:00:00,Leicester,Man City,2,1,H,0,1,9.58,5.9,1.33,,
ENG-Premier League,1819,2018-12-26 Liverpool-Newcastle,2018-12-26 12:00:00,Liverpool,Newcastle,4,0,H,0,0,1.16,8.43,19.78,,
ENG-Premier League,1819,2018-12-26 Man United-Huddersfield,2018-12-26 12:00:00,Man United,Huddersfield,3,1,H,0,0,1.27,6.13,13.45,,
ENG-Premier League,1819,2018-12-26 Tottenham-Bournemouth,2018-12-26 12:00:00,Tottenham,Bournemouth,5,0,H,0,0,1.37,5.38,9.25,,
ENG-Premier League,1819,2018-12-26 Watford-Chelsea,2018-12-26 12:00:00,Watford,Chelsea,1,2,A,0,0,5.74,4.01,1.67,,
ENG-Premier League,1819,2018-12-27 Southampton-West Ham,2018-12-27 12:00:00,Southampton,West Ham,1,2,A,0,0,2.32,3.37,3.43,,
ENG-Premier League,1819,2018-12-29 Brighton-Everton,2018-12-29 12:00:00,Brighton,Everton,1,0,H,0,0,3.27,3.34,2.41,,
ENG-Premier League,1819,2018-12-29 Fulham-Huddersfield,2018-12-29 12:00:00,Fulham,Huddersfield,1,0,H,0,0,2.07,3.26,4.33,,
ENG-Premier League,1819,2018-12-29 Leicester-Cardiff,2018-12-29 12:00:00,Leicester,Cardiff,0,1,A,0,0,1.6,3.81,7.44,,
ENG-Premier League,1819,2018-12-29 Liverpool-Arsenal,2018-12-29 12:00:00,Liverpool,Arsenal,5,1,H,0,0,1.39,5.54,7.97,,
ENG-Premier League,1819,2018-12-29 Tottenham-Wolves,2018-12-29 12:00:00,Tottenham,Wolves,1,3,A,0,0,1.47,4.47,8.39,,
ENG-Premier League,1819,2018-12-29 Watford-Newcastle,2018-12-29 12:00:00,Watford,Newcastle,1,1,D,0,0,1.79,3.67,5.26,,
ENG-Premier League,1819,2018-12-30 Burnley-West Ham,2018-12-30 12:00:00,Burnley,West Ham,2,0,H,0,0,3.86,3.57,2.08,,
ENG-Premier League,1819,2018-12-30 Crystal Palace-Chelsea,2018-12-30 12:00:00,Crystal Palace,Chelsea,0,1,A,0,0,5.19,3.79,1.77,,
ENG-Premier League,1819,2018-12-30 Man United-Bournemouth,2018-12-30 12:00:00,Man United,Bournemouth,4,1,H,1,0,1.39,5.35,8.55,,
ENG-Premier League,1819,2018-12-30 Southampton-Man City,2018-12-30 12:00:00,Southampton,Man City,1,3,A,1,0,12.58,7.05,1.23,,
ENG-Premier League,1819,2019-01-01 Arsenal-Fulham,2019-01-01 12:00:00,Arsenal,Fulham,4,1,H,0,0,1.39,5.24,8.13,,
ENG-Premier League,1819,2019-01-01 Cardiff-Tottenham,2019-01-01 12:00:00,Cardiff,Tottenham,0,3,A,0,0,8.88,4.84,1.4,,
ENG-Premier League,1819,2019-01-01 Everton-Leicester,2019-01-01 12:00:00,Everton,Leicester,0,1,A,0,0,2.0,3.58,4.15,,
ENG-Premier League,1819,2019-01-02 Bournemouth-Watford,2019-01-02 12:00:00,Bournemouth,Watford,3,3,D,0,0,2.6,3.47,2.89,,
ENG-Premier League,1819,2019-01-02 Chelsea-Southampton,2019-01-02 12:00:00,Chelsea,Southampton,0,0,D,0,0,1.26,6.11,12.48,,
ENG-Premier League,1819,2019-01-02 Huddersfield-Burnley,2019-01-02 12:00:00,Huddersfield,Burnley,1,2,A,1,1,2.49,3.04,3.47,,
ENG-Premier League,1819,2019-01-02 Newcastle-Man United,2019-01-02 12:00:00,Newcastle,Man United,0,2,A,0,0,5.93,4.1,1.62,,
ENG-Premier League,1819,2019-01-02 West Ham-Brighton,2019-01-02 12:00:00,West Ham,Brighton,2,2,D,0,0,2.05,3.55,4.01,,
ENG-Premier League,1819,2019-01-02 Wolves-Crystal Palace,2019-01-02 12:00:00,Wolves,Crystal Palace,0,2,A,0,0,2.34,3.17,3.62,,
ENG-Premier League,1819,2019-01-03 Man City-Liverpool,2019-01-03 12:00:00,Man City,Liverpool,2,1,H,0,0,2.0,3.86,3.84,,
ENG-Premier League,1819,2019-01-12 Brighton-Liverpool,2019-01-12 12:00:00,Brighton,Liverpool,0,1,A,0,0,10.06,5.37,1.34,,
ENG-Premier League,1819,2019-01-12 Burnley-Fulham,2019-01-12 12:00:00,Burnley,Fulham,2,1,H,0,0,2.47,3.27,3.22,,
ENG-Premier League,1819,2019-01-12 Cardiff-Huddersfield,2019-01-12 12:00:00,Cardiff,Huddersfield,0,0,D,0,0,2.16,3.24,4.0,,
ENG-Premier League,1819,2019-01-12 Chelsea-Newcastle,2019-01-12 12:00:00,Chelsea,Newcastle,2,1,H,0,0,1.2,6.8,19.3,,
ENG-Premier League,1819,2019-01-12 Crystal Palace-Watford,2019-01-12 12:00:00,Crystal Palace,Watford,1,2,A,0,0,2.36,3.36,3.32,,
ENG-Premier League,1819,2019-01-12 Leicester-Southampton,2019-01-12 12:00:00,Leicester,Southampton,1,2,A,0,1,1.96,3.39,4.56,,
ENG-Premier League,1819,2019-01-12 West Ham-Arsenal,2019-01-12 12:00:00,West Ham,Arsenal,1,0,H,0,0,3.58,3.95,2.05,,
ENG-Premier League,1819,2019-01-13 Everton-Bournemouth,2019-01-13 12:00:00,Everton,Bournemouth,2,0,H,0,0,1.71,4.01,5.32,,
ENG-Premier League,1819,2019-01-13 Tottenham-Man United,2019-01-13 12:00:00,Tottenham,Man United,0,1,A,0,0,2.11,3.53,3.8,,
ENG-Premier League,1819,2019-01-14 Man City-Wolves,2019-01-14 12:00:00,Man City,Wolves,3,0,H,0,1,1.2,7.16,17.03,,
ENG-Premier League,1819,2019-01-19 Arsenal-Chelsea,2019-01-19 12:00:00,Arsenal,Chelsea,2,0,H,0,0,3.36,3.49,2.3,,
ENG-Premier League,1819,2019-01-19 Bournemouth-West Ham,2019-01-19 12:00:00,Bournemouth,West Ham,2,0,H,0,0,2.14,3.7,3.52,,
ENG-Premier League,1819,2019-01-19 Liverpool-Crystal Palace,2019-01-19 12:00:00,Liverpool,Crystal Palace,4,3,H,1,0,1.24,6.86,12.02,,
ENG-Premier League,1819,2019-01-19 Man United-Brighton,2019-01-19 12:00:00,Man United,Brighton,2,1,H,0,0,1.38,5.02,9.59,,
ENG-Premier League,1819,2019-01-19 Newcastle-Cardiff,2019-01-19 12:00:00,Newcastle,Cardiff,3,0,H,0,0,2.13,3.15,4.24,,
ENG-Premier League,1819,2019-01-19 Southampton-Everton,2019-01-19 12:00:00,Southampton,Everton,2,1,H,0,0,2.94,3.41,2.57,,
ENG-Premier League,1819,2019-01-19 Watford-Burnley,2019-01-19 12:00:00,Watford,Burnley,0,0,D,0,0,1.78,3.77,5.09,,
ENG-Premier League,1819,2019-01-19 Wolves-Leicester,2019-01-19 12:00:00,Wolves,Leicester,4,3,H,0,0,2.35,3.23,3.53,,
ENG-Premier League,1819,2019-01-20 Fulham-Tottenham,2019-01-20 12:00:00,Fulham,Tottenham,1,2,A,0,0,5.58,3.71,1.72,,
ENG-Premier League,1819,2019-01-20 Huddersfield-Man City,2019-01-20 12:00:00,Huddersfield,Man City,0,3,A,0,0,24.77,9.86,1.12,,
ENG-Premier League,1819,2019-01-29 Arsenal-Cardiff,2019-01-29 12:00:00,Arsenal,Cardiff,2,1,H,0,0,1.22,6.98,13.34,,
ENG-Premier League,1819,2019-01-29 Fulham-Brighton,2019-01-29 12:00:00,Fulham,Brighton,4,2,H,0,0,2.5,3.24,3.2,,
ENG-Premier League,1819,2019-01-29 Huddersfield-Everton,2019-01-29 12:00:00,Huddersfield,Everton,0,1,A,0,1,3.72,3.21,2.27,,
ENG-Premier League,1819,2019-01-29 Man United-Burnley,2019-01-29 12:00:00,Man United,Burnley,2,2,D,0,0,1.34,5.22,10.33,,
ENG-Premier League,1819,2019-01-29 Newcastle-Man City,2019-01-29 12:00:00,Newcastle,Man City,2,1,H,0,0,15.43,8.13,1.18,,
ENG-Premier League,1819,2019-01-29 Wolves-West Ham,2019-01-29 12:00:00,Wolves,West Ham,3,0,H,0,0,1.99,3.54,4.18,,
ENG-Premier League,1819,2019-01-30 Bournemouth-Chelsea,2019-01-30 12:00:00,Bournemouth,Chelsea,4,0,H,0,0,5.71,4.15,1.64,,
ENG-Premier League,1819,2019-01-30 Liverpool-Leicester,2019-01-30 12:00:00,Liverpool,Leicester,1,1,D,0,0,1.24,6.8,12.34,,
ENG-Premier League,1819,2019-01-30 Southampton-Crystal Palace,2019-01-30 12:00:00,Southampton,Crystal Palace,1,1,D,0,1,2.52,3.3,3.1,,
ENG-Premier League,1819,2019-01-30 Tottenham-Watford,2019-01-30 12:00:00,Tottenham,Watford,2,1,H,0,0,1.58,4.2,6.48,,
ENG-Premier League,1819,2019-02-02 Brighton-Watford,2019-02-02 12:00:00,Brighton,Watford,0,0,D,0,0,2.5,3.24,3.2,,
ENG-Premier League,1819,2019-02-02 Burnley-Southampton,2019-02-02 12:00:00,Burnley,Southampton,1,1,D,0,0,2.59,3.36,2.95,,
ENG-Premier League,1819,2019-02-02 Cardiff-Bournemouth,2019-02-02 12:00:00,Cardiff,Bournemouth,2,0,H,0,0,3.43,3.53,2.25,,
ENG-Premier League,1819,2019-02-02 Chelsea-Huddersfield,2019-02-02 12:00:00,Chelsea,Huddersfield,5,0,H,0,0,1.23,6.54,15.2,,
ENG-Premier League,1819,2019-02-02 Crystal Palace-Fulham,2019-02-02 12:00:00,Crystal Palace,Fulham,2,0,H,0,0,2.06,3.45,4.03,,
ENG-Premier League,1819,2019-02-02 Everton-Wolves,2019-02-02 12:00:00,Everton,Wolves,1,3,A,0,0,2.74,3.21,2.9,,
ENG-Premier League,1819,2019-02-02 Tottenham-Newcastle,2019-02-02 12:00:00,Tottenham,Newcastle,1,0,H,0,0,1.44,4.39,9.48,,
ENG-Premier League,1819,2019-02-03 Leicester-Man United,2019-02-03 12:00:00,Leicester,Man United,0,1,A,0,0,3.9,3.61,2.06,,
ENG-Premier League,1819,2019-02-03 Man City-Arsenal,2019-02-03 12:00:00,Man City,Arsenal,3,1,H,0,0,1.26,7.19,10.35,,
ENG-Premier League,1819,2019-02-04 West Ham-Liverpool,2019-02-04 12:00:00,West Ham,Liverpool,1,1,D,0,0,8.97,5.93,1.33,,
ENG-Premier League,1819,2019-02-06 Everton-Man City,2019-02-06 12:00:00,Everton,Man City,0,2,A,0,0,9.95,6.15,1.3,,
ENG-Premier League,1819,2019-02-09 Brighton-Burnley,2019-02-09 12:00:00,Brighton,Burnley,1,3,A,0,0,2.05,3.34,4.29,,
ENG-Premier League,1819,2019-02-09 Crystal Palace-West Ham,2019-02-09 12:00:00,Crystal Palace,West Ham,1,1,D,0,0,1.98,3.6,4.17,,
ENG-Premier League,1819,2019-02-09 Fulham-Man United,2019-02-09 12:00:00,Fulham,Man United,0,3,A,0,0,5.1,3.98,1.74,,
ENG-Premier League,1819,2019-02-09 Huddersfield-Arsenal,2019-02-09 12:00:00,Huddersfield,Arsenal,1,2,A,0,0,5.65,3.99,1.67,,
ENG-Premier League,1819,2019-02-09 Liverpool-Bournemouth,2019-02-09 12:00:00,Liverpool,Bournemouth,3,0,H,0,0,1.17,8.75,16.0,,
ENG-Premier League,1819,2019-02-09 Southampton-Cardiff,2019-02-09 12:00:00,Southampton,Cardiff,1,2,A,0,0,1.86,3.46,5.08,,
ENG-Premier League,1819,2019-02-09 Watford-Everton,2019-02-09 12:00:00,Watford,Everton,1,0,H,0,1,2.56,3.33,3.03,,
ENG-Premier League,1819,2019-02-10 Man City-Chelsea,2019-02-10 12:00:00,Man City,Chelsea,6,0,H,0,0,1.58,4.25,6.44,,
ENG-Premier League,1819,2019-02-10 Tottenham-Leicester,2019-02-10 12:00:00,Tottenham,Leicester,3,1,H,0,0,1.78,3.68,5.37,,
ENG-Premier League,1819,2019-02-11 Wolves-Newcastle,2019-02-11 12:00:00,Wolves,Newcastle,1,1,D,0,0,1.81,3.52,5.45,,
ENG-Premier League,1819,2019-02-22 Cardiff-Watford,2019-02-22 12:00:00,Cardiff,Watford,1,5,A,0,0,3.15,3.34,2.47,,
ENG-Premier League,1819,2019-02-22 West Ham-Fulham,2019-02-22 12:00:00,West Ham,Fulham,3,1,H,0,0,2.06,3.47,4.0,,
ENG-Premier League,1819,2019-02-23 Bournemouth-Wolves,2019-02-23 12:00:00,Bournemouth,Wolves,1,1,D,0,0,3.2,3.29,2.46,,
ENG-Premier League,1819,2019-02-23 Burnley-Tottenham,2019-02-23 12:00:00,Burnley,Tottenham,2,1,H,0,0,6.18,3.99,1.64,,
ENG-Premier League,1819,2019-02-23 Leicester-Crystal Palace,2019-02-23 12:00:00,Leicester,Crystal Palace,1,4,A,0,0,2.3,3.41,3.45,,
ENG-Premier League,1819,2019-02-23 Newcastle-Huddersfield,2019-02-23 12:00:00,Newcastle,Huddersfield,2,0,H,0,1,1.91,3.39,4.86,,
ENG-Premier League,1819,2019-02-24 Arsenal-Southampton,2019-02-24 12:00:00,Arsenal,Southampton,2,0,H,0,0,1.58,4.14,6.61,,
ENG-Premier League,1819,2019-02-24 Man United-Liverpool,2019-02-24 12:00:00,Man United,Liverpool,0,0,D,0,0,3.59,3.45,2.22,,
ENG-Premier League,1819,2019-02-26 Cardiff-Everton,2019-02-26 12:00:00,Cardiff,Everton,0,3,A,0,0,3.95,3.37,2.12,,
ENG-Premier League,1819,2019-02-26 Huddersfield-Wolves,2019-02-26 12:00:00,Huddersfield,Wolves,1,0,H,0,0,5.56,3.62,1.76,,
ENG-Premier League,1819,2019-02-26 Leicester-Brighton,2019-02-26 12:00:00,Leicester,Brighton,2,1,H,0,0,1.82,3.52,5.25,,
ENG-Premier League,1819,2019-02-26 Newcastle-Burnley,2019-02-26 12:00:00,Newcastle,Burnley,2,0,H,0,0,2.21,3.23,3.83,,
ENG-Premier League,1819,2019-02-27 Arsenal-Bournemouth,2019-02-27 12:00:00,Arsenal,Bournemouth,5,1,H,0,0,1.4,5.22,8.05,,
ENG-Premier League,1819,2019-02-27 Chelsea-Tottenham,2019-02-27 12:00:00,Chelsea,Tottenham,2,0,H,0,0,2.38,3.29,3.4,,
ENG-Premier League,1819,2019-02-27 Crystal Palace-Man United,2019-02-27 12:00:00,Crystal Palace,Man United,1,3,A,0,0,3.31,3.32,2.39,,
ENG-Premier League,1819,2019-02-27 Liverpool-Watford,2019-02-27 12:00:00,Liverpool,Watford,5,0,H,0,0,1.27,6.0,12.79,,
ENG-Premier League,1819,2019-02-27 Man City-West Ham,2019-02-27 12:00:00,Man City,West Ham,1,0,H,0,0,1.11,11.44,21.23,,
ENG-Premier League,1819,2019-02-27 Southampton-Fulham,2019-02-27 12:00:00,Southampton,Fulham,2,0,H,0,0,2.03,3.43,4.2,,
ENG-Premier League,1819,2019-03-02 Bournemouth-Man City,2019-03-02 12:00:00,Bournemouth,Man City,0,1,A,0,0,14.56,8.68,1.18,,
ENG-Premier League,1819,2019-03-02 Brighton-Huddersfield,2019-03-02 12:00:00,Brighton,Huddersfield,1,0,H,0,0,1.78,3.44,5.83,,
ENG-Premier League,1819,2019-03-02 Burnley-Crystal Palace,2019-03-02 12:00:00,Burnley,Crystal Palace,1,3,A,0,0,2.95,3.26,2.66,,
ENG-Premier League,1819,2019-03-02 Man United-Southampton,2019-03-02 12:00:00,Man United,Southampton,3,2,H,0,0,1.47,4.55,7.8,,
ENG-Premier League,1819,2019-03-02 Tottenham-Arsenal,2019-03-02 12:00:00,Tottenham,Arsenal,1,1,D,0,1,2.02,3.59,4.07,,
ENG-Premier League,1819,2019-03-02 West Ham-Newcastle,2019-03-02 12:00:00,West Ham,Newcastle,2,0,H,0,0,2.18,3.42,3.74,,
ENG-Premier League,1819,2019-03-02 Wolves-Cardiff,2019-03-02 12:00:00,Wolves,Cardiff,2,0,H,0,0,1.78,3.55,5.59,,
ENG-Premier League,1819,2019-03-03 Everton-Liverpool,2019-03-03 12:00:00,Everton,Liverpool,0,0,D,0,0,6.44,4.09,1.61,,
ENG-Premier League,1819,2019-03-03 Fulham-Chelsea,2019-03-03 12:00:00,Fulham,Chelsea,1,2,A,0,0,8.62,4.85,1.43,,
ENG-Premier League,1819,2019-03-03 Watford-Leicester,2019-03-03 12:00:00,Watford,Leicester,2,1,H,0,0,2.83,3.32,2.75,,
ENG-Premier League,1819,2019-03-09 Cardiff-West Ham,2019-03-09 12:00:00,Cardiff,West Ham,2,0,H,0,0,3.01,3.46,2.5,,
ENG-Premier League,1819,2019-03-09 Crystal Palace-Brighton,2019-03-09 12:00:00,Crystal Palace,Brighton,1,2,A,0,0,1.89,3.32,5.25,,
ENG-Premier League,1819,2019-03-09 Huddersfield-Bournemouth,2019-03-09 12:00:00,Huddersfield,Bournemouth,0,2,A,0,0,3.15,3.32,2.48,,
ENG-Premier League,1819,2019-03-09 Leicester-Fulham,2019-03-09 12:00:00,Leicester,Fulham,3,1,H,0,0,1.6,4.36,5.9,,
ENG-Premier League,1819,2019-03-09 Man City-Watford,2019-03-09 12:00:00,Man City,Watford,3,1,H,0,0,1.11,11.44,21.87,,
ENG-Premier League,1819,2019-03-09 Newcastle-Everton,2019-03-09 12:00:00,Newcastle,Everton,3,2,H,0,0,2.73,3.1,3.0,,
ENG-Premier League,1819,2019-03-09 Southampton-Tottenham,2019-03-09 12:00:00,Southampton,Tottenham,2,1,H,0,0,4.5,3.87,1.84,,
ENG-Premier League,1819,2019-03-10 Arsenal-Man United,2019-03-10 12:00:00,Arsenal,Man United,2,0,H,0,0,2.42,3.54,3.09,,
ENG-Premier League,1819,2019-03-10 Chelsea-Wolves,2019-03-10 12:00:00,Chelsea,Wolves,1,1,D,0,0,1.61,3.89,7.04,,
ENG-Premier League,1819,2019-03-10 Liverpool-Burnley,2019-03-10 12:00:00,Liverpool,Burnley,4,2,H,0,0,1.17,8.19,17.08,,
ENG-Premier League,1819,2019-03-16 Bournemouth-Newcastle,2019-03-16 12:00:00,Bournemouth,Newcastle,2,2,D,0,0,2.14,3.56,3.64,,
ENG-Premier League,1819,2019-03-16 Burnley-Leicester,2019-03-16 12:00:00,Burnley,Leicester,1,2,A,0,1,3.22,3.33,2.43,,
ENG-Premier League,1819,2019-03-16 West Ham-Huddersfield,2019-03-16 12:00:00,West Ham,Huddersfield,4,3,H,0,0,1.53,4.35,6.93,,
ENG-Premier League,1819,2019-03-17 Everton-Chelsea,2019-03-17 12:00:00,Everton,Chelsea,2,0,H,0,0,4.68,3.75,1.85,,
ENG-Premier League,1819,2019-03-17 Fulham-Liverpool,2019-03-17 12:00:00,Fulham,Liverpool,1,2,A,0,0,13.07,8.33,1.2,,
ENG-Premier League,1819,2019-03-30 Brighton-Southampton,2019-03-30 12:00:00,Brighton,Southampton,0,1,A,0,0,2.56,3.08,3.27,,
ENG-Premier League,1819,2019-03-30 Burnley-Wolves,2019-03-30 12:00:00,Burnley,Wolves,2,0,H,0,0,2.89,3.16,2.78,,
ENG-Premier League,1819,2019-03-30 Crystal Palace-Huddersfield,2019-03-30 12:00:00,Crystal Palace,Huddersfield,2,0,H,0,0,1.47,4.42,8.32,,
ENG-Premier League,1819,2019-03-30 Fulham-Man City,2019-03-30 12:00:00,Fulham,Man City,0,2,A,0,0,18.37,12.03,1.12,,
ENG-Premier League,1819,2019-03-30 Leicester-Bournemouth,2019-03-30 12:00:00,Leicester,Bournemouth,2,0,H,0,0,1.83,3.93,4.45,,
ENG-Premier League,1819,2019-03-30 Man United-Watford,2019-03-30 12:00:00,Man United,Watford,2,1,H,0,0,1.41,5.22,7.95,,
ENG-Premier League,1819,2019-03-30 West Ham-Everton,2019-03-30 12:00:00,West Ham,Everton,0,2,A,0,0,2.77,3.35,2.78,,
ENG-Premier League,1819,2019-03-31 Cardiff-Chelsea,2019-03-31 12:00:00,Cardiff,Chelsea,1,2,A,0,0,9.28,4.7,1.42,,
ENG-Premier League,1819,2019-03-31 Liverpool-Tottenham,2019-03-31 12:00:00,Liverpool,Tottenham,2,1,H,0,0,1.58,4.42,6.04,,
ENG-Premier League,1819,2019-04-01 Arsenal-Newcastle,2019-04-01 12:00:00,Arsenal,Newcastle,2,0,H,0,0,1.46,4.66,8.19,,
ENG-Premier League,1819,2019-04-02 Watford-Fulham,2019-04-02 12:00:00,Watford,Fulham,4,1,H,0,0,1.76,3.84,5.09,,
ENG-Premier League,1819,2019-04-02 Wolves-Man United,2019-04-02 12:00:00,Wolves,Man United,2,1,H,0,1,3.19,3.18,2.53,,
ENG-Premier League,1819,2019-04-03 Chelsea-Brighton,2019-04-03 12:00:00,Chelsea,Brighton,3,0,H,0,0,1.3,5.54,12.69,,
ENG-Premier League,1819,2019-04-03 Man City-Cardiff,2019-04-03 12:00:00,Man City,Cardiff,2,0,H,0,0,1.08,14.62,25.88,,
ENG-Premier League,1819,2019-04-03 Tottenham-Crystal Palace,2019-04-03 12:00:00,Tottenham,Crystal Palace,2,0,H,0,0,1.47,4.63,7.59,,
ENG-Premier League,1819,2019-04-05 Southampton-Liverpool,2019-04-05 12:00:00,Southampton,Liverpool,1,3,A,0,0,8.81,5.24,1.39,,
ENG-Premier League,1819,2019-04-06 Bournemouth-Burnley,2019-04-06 12:00:00,Bournemouth,Burnley,1,3,A,0,0,2.1,3.51,3.83,,
ENG-Premier League,1819,2019-04-06 Huddersfield-Leicester,2019-04-06 12:00:00,Huddersfield,Leicester,1,4,A,0,0,5.42,4.08,1.67,,
ENG-Premier League,1819,2019-04-06 Newcastle-Crystal Palace,2019-04-06 12:00:00,Newcastle,Crystal Palace,0,1,A,0,0,2.81,3.15,2.87,,
ENG-Premier League,1819,2019-04-07 Everton-Arsenal,2019-04-07 12:00:00,Everton,Arsenal,1,0,H,0,0,2.82,3.6,2.59,,
ENG-Premier League,1819,2019-04-08 Chelsea-West Ham,2019-04-08 12:00:00,Chelsea,West Ham,2,0,H,0,0,1.25,6.86,13.14,,
ENG-Premier League,1819,2019-04-12 Leicester-Newcastle,2019-04-12 12:00:00,Leicester,Newcastle,0,1,A,0,0,1.68,3.86,5.98,,
ENG-Premier League,1819,2019-04-13 Brighton-Bournemouth,2019-04-13 12:00:00,Brighton,Bournemouth,0,5,A,1,0,2.35,3.29,3.42,,
ENG-Premier League,1819,2019-04-13 Burnley-Cardiff,2019-04-13 12:00:00,Burnley,Cardiff,2,0,H,0,0,1.88,3.57,4.76,,
ENG-Premier League,1819,2019-04-13 Fulham-Everton,2019-04-13 12:00:00,Fulham,Everton,2,0,H,0,0,4.88,4.2,1.72,,
ENG-Premier League,1819,2019-04-13 Man United-West Ham,2019-04-13 12:00:00,Man United,West Ham,2,1,H,0,0,1.33,5.93,9.7,,
ENG-Premier League,1819,2019-04-13 Southampton-Wolves,2019-04-13 12:00:00,Southampton,Wolves,3,1,H,0,0,2.79,3.17,2.87,,
ENG-Premier League,1819,2019-04-13 Tottenham-Huddersfield,2019-04-13 12:00:00,Tottenham,Huddersfield,4,0,H,0,0,1.2,7.01,17.59,,
ENG-Premier League,1819,2019-04-14 Crystal Palace-Man City,2019-04-14 12:00:00,Crystal Palace,Man City,1,3,A,0,0,13.3,7.06,1.24,,
ENG-Premier League,1819,2019-04-14 Liverpool-Chelsea,2019-04-14 12:00:00,Liverpool,Chelsea,2,0,H,0,0,1.75,3.81,5.4,,
ENG-Premier League,1819,2019-04-15 Watford-Arsenal,2019-04-15 12:00:00,Watford,Arsenal,0,1,A,1,0,3.63,3.74,2.09,,
ENG-Premier League,1819,2019-04-16 Brighton-Cardiff,2019-04-16 12:00:00,Brighton,Cardiff,0,2,A,0,0,2.02,3.26,4.51,,
ENG-Premier League,1819,2019-04-20 Bournemouth-Fulham,2019-04-20 12:00:00,Bournemouth,Fulham,0,1,A,0,0,1.76,4.09,4.66,,
ENG-Premier League,1819,2019-04-20 Huddersfield-Watford,2019-04-20 12:00:00,Huddersfield,Watford,1,2,A,0,0,4.08,3.54,2.0,,
ENG-Premier League,1819,2019-04-20 Man City-Tottenham,2019-04-20 12:00:00,Man City,Tottenham,1,0,H,0,0,1.27,6.62,11.39,,
ENG-Premier League,1819,2019-04-20 Newcastle-Southampton,2019-04-20 12:00:00,Newcastle,Southampton,3,1,H,0,0,2.52,3.06,3.38,,
ENG-Premier League,1819,2019-04-20 West Ham-Leicester,2019-04-20 12:00:00,West Ham,Leicester,2,2,D,0,0,3.29,3.64,2.25,,
ENG-Premier League,1819,2019-04-20 Wolves-Brighton,2019-04-20 12:00:00,Wolves,Brighton,0,0,D,0,0,1.96,3.17,5.02,,
ENG-Premier League,1819,2019-04-21 Arsenal-Crystal Palace,2019-04-21 12:00:00,Arsenal,Crystal Palace,2,3,A,0,0,1.52,4.7,6.55,,
ENG-Premier League,1819,2019-04-21 Cardiff-Liverpool,2019-04-21 12:00:00,Cardiff,Liverpool,0,2,A,0,0,14.55,8.03,1.19,,
ENG-Premier League,1819,2019-04-21 Everton-Man United,2019-04-21 12:00:00,Everton,Man United,4,0,H,0,0,3.17,3.55,2.37,,
ENG-Premier League,1819,2019-04-22 Chelsea-Burnley,2019-04-22 12:00:00,Chelsea,Burnley,2,2,D,0,0,1.24,6.46,14.91,,
ENG-Premier League,1819,2019-04-23 Tottenham-Brighton,2019-04-23 12:00:00,Tottenham,Brighton,1,0,H,0,0,1.26,6.34,13.48,,
ENG-Premier League,1819,2019-04-23 Watford-Southampton,2019-04-23 12:00:00,Watford,Southampton,1,1,D,0,0,2.23,3.5,3.52,,
ENG-Premier League,1819,2019-04-24 Man United-Man City,2019-04-24 12:00:00,Man United,Man City,0,2,A,0,0,6.85,4.78,1.5,,
ENG-Premier League,1819,2019-04-24 Wolves-Arsenal,2019-04-24 12:00:00,Wolves,Arsenal,3,1,H,0,0,2.77,3.45,2.72,,
ENG-Premier League,1819,2019-04-26 Liverpool-Huddersfield,2019-04-26 12:00:00,Liverpool,Huddersfield,5,0,H,0,0,1.08,14.1,34.97,,
ENG-Premier League,1819,2019-04-27 Brighton-Newcastle,2019-04-27 12:00:00,Brighton,Newcastle,1,1,D,0,0,2.25,3.29,3.68,,
ENG-Premier League,1819,2019-04-27 Crystal Palace-Everton,2019-04-27 12:00:00,Crystal Palace,Everton,0,0,D,0,0,3.05,3.49,2.46,,
ENG-Premier League,1819,2019-04-27 Fulham-Cardiff,2019-04-27 12:00:00,Fulham,Cardiff,1,0,H,0,0,2.21,3.69,3.35,,
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,2019-04-27 12:00:00,Southampton,Bournemouth,3,3,D,0,0,1.81,3.97,4.58,,
ENG-Premier League,1819,2019-04-27 Tottenham-West Ham,2019-04-27 12:00:00,Tottenham,West Ham,0,1,A,0,0,1.36,5.55,8.95,,
ENG-Premier League,1819,2019-04-27 Watford-Wolves,2019-04-27 12:00:00,Watford,Wolves,1,2,A,0,0,2.73,3.26,2.87,,
ENG-Premier League,1819,2019-04-28 Burnley-Man City,2019-04-28 12:00:00,Burnley,Man City,0,1,A,0,0,18.2,9.44,1.16,,
