home_team_elo,away_team_elo,home_xG_to_date,away_xG_to_date,home_xG_against_to_date,away_xG_against_to_date,home_goals_scored_to_date,away_goals_scored_to_date,home_goals_conceded_to_date,away_goals_conceded_to_date,home_points_to_date,away_points_to_date,home_form,away_form,match_result
1668.7980957,1673.41796875,29.1,30.0,31.3,37.5,26,31,33,38,26,32,2.0,1.4,1
1573.2454834,1870.75415039,27.1,42.7,45.0,33.2,25,49,55,35,17,48,1.8,1.0,2
1509.64794922,1838.42553711,17.3,38.7,36.3,33.8,13,51,46,36,11,47,0.2,0.8,2
1946.21875,1674.83911133,48.6,34.1,19.4,36.9,56,37,15,44,62,33,3.0,1.4,0
1649.90429688,1569.61425781,29.3,26.8,37.1,38.9,27,22,42,46,24,22,1.0,0.6,2
1663.15661621,1676.55200195,33.0,32.2,34.3,35.4,33,36,34,38,34,33,0.8,2.0,0
1972.53417969,1829.28442383,58.2,39.3,19.9,22.5,68,45,20,23,62,50,3.0,1.6,0
1903.97949219,1689.18811035,38.6,31.4,28.1,29.9,51,30,24,31,57,32,1.2,1.4,0
1671.05200195,1647.3939209,31.9,22.4,26.9,37.9,33,21,32,33,38,24,2.0,1.4,1
1583.26477051,1671.76611328,27.6,34.3,40.4,35.0,24,34,47,34,25,37,0.6,0.8,2
1676.91540527,1570.19067383,31.7,29.3,40.1,46.9,32,25,39,58,33,17,1.4,1.8,0
1673.83764648,1670.58007812,34.5,34.2,38.9,27.3,37,34,47,33,33,39,1.4,2.0,1
1651.18920898,1921.0345459,31.2,39.7,43.6,31.4,29,54,47,25,27,60,1.4,1.2,0
1687.70825195,1669.05578613,34.7,31.7,31.0,33.0,31,27,34,34,32,27,1.4,2.0,2
1651.62109375,1509.06274414,22.8,18.9,40.2,37.7,22,14,34,48,25,11,1.4,0.2,0
1844.55407715,1640.00891113,40.1,30.8,35.4,37.9,53,28,37,44,50,24,0.8,1.0,0
1865.41711426,1949.02819824,44.6,50.6,35.4,19.8,52,59,35,15,51,65,1.0,3.0,1
1568.64978027,1671.69763184,29.6,32.9,42.5,36.7,25,36,52,39,25,33,0.6,2.0,2
1503.89086914,1672.32177734,19.1,35.7,40.5,29.7,14,35,50,34,11,40,0.2,2.0,0
1670.48095703,1615.68139648,35.9,26.4,32.7,40.4,32,28,38,39,32,27,1.4,0.6,0
1656.79284668,1664.44555664,25.6,32.4,40.4,44.5,24,31,34,48,28,30,1.4,1.4,0
1848.08496094,1672.09594727,42.2,36.9,36.2,40.4,55,38,37,48,53,34,0.8,1.4,0
1827.09875488,1907.77807617,40.2,40.6,25.5,32.6,45,55,29,27,50,60,1.6,1.2,0
1686.28295898,1866.14257812,33.4,44.9,34.2,35.9,31,52,35,35,30,52,2.0,1.0,2
1948.30285645,1686.38110352,51.1,36.4,20.1,37.0,59,39,15,35,66,40,3.0,0.8,0
1984.84216309,1682.66210938,61.2,34.1,20.8,41.4,74,35,20,40,65,36,3.0,1.4,0
1636.47802734,1564.4440918,31.6,30.6,40.0,49.3,28,26,46,61,24,17,1.0,1.8,0
1666.56054688,1986.2454834,37.8,64.7,42.9,21.2,39,75,53,20,34,68,1.4,3.0,2
1610.37792969,1514.85913086,27.6,20.7,42.2,41.1,29,15,41,50,27,14,0.6,0.2,0
1654.72839355,1678.99865723,34.0,35.1,45.9,35.2,31,32,50,38,30,30,1.4,2.0,2
1873.42687988,1643.35534668,45.9,32.9,37.6,40.8,55,30,36,46,55,27,1.0,1.0,0
1895.67883301,1853.62036133,41.2,44.7,33.2,37.1,55,60,29,38,60,56,1.2,0.8,1
1681.25866699,1666.51000977,34.5,27.0,44.9,42.0,35,26,41,34,36,31,1.4,1.4,0
1661.35351562,1556.60925293,36.3,29.9,31.3,43.5,35,25,35,55,40,25,2.0,0.6,0
1683.73815918,1952.33862305,33.9,53.0,37.0,20.4,39,64,39,15,36,69,2.0,3.0,1
1557.56677246,1839.19812012,31.4,40.8,50.6,26.1,26,47,63,29,17,53,1.8,1.6,2
1682.34533691,1675.78442383,36.7,37.7,38.9,33.9,39,34,40,39,40,35,0.8,1.4,0
1557.3104248,1696.42602539,30.5,36.5,46.3,46.0,25,37,57,41,25,39,0.6,1.4,0
1698.48034668,1621.32861328,35.6,28.8,37.3,42.4,35,30,39,41,33,30,2.0,0.6,2
1516.97070312,1670.61340332,20.9,37.8,42.3,44.1,15,39,51,54,14,34,0.2,1.4,2
1676.17419434,1560.92529297,38.6,32.2,34.7,51.8,35,27,41,65,35,17,1.4,1.8,0
1995.25488281,1695.01782227,65.9,37.5,21.2,39.8,76,41,20,41,71,43,3.0,0.8,0
1664.4050293,1695.49584961,28.1,34.2,44.0,38.1,26,39,36,39,31,37,1.4,2.0,0
1647.70959473,1903.76269531,33.3,42.8,43.0,35.8,32,56,49,30,27,61,1.0,1.2,0
1851.28515625,1903.37463379,47.3,48.1,38.7,38.0,61,58,39,38,57,58,0.8,1.0,0
1855.17749023,1673.71472168,42.0,39.1,26.9,31.9,49,37,30,35,56,43,1.6,2.0,1
1953.64331055,1648.30883789,54.1,36.1,20.7,46.4,64,32,15,53,70,30,3.0,1.4,0
1690.96105957,1683.61279297,39.7,30.5,44.4,45.1,41,29,54,38,37,34,1.4,1.4,1
1658.42419434,1693.50732422,36.5,40.6,50.4,34.9,34,38,57,42,30,38,1.4,1.4,2
1694.45068359,1520.77307129,36.8,21.2,49.5,44.2,37,15,43,53,39,14,1.4,0.2,0
1700.43798828,1866.07897949,35.3,43.1,40.5,27.4,41,50,42,31,37,57,2.0,1.6,0
1567.74206543,1984.49609375,32.4,58.1,53.8,21.1,28,68,68,17,17,73,1.8,3.0,2
1645.25769043,1672.51586914,29.0,35.4,43.9,44.3,32,34,42,50,33,30,0.6,1.0,2
1649.65637207,1691.97375488,37.5,39.6,51.3,33.0,35,38,59,36,30,44,1.4,2.0,0
1698.70129395,1517.85498047,37.1,22.2,37.5,45.9,36,18,41,57,33,14,2.0,0.2,0
1566.27319336,2010.86181641,33.5,69.3,56.4,21.4,29,79,70,21,17,74,1.8,3.0,2
1702.27514648,1688.88330078,41.5,41.0,35.9,45.5,40,43,43,56,41,38,1.4,1.4,0
1904.83959961,1705.13781738,50.4,37.7,39.7,43.2,58,42,40,44,58,43,1.0,0.8,0
1697.36877441,1715.33312988,38.5,37.6,50.5,41.9,41,43,46,42,42,40,1.4,2.0,2
1583.43566895,1851.18371582,34.0,44.5,46.6,29.7,27,50,57,33,28,57,0.6,1.6,2
1985.96496582,1903.10632324,60.7,44.1,22.2,37.9,70,57,18,32,76,61,3.0,1.2,0
1888.32275391,1685.69055176,49.0,31.6,41.0,46.4,63,31,39,40,60,35,0.8,1.4,0
1702.65136719,1564.53796387,39.2,34.0,44.8,58.2,43,29,46,72,43,17,0.8,1.8,0
1681.4074707,1907.3260498,40.1,52.0,33.5,41.2,38,60,38,41,44,61,2.0,1.0,0
1854.65600586,1636.11437988,46.3,29.7,30.2,44.6,52,32,34,43,60,33,1.6,0.6,0
2012.59692383,1579.96350098,71.10000000000001,34.5,21.9,48.4,81,28,21,59,77,28,3.0,0.6,0
1898.61083984,1702.66918945,44.8,39.8,38.9,38.6,58,38,34,41,61,36,1.2,2.0,0
1681.65917969,1990.46044922,36.1,61.7,45.0,22.9,35,72,50,19,33,79,1.0,3.0,2
1680.55334473,1660.22265625,41.8,38.0,46.8,51.8,43,37,58,59,38,33,1.4,1.4,2
1513.88720703,1710.60510254,23.3,42.8,48.6,36.7,18,42,59,43,14,44,0.2,1.4,2
1682.22216797,1699.11755371,31.7,40.1,47.2,40.7,31,38,42,43,35,36,1.4,2.0,2
1728.38818359,1891.7911377,39.4,49.8,42.0,41.1,45,65,42,39,43,63,2.0,0.8,0
1858.56970215,1684.31384277,49.0,38.6,30.6,52.3,55,41,34,48,63,42,1.6,1.4,0
1722.99194336,1676.57141113,46.3,32.6,38.4,48.1,46,31,44,43,47,35,1.4,1.4,2
1636.04333496,1669.70800781,30.1,42.9,47.3,48.0,32,44,46,61,33,38,0.6,1.4,2
1678.75354004,1582.90344238,39.2,34.6,52.9,51.6,40,28,60,61,36,28,1.4,0.6,0
1562.52294922,1742.63916016,35.6,41.8,59.4,42.3,30,46,76,42,17,46,1.8,2.0,0
1894.33374023,1684.21875,53.8,39.2,43.0,54.2,61,41,43,50,61,42,1.0,1.4,0
1681.49572754,1697.3927002,37.0,41.9,46.9,35.3,36,40,53,39,33,47,1.0,2.0,0
1912.01721191,1509.18603516,46.9,25.0,39.2,52.1,60,19,34,63,64,14,1.2,0.2,0
1712.45385742,2011.33056641,41.0,74.3,41.6,22.0,39,83,43,21,39,80,2.0,3.0,2
2002.90039062,1869.91918945,63.6,50.9,23.8,31.2,75,57,20,34,82,66,3.0,1.6,0
1712.35192871,1893.81140137,40.4,50.1,46.4,43.5,47,65,47,40,46,63,0.8,0.8,2
1616.32910156,1576.8939209,30.4,35.5,49.8,54.2,32,28,51,63,33,28,0.6,0.6,2
1691.15869141,1579.54846191,45.4,37.1,48.3,60.5,49,32,61,76,41,20,1.4,1.8,2
1509.32873535,1708.90661621,25.8,41.4,54.6,48.7,19,47,67,48,14,46,0.2,0.8,2
2012.11706543,1920.52038574,76.8,49.4,22.4,40.0,86,64,22,34,83,67,3.0,1.2,0
1689.43481445,1692.81945801,33.7,39.9,49.1,47.7,32,39,43,54,38,36,1.4,1.0,0
1683.62426758,1713.60144043,40.6,47.3,56.7,39.5,42,46,52,45,42,47,1.4,1.4,1
1689.54187012,1602.36035156,42.7,31.0,38.2,50.7,41,32,42,53,47,33,2.0,0.6,1
1906.23242188,1709.96728516,52.4,41.4,44.5,44.1,66,40,40,46,66,39,0.8,2.0,2
1594.33569336,2013.81982422,36.4,64.8,54.8,24.5,30,77,63,20,31,85,0.6,3.0,2
1729.08654785,1892.70043945,42.9,56.3,43.8,44.4,46,63,44,44,46,64,2.0,1.0,0
1868.23144531,1686.49951172,51.6,41.8,32.4,53.8,57,42,36,60,66,39,1.6,1.4,1
1916.35754395,1606.59057617,50.4,31.2,41.9,53.4,64,32,35,53,67,34,1.2,0.6,0
1713.80627441,1683.56860352,42.3,41.1,49.7,49.1,49,40,49,57,49,36,0.8,1.0,1
1871.63256836,2016.2800293,56.6,78.7,46.0,23.4,63,87,48,22,64,86,1.0,3.0,2
1685.31152344,1892.03210449,45.4,53.6,38.4,46.1,41,68,42,43,48,66,2.0,0.8,0
2015.98327637,1504.42907715,67.8,26.8,25.6,55.5,79,20,20,69,88,14,3.0,0.2,0
1605.25134277,1698.68579102,31.5,35.1,54.7,50.3,32,35,54,44,34,41,0.6,1.4,1
1724.16760254,1750.15441895,43.0,44.5,45.3,44.1,43,50,48,44,42,49,2.0,2.0,1
1591.83703613,1592.17224121,39.6,37.5,62.7,57.8,33,30,76,65,23,31,1.8,0.6,0
1686.41711426,1678.87011719,43.1,47.6,50.4,50.8,41,49,58,62,37,41,1.0,1.4,1
1917.69677734,1682.4876709,51.7,41.8,42.2,57.6,65,44,35,54,70,43,1.2,1.4,2
1710.9576416,1701.61376953,43.6,46.6,51.7,39.2,50,44,50,43,50,51,0.8,2.0,2
1692.68444824,2024.86499023,42.5,79.2,55.1,23.9,44,89,62,22,40,89,1.4,3.0,2
1714.73815918,1875.72998047,48.2,54.4,40.7,47.3,48,69,47,46,48,66,1.4,0.8,0
1863.04760742,1862.04663086,57.1,52.9,46.5,33.1,63,59,50,38,64,67,1.0,1.6,1
1747.39538574,1686.12341309,46.0,42.6,44.4,57.6,50,44,44,63,50,40,2.0,1.4,0
1677.0447998,1888.15014648,49.9,53.3,53.3,43.3,52,65,65,36,42,70,1.4,1.2,0
1581.8704834,1718.77075195,38.6,43.3,58.3,46.8,30,43,66,48,31,43,0.6,2.0,2
1693.99401855,2000.27160645,35.5,70.9,51.6,25.8,36,84,45,20,42,91,1.4,3.0,2
1693.11535645,1680.08666992,42.9,45.6,59.2,52.7,45,44,54,61,46,38,1.4,1.0,0
1707.67565918,1593.98291016,48.6,40.1,40.0,63.8,46,34,44,76,54,26,2.0,1.8,0
1862.13378906,1601.78723145,55.0,32.8,50.6,55.1,69,33,49,55,66,35,0.8,0.6,1
1862.09265137,1696.73986816,54.6,44.4,34.2,53.7,60,51,39,52,68,50,1.6,0.8,0
1499.45239258,1856.98010254,27.0,58.2,58.6,48.2,20,64,74,51,14,65,0.2,1.0,1
2023.2701416,1728.4777832,81.7,51.5,24.0,41.3,90,51,22,47,92,51,3.0,1.4,0
1623.02709961,2038.48815918,34.7,82.7,57.5,24.5,34,91,56,22,36,95,0.6,3.0,2
1692.92578125,1877.94006348,42.9,57.4,59.3,52.5,44,70,65,50,40,67,1.4,0.8,2
1739.00500488,1702.40527344,44.9,51.6,48.7,54.0,46,53,50,65,46,45,2.0,1.4,0
1604.00646973,1704.90222168,40.6,36.9,65.8,52.8,34,38,77,48,26,42,1.8,1.4,2
1740.91040039,1874.41162109,52.0,56.9,42.3,35.9,51,63,48,39,51,71,1.4,1.6,1
2041.96081543,1725.30273438,72.1,50.6,27.2,40.5,87,47,22,44,94,57,3.0,2.0,0
1864.02929688,1589.28686523,60.0,40.5,49.2,59.9,65,32,52,69,66,31,1.0,0.6,2
1683.68078613,1520.05395508,46.1,28.0,54.6,60.4,44,21,64,75,38,15,1.0,0.2,1
1906.6829834,1768.24365234,54.0,47.7,45.0,44.7,65,52,37,44,70,53,1.2,2.0,1
1705.56555176,1717.17175293,46.1,44.8,56.0,59.7,51,48,55,54,50,49,0.8,1.4,2
2050.40185547,1634.85314941,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0
1695.07556152,1623.74536133,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1
1685.84460449,1677.9675293,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0
1746.71411133,1773.84375,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1
1894.99633789,1616.38537598,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0
1689.49072266,1620.44067383,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,2
1733.62585449,2041.45385742,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,2
1742.85253906,1724.2980957,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1
1842.4074707,1887.18469238,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0
1719.76818848,1871.06481934,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,2
1876.90087891,1696.7902832,1.1,0.9,0.4,1.2,1,3,0,0,3,3,0.0,0.0,0
1614.17553711,1691.47058105,0.7,1.3,2.4,1.3,1,1,3,1,0,1,0.0,0.0,2
1640.47888184,1727.70458984,0.8,1.1,0.7,3.2,3,0,0,5,3,0,0.0,0.0,1
1775.0020752,1669.6583252,1.1,0.7,0.9,0.8,0,0,0,3,1,0,0.0,0.0,0
2047.58081055,1897.41186523,3.2,2.4,1.1,0.7,5,3,0,1,3,3,0.0,0.0,1
1633.75634766,1714.13769531,0.9,0.4,1.8,1.1,1,0,4,1,0,0,0.0,0.0,0
1667.22753906,2051.7043457,1.2,1.8,0.9,0.9,0,4,3,1,0,3,0.0,0.0,2
1872.140625,1740.62561035,1.0,0.7,2.2,0.7,0,0,4,0,0,1,0.0,0.0,1
1627.55615234,1745.76147461,1.3,0.9,1.3,1.1,1,0,1,0,1,1,0.0,0.0,0
1727.05090332,1857.65710449,0.7,2.2,0.7,1.0,0,4,0,0,1,3,0.0,0.0,1
1609.71691895,1782.04272461,2.7,1.8,4.0,2.1,2,1,5,0,0,4,0.0,0.0,0
1644.1192627,1668.41455078,2.8,3.1,1.5,2.2,4,1,1,5,4,0,0.0,0.0,2
2056.45385742,1882.62329102,3.1,1.9,2.8,1.9,6,3,2,1,6,6,0.0,0.0,0
1858.8314209,1739.2833252,3.4000000000000004,1.2,1.3,3.3000000000000003,5,0,1,1,4,1,0.0,0.0,2
1648.70080566,1869.96850586,2.6,2.1,2.7,3.0,4,1,5,5,3,1,0.0,0.0,2
1639.97070312,1748.73425293,3.5,1.5,1.6,1.8,2,1,1,1,4,2,0.0,0.0,2
1668.55407715,1730.00061035,1.9,1.9,1.5,5.2,0,1,4,6,0,1,0.0,0.0,2
1701.86572266,2045.06591797,2.9000000000000004,6.1,3.3,1.2000000000000002,3,7,2,2,4,4,0.0,0.0,2
1905.86303711,1705.12963867,2.5,1.3,3.6,2.8,5,1,3,4,4,0,0.0,0.0,2
1741.046875,1697.00439453,1.0,2.4,1.9,2.0,1,4,1,2,2,3,0.0,0.0,1
1701.16247559,2061.48413086,4.0,5.6,3.5,3.8,5,9,3,3,4,9,0.0,0.0,2
1875.37658691,1634.08447266,3.6,3.8,4.1000000000000005,2.4000000000000004,4,3,7,3,4,4,0.0,0.0,1
1753.17590332,1625.97106934,2.3,3.7,5.800000000000001,5.3,2,4,2,5,4,3,0.0,0.0,0
1756.99560547,1700.01367188,2.3,5.1000000000000005,2.1,6.3,3,4,2,5,5,4,0.0,0.0,0
2049.29321289,1632.16833496,9.1,3.6,3.4000000000000004,3.2,10,4,3,3,7,4,0.0,0.0,0
1720.53259277,1658.2376709,2.1,4.199999999999999,3.9,5.0,2,1,4,7,3,0,0.0,0.0,1
1682.74060059,1847.31396484,4.8,5.9,3.0,2.4000000000000004,3,6,5,3,3,4,0.0,0.0,1
1742.69213867,1645.66796875,5.4,3.7,7.5,4.2,4,6,7,8,4,3,0.0,0.0,0
1879.96801758,1892.83532715,2.9000000000000004,3.6,4.4,4.4,4,5,4,4,6,4,0.0,0.0,1
1768.16381836,1742.95507812,3.1,2.5,3.1,3.5,1,2,2,2,4,3,0.0,0.0,0
1630.68847656,1697.64562988,4.5,4.9,5.1,4.5,4,5,7,6,4,4,0.0,0.0,1
2065.00097656,1717.11645508,6.6,3.1,4.7,4.9,12,3,3,5,12,4,0.0,0.0,0
1844.42773438,1764.15539551,7.4,4.3,3.3000000000000003,2.7,7,6,4,3,5,8,0.0,0.0,0
1639.78759766,2050.77294922,5.1,11.0,6.2,4.300000000000001,6,14,10,3,3,10,0.0,0.0,0
1641.10388184,1685.62683105,4.9,5.7,4.4,4.5,5,4,5,6,5,4,0.0,0.0,2
1894.2088623,1756.89135742,5.6,3.7,6.8,6.2,7,3,6,2,5,7,0.0,0.0,0
1737.02600098,1868.35717773,4.5,5.6,4.8,5.2,4,6,5,9,3,5,0.0,0.0,2
1692.85388184,1774.09289551,5.7,4.4,8.3,5.1,5,4,8,4,4,7,0.0,0.0,0
1661.65380859,1878.59448242,5.199999999999999,5.3,6.0,6.4,2,6,8,6,1,7,0.0,0.0,1
1622.25561523,1748.57263184,4.1000000000000005,7.4,6.7,8.9,4,6,6,7,3,7,0.0,0.0,1
1686.10791016,1696.83068848,7.3,7.1000000000000005,6.3,9.8,5,8,6,9,7,7,1.8,0.8,2
1689.4654541,1647.44519043,5.3,6.6,5.9,8.5,6,9,7,12,5,6,1.8,0.0,0
1754.08837891,1624.59509277,5.9,6.7,6.5,6.0,5,5,7,6,7,5,1.0,1.4,2
1751.4552002,1890.74951172,4.9,6.6,3.9,7.399999999999999,6,11,4,6,8,8,1.4,2.6,0
2033.51879883,1657.83178711,13.3,7.9,5.800000000000001,6.8,16,4,6,10,10,2,2.4,1.2,0
1707.50024414,1622.84094238,3.4,5.9,7.9,5.5,4,5,8,8,4,5,0.4,1.0,1
1878.61181641,1616.08642578,6.1,5.4,9.1,7.3,8,4,8,6,8,4,1.4,1.4,0
1859.19213867,2041.2199707,8.3,9.6,6.9,5.0,11,15,11,4,8,15,1.8,2.0,2
1741.7479248,1705.54748535,4.3,6.2,7.2,7.5,3,6,6,10,7,3,0.0,1.4,1
1738.71398926,1842.23120117,8.0,8.6,10.2,3.9,6,8,7,4,8,8,1.6,2.2,0
1614.28503418,1697.10217285,6.9,7.3,9.7,6.7,6,8,9,7,4,8,1.4,1.8,1
1709.87976074,1751.78112793,8.3,8.4,12.3,11.1,11,8,10,7,10,11,0.8,1.6,1
1854.31384277,1626.79516602,9.6,7.3,7.5,6.4,12,5,13,8,8,6,1.8,1.0,0
1739.09228516,1639.80847168,5.2,7.4,8.7,10.5,4,9,7,14,8,6,0.0,0.0,0
1736.07287598,2036.09838867,6.9,19.2,7.0,6.2,5,24,9,6,7,13,1.0,2.4,2
1642.6105957,2046.09814453,7.2,10.2,7.0,6.3,7,17,6,5,8,18,1.4,2.0,2
1880.5970459,1673.05871582,7.7,9.8,8.7,7.5,12,6,8,9,8,7,2.6,1.8,0
1708.203125,1655.25231934,7.7,8.3,8.4,12.7,7,4,11,18,4,2,1.4,1.2,0
1761.60778809,1703.54602051,6.199999999999999,4.3,5.0,9.3,8,4,5,8,11,5,1.4,0.4,0
1829.16418457,1880.41333008,9.5,8.5,4.3,10.6,8,11,6,10,8,11,2.2,1.4,1
1622.07006836,1862.49963379,7.899999999999999,8.7,10.1,10.2,5,14,10,9,6,11,1.0,2.6,0
1694.89123535,1730.64294434,8.8,9.3,7.7,9.8,10,6,9,12,9,7,1.8,1.0,0
2047.96130371,1771.94616699,12.1,7.8,7.6,5.1,18,13,5,5,21,14,2.0,1.4,0
1632.28063965,1613.44152832,8.1,7.9,12.0,11.2,9,8,16,11,6,5,0.0,1.4,2
1646.25720215,1639.50512695,9.7,8.5,14.1,8.9,4,7,20,7,2,8,1.2,1.4,1
1750.74645996,1743.5657959,10.0,6.7,13.0,9.4,10,6,9,7,12,11,1.6,0.0,2
1882.16320801,1707.86010742,10.4,10.2,11.5,13.9,12,13,11,12,12,11,1.4,0.8,0
2039.91918945,1719.90148926,22.0,9.1,8.6,9.8,27,9,7,11,16,7,2.4,1.4,2
1690.15319824,1824.25561523,4.4,10.4,10.9,6.2,4,9,13,7,5,9,0.4,2.2,0
1669.04675293,1861.44934082,11.3,13.3,8.5,8.1,7,14,11,13,7,11,1.8,1.8,2
1633.25549316,1643.91918945,10.9,10.3,13.8,10.5,13,8,12,10,8,9,1.4,1.0,0
1705.13085938,1612.46679688,10.8,10.7,15.1,15.0,13,10,13,21,11,6,0.8,0.0,1
1869.82348633,1700.28808594,15.0,5.2,9.5,11.8,18,5,14,13,14,8,1.8,0.4,0
1753.17407227,2017.5826416,8.8,23.4,10.8,9.6,8,27,8,9,14,16,0.0,2.4,2
1723.21374512,1741.13806152,10.6,11.4,10.4,15.1,6,11,13,11,7,12,1.0,1.6,0
1770.26086426,1702.32043457,7.899999999999999,9.4,8.6,9.0,14,11,7,9,14,12,1.4,1.8,0
1840.6505127,1644.38378906,9.1,11.1,12.6,14.5,14,4,12,20,11,3,2.6,1.2,1
1742.23803711,1660.67272949,10.1,12.7,11.2,10.2,11,8,11,15,10,7,1.4,1.8,1
1814.12060547,2049.64672852,11.3,15.6,7.0,7.7,9,20,8,6,9,24,2.2,2.0,1
1641.37866211,1884.89257812,8.9,11.6,10.3,12.1,7,13,7,11,9,15,1.4,1.4,0
1673.70129395,1784.35632324,14.1,8.9,11.1,10.1,9,16,16,8,8,17,1.8,1.4,2
1646.25756836,1742.05834961,11.5,12.7,13.5,11.2,9,8,12,13,9,10,1.0,1.0,0
1706.49755859,1892.25524902,10.9,17.0,10.0,9.9,12,19,11,14,12,17,1.8,1.8,2
2034.31018066,1649.1895752,26.9,13.9,10.5,15.0,29,15,9,13,19,11,2.4,1.4,0
1659.81762695,1710.10717773,11.8,11.5,15.5,15.5,5,13,21,13,4,12,1.2,0.8,1
1740.56604004,1662.80358887,12.2,9.8,17.2,11.3,11,8,13,7,12,12,1.6,1.4,1
1882.70019531,1757.5534668,12.6,9.7,13.0,14.3,13,8,12,10,15,14,1.4,0.0,1
2056.80932617,1850.55249023,16.8,10.1,8.4,13.3,21,15,7,13,25,12,2.0,2.6,0
1706.39758301,1750.01477051,5.6,11.0,13.8,12.6,5,12,14,12,8,11,0.4,1.4,1
1625.76293945,1830.49499512,11.1,12.0,15.7,8.2,10,10,21,9,7,10,0.0,2.2,2
1877.68005371,1750.67626953,13.9,13.1,14.6,13.6,15,13,14,13,16,12,1.4,1.4,1
1647.73779297,2059.15966797,14.9,19.4,17.9,9.6,15,23,16,8,11,28,1.4,2.0,2
1710.5189209,1837.0982666,12.5,16.2,16.3,9.2,13,13,13,10,13,13,0.8,2.2,0
1655.20654297,1619.15966797,12.7,12.1,14.4,19.9,12,11,14,24,12,7,1.0,0.0,0
2035.76184082,1652.9095459,29.8,14.4,11.5,15.7,32,9,9,25,22,8,2.4,1.8,0
1666.6862793,1699.38806152,10.8,13.0,13.6,10.9,9,14,8,15,13,12,1.4,1.8,0
1659.40600586,1899.36486816,12.6,17.900000000000002,16.5,12.0,5,23,21,16,5,20,1.2,1.8,2
1736.68347168,1705.73608398,14.5,6.6,18.2,15.9,12,6,14,15,13,9,1.6,0.4,2
1762.5736084,1805.14794922,11.3,13.5,15.6,10.4,10,25,12,8,15,20,0.0,1.4,2
1733.109375,1848.20214844,13.6,11.3,12.4,15.9,10,16,16,15,10,12,1.0,2.6,1
1611.23303223,1655.33679199,12.5,13.9,22.6,18.6,11,6,26,23,7,5,0.0,1.2,2
1686.68933105,1725.81066895,13.8,16.3,13.2,19.7,14,14,18,17,12,13,1.8,1.6,0
1900.35766602,1750.32189941,20.0,11.8,13.3,16.7,25,10,17,14,23,15,1.8,0.0,0
1817.03942871,1865.85241699,14.6,14.8,10.9,16.4,27,16,8,15,23,17,1.4,1.4,0
1716.24853516,1719.94750977,8.1,14.4,17.7,17.1,9,14,17,13,12,16,0.4,0.8,0
1651.88085938,1734.3482666,15.3,14.7,18.6,13.0,10,11,27,17,8,11,1.8,1.0,2
1857.83361816,1679.02478027,11.9,13.1,17.0,14.4,17,12,16,8,13,16,2.6,1.4,1
2061.02612305,2030.48242188,21.8,32.7,10.0,12.4,25,34,9,10,31,25,2.0,2.4,0
1829.26647949,1662.77282715,17.0,15.4,11.1,14.8,13,14,11,14,13,15,2.2,1.0,0
1756.56213379,1646.01953125,14.9,15.3,14.5,20.3,14,16,14,18,13,11,1.4,1.4,0
1855.1673584,1644.41088867,15.8,16.2,17.6,20.4,16,11,17,29,17,8,1.4,1.8,1
1713.38012695,1760.5612793,16.2,17.3,19.5,15.1,15,16,15,15,16,16,0.8,1.4,2
1658.3770752,1827.7244873,16.2,15.8,18.4,11.9,15,29,17,8,15,26,1.0,1.4,2
1745.69934082,2068.90942383,12.0,22.9,20.3,11.3,10,28,16,10,15,34,0.0,2.0,2
1741.8182373,1599.4543457,16.5,13.2,13.9,23.9,13,11,18,28,14,7,1.0,0.0,2
2022.59899902,1904.98034668,34.0,23.6,13.5,13.5,35,27,13,17,25,26,2.4,1.8,0
1667.11560059,1699.41247559,15.2,15.9,19.3,13.7,8,17,23,18,8,15,1.2,1.8,2
1713.08752441,1851.82275391,16.8,13.7,21.8,17.9,14,18,20,17,13,14,1.6,2.6,2
1685.03564453,1833.66223145,14.0,20.6,16.2,11.9,13,16,9,12,17,16,1.4,2.2,1
1642.02038574,1722.81591797,15.9,10.5,22.7,19.5,17,11,20,18,11,15,1.4,0.4,0
1701.82678223,1730.30285645,17.8,13.0,14.7,21.7,20,11,18,18,18,15,1.8,0.0,2
1887.44018555,1694.2388916,24.5,17.5,14.5,23.9,28,16,19,23,26,13,1.8,1.6,2
2050.96191406,1637.92700195,24.3,16.8,12.3,22.0,30,15,11,19,37,15,2.0,1.0,0
1697.79858398,2006.15869141,11.1,35.0,21.8,14.4,11,37,20,14,15,28,0.4,2.4,1
1638.18261719,1639.05334473,18.6,16.2,22.2,21.2,13,8,31,26,9,8,1.8,1.2,0
1849.00244141,1692.14807129,15.8,16.8,18.6,20.6,21,16,19,17,17,16,2.6,0.8,0
