season,game,week,day,date,time,home_team,home_xg,score,away_xg,away_team,referee,game_id,home_team_elo,away_team_elo,home_starters,away_starters,home_team_strength,away_team_strength
1920,2020-06-28 Watford-Southampton,32,Sun,2020-06-28,16:30,watford,0.5,1–3,1.3,southampton,Michael Oliver,37720dc3,1678.38256836,1677.421875,"['Ben Foster', 'Craig Dawson', 'Troy Deeney', 'Adam Masina', 'Craig Cathcart', 'Abdoulaye Doucouré', 'Will Hughes', 'Kiko Femenía', 'Ismaila Sarr', 'Étienne Capoue', 'Roberto Pereyra']","['Alex McCarthy', 'Jannik Vestergaard', 'Shane Long', 'Danny Ings', 'Oriol Romeu', 'James Ward-Prowse', 'Ryan Bertrand', 'Nathan Redmond', 'Kyle Walker-Peters', 'William Smallbone', 'Jan Bednarek']",0.06800000000000002,0.19499999999999998
1920,2020-06-29 Crystal Palace-Burnley,32,Mon,2020-06-29,20:00,crystal palace,0.9,0–1,0.4,burnley,Simon Hooper,d7661a5f,1733.14013672,1713.18737793,"['Vicente Guaita', 'Joel Ward', 'Patrick van Aanholt', 'Luka Milivojević', 'Scott Dann', 'Cheikhou Kouyaté', 'Jordan Ayew', 'Andros Townsend', 'Wilfried Zaha', 'James McArthur', 'Gary Cahill']","['Nick Pope', 'Charlie Taylor', 'Jack Cork', 'James Tarkowski', 'Ben Mee', 'Josh Brownhill', 'Dwight McNeil', 'Ashley Westwood', 'Erik Pieters', 'Phil Bardsley', 'Matěj Vydra']",0.15,-0.056999999999999995
1920,2020-07-01 Arsenal-Norwich City,32,Wed,2020-07-01,18:00,arsenal,1.5,4–0,0.3,norwich city,Peter Bankes,cb52b4c8,1796.01977539,1582.65014648,"['Emiliano Martínez', 'Héctor Bellerín', 'Kieran Tierney', 'Dani Ceballos', 'Alexandre Lacazette', 'Pierre-Emerick Aubameyang', 'Shkodran Mustafi', 'David Luiz', 'Reiss Nelson', 'Sead Kolašinac', 'Granit Xhaka']","['Tim Krul', 'Max Aarons', 'Ben Godfrey', 'Lukas Rupp', 'Jamal Lewis', 'Todd Cantwell', 'Emi Buendía', 'Tom Trybull', 'Teemu Pukki', 'Kenny McLean', 'Alexander Tettey']",0.7120000000000001,0.0
1920,2020-07-01 Everton-Leicester City,32,Wed,2020-07-01,18:00,everton,1.2,2–1,1.8,leicester city,David Coote,c2c7ebbf,1748.86230469,1796.51391602,"['Jordan Pickford', 'Mason Holgate', 'Michael Keane', 'Richarlison', 'Dominic Calvert-Lewin', 'Gylfi Sigurðsson', 'Lucas Digne', 'Alex Iwobi', 'André Gomes', 'Séamus Coleman', 'Anthony Gordon']","['Kasper Schmeichel', 'James Justin', 'Ben Chilwell', 'Çağlar Söyüncü', 'Jonny Evans', 'Youri Tielemans', 'Jamie Vardy', 'Marc Albrighton', 'Harvey Barnes', 'Wilfred Ndidi', 'Dennis Praet']",0.377,0.32500000000000007
1920,2020-07-02 Manchester City-Liverpool,32,Thu,2020-07-02,20:15,manchester city,2.4,4–0,1.1,liverpool,Anthony Taylor,5dffd237,1974.56164551,2023.97290039,"['Ederson', 'Kyle Walker', 'Raheem Sterling', 'İlkay Gündoğan', 'Gabriel Jesus', 'Aymeric Laporte', 'Rodri', 'Kevin De Bruyne', 'Benjamin Mendy', 'Phil Foden', 'Eric García']","['Alisson', 'Fabinho', 'Virgil van Dijk', 'Georginio Wijnaldum', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Joe Gomez', 'Jordan Henderson', 'Andrew Robertson', 'Trent Alexander-Arnold']",1.336,1.1720000000000002
1920,2020-07-04 Chelsea-Watford,33,Sat,2020-07-04,20:00,chelsea,2.5,3–0,0.6,watford,Kevin Friend,ee7944f1,1828.39135742,1665.08496094,"['Kepa Arrizabalaga', 'Andreas Christensen', ""N'Golo Kanté"", 'Ross Barkley', 'Willian', 'Kurt Zouma', 'Olivier Giroud', 'Mason Mount', 'Christian Pulisic', 'Reece James', 'César Azpilicueta']","['Ben Foster', 'Craig Dawson', 'Adrian Mariappa', 'Troy Deeney', 'Nathaniel Chalobah', 'Abdoulaye Doucouré', 'Will Hughes', 'Kiko Femenía', 'Ismaila Sarr', 'Christian Kabasele', 'Étienne Capoue']",0.5469999999999999,0.04800000000000001
1920,2020-07-04 Leicester City-Crystal Palace,33,Sat,2020-07-04,15:00,leicester city,2.8,3–0,0.8,crystal palace,Jonathan Moss,88e800c1,1788.40332031,1723.21203613,"['Kasper Schmeichel', 'James Justin', 'Ben Chilwell', 'Çağlar Söyüncü', 'Jonny Evans', 'Youri Tielemans', 'Jamie Vardy', 'Marc Albrighton', 'Kelechi Iheanacho', 'Ayoze Pérez', 'Wilfred Ndidi']","['Vicente Guaita', 'Joel Ward', 'Patrick van Aanholt', 'Luka Milivojević', 'Jordan Ayew', 'Wilfried Zaha', 'Mamadou Sakho', 'Christian Benteke', 'James McArthur', 'Gary Cahill', 'Jaïro Riedewald']",0.31600000000000006,0.149
1920,2020-07-05 Liverpool-Aston Villa,33,Sun,2020-07-05,16:30,liverpool,0.7,2–0,0.7,aston villa,Paul Tierney,c2481cad,2007.7401123,1599.60498047,"['Alisson', 'Fabinho', 'Virgil van Dijk', 'Naby Keïta', 'Sadio Mané', 'Mohamed Salah', 'Joe Gomez', 'Alex Oxlade-Chamberlain', 'Andrew Robertson', 'Divock Origi', 'Trent Alexander-Arnold']","['Pepe Reina', 'Neil Taylor', 'Douglas Luiz', 'John McGinn', 'Jack Grealish', 'Ezri Konsa', 'Trézéguet', 'Anwar El Ghazi', 'Kortney Hause', 'Keinan Davis', 'Tyrone Mings']",1.008,0.009000000000000003
1920,2020-07-05 Southampton-Manchester City,33,Sun,2020-07-05,19:00,southampton,0.6,1–0,3.2,manchester city,Andre Marriner,260c5c31,1690.71960449,1990.79443359,"['Alex McCarthy', 'Jack Stephens', 'Danny Ings', 'Che Adams', 'Oriol Romeu', 'James Ward-Prowse', 'Stuart Armstrong', 'Ryan Bertrand', 'Nathan Redmond', 'Kyle Walker-Peters', 'Jan Bednarek']","['Ederson', 'Raheem Sterling', 'Gabriel Jesus', 'Oleksandr Zinchenko', 'Aymeric Laporte', 'Bernardo Silva', 'David Silva', 'Fernandinho', 'Riyad Mahrez', 'João Cancelo', 'Eric García']",0.19799999999999998,1.579
1920,2020-07-07 Arsenal-Leicester City,34,Tue,2020-07-07,20:15,arsenal,1.1,1–1,0.9,leicester city,Chris Kavanagh,a26b0a22,1814.2121582,1797.74145508,"['Emiliano Martínez', 'Héctor Bellerín', 'Kieran Tierney', 'Dani Ceballos', 'Alexandre Lacazette', 'Pierre-Emerick Aubameyang', 'Shkodran Mustafi', 'David Luiz', 'Sead Kolašinac', 'Granit Xhaka', 'Bukayo Saka']","['Kasper Schmeichel', 'James Justin', 'Çağlar Söyüncü', 'Jonny Evans', 'Youri Tielemans', 'Jamie Vardy', 'Marc Albrighton', 'Kelechi Iheanacho', 'Ayoze Pérez', 'Wilfred Ndidi', 'Ryan Bennett']",0.613,0.31000000000000005
1920,2020-07-07 Crystal Palace-Chelsea,34,Tue,2020-07-07,18:00,crystal palace,1.5,2–3,1.9,chelsea,David Coote,61407f3d,1713.8737793,1834.12036133,"['Vicente Guaita', 'Joel Ward', 'Patrick van Aanholt', 'Luka Milivojević', 'Scott Dann', 'Cheikhou Kouyaté', 'Jordan Ayew', 'Wilfried Zaha', 'Christian Benteke', 'James McArthur', 'Gary Cahill']","['Kepa Arrizabalaga', 'Andreas Christensen', 'Ross Barkley', 'Willian', 'Kurt Zouma', 'Olivier Giroud', 'Mason Mount', 'Christian Pulisic', 'Reece James', 'César Azpilicueta', 'Billy Gilmour']",0.173,0.509
1920,2020-07-07 Watford-Norwich City,34,Tue,2020-07-07,18:00,watford,1.2,2–1,1.2,norwich city,Anthony Taylor,7e51a0cb,1659.35583496,1570.15783691,"['Ben Foster', 'Craig Dawson', 'Troy Deeney', 'Danny Welbeck', 'Adam Masina', 'Abdoulaye Doucouré', 'Will Hughes', 'Kiko Femenía', 'Ismaila Sarr', 'Christian Kabasele', 'Étienne Capoue']","['Tim Krul', 'Max Aarons', 'Ben Godfrey', 'Mario Vrančić', 'Onel Hernández', 'Jamal Lewis', 'Timm Klose', 'Emi Buendía', 'Marco Stiepermann', 'Teemu Pukki', 'Alexander Tettey']",0.11,0.0
1920,2020-07-09 Everton-Southampton,34,Thu,2020-07-09,18:00,everton,1.0,1–1,2.4,southampton,Lee Mason,1357ee3b,1751.07580566,1704.57836914,"['Jordan Pickford', 'Michael Keane', 'Richarlison', 'Dominic Calvert-Lewin', 'Lucas Digne', 'Yerry Mina', 'Alex Iwobi', 'André Gomes', 'Séamus Coleman', 'Tom Davies', 'Anthony Gordon']","['Alex McCarthy', 'Jack Stephens', 'Danny Ings', 'Che Adams', 'Oriol Romeu', 'James Ward-Prowse', 'Stuart Armstrong', 'Ryan Bertrand', 'Nathan Redmond', 'Kyle Walker-Peters', 'Jan Bednarek']",0.335,0.19799999999999998
1920,2020-07-11 Liverpool-Burnley,35,Sat,2020-07-11,15:00,liverpool,1.7,1–1,0.4,burnley,David Coote,267d7e78,2011.77062988,1729.28222656,"['Alisson', 'Fabinho', 'Virgil van Dijk', 'Georginio Wijnaldum', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Joe Gomez', 'Andrew Robertson', 'Curtis Jones', 'Neco Williams']","['Nick Pope', 'Charlie Taylor', 'James Tarkowski', 'Josh Brownhill', 'Chris Wood', 'Dwight McNeil', 'Ashley Westwood', 'Jay Rodriguez', 'Erik Pieters', 'Phil Bardsley', 'Kevin Long']",1.0070000000000001,-0.033
1920,2020-07-12 Aston Villa-Crystal Palace,35,Sun,2020-07-12,14:15,aston villa,1.7,2–0,1.2,crystal palace,Martin Atkinson,b30bf2e8,1593.16552734,1707.67944336,"['Pepe Reina', 'Neil Taylor', 'Douglas Luiz', 'John McGinn', 'Jack Grealish', 'Conor Hourihane', 'Ezri Konsa', 'Trézéguet', 'Mbwana Samatta', 'Ahmed Elmohamady', 'Tyrone Mings']","['Vicente Guaita', 'Joel Ward', 'Patrick van Aanholt', 'Luka Milivojević', 'Scott Dann', 'Cheikhou Kouyaté', 'Jordan Ayew', 'Wilfried Zaha', 'Mamadou Sakho', 'Christian Benteke', 'James McArthur']",0.063,0.117
1920,2020-07-12 Bournemouth-Leicester City,35,Sun,2020-07-12,19:00,bournemouth,2.5,4–1,1.5,leicester city,Stuart Attwell,d2adf574,1612.71704102,1799.5559082,"['Aaron Ramsdale', 'Dan Gosling', 'Nathan Aké', 'Jefferson Lerma', 'Dominic Solanke', 'Callum Wilson', 'Arnaut Danjuma', 'Jack Stacey', 'David Brooks', 'Diego Rico', 'Lloyd Kelly']","['Kasper Schmeichel', 'James Justin', 'Çağlar Söyüncü', 'Jonny Evans', 'Youri Tielemans', 'Jamie Vardy', 'Marc Albrighton', 'Kelechi Iheanacho', 'Ayoze Pérez', 'Wilfred Ndidi', 'Christian Fuchs']",0.244,0.31500000000000006
1920,2020-07-14 Chelsea-Norwich City,36,Tue,2020-07-14,20:15,chelsea,2.5,1–0,0.1,norwich city,Jonathan Moss,88d08b7b,1822.50512695,1552.53137207,"['Kepa Arrizabalaga', 'Antonio Rüdiger', 'Marcos Alonso', 'Jorginho', 'Willian', 'Ruben Loftus-Cheek', 'Kurt Zouma', 'Mateo Kovačić', 'Olivier Giroud', 'Christian Pulisic', 'César Azpilicueta']","['Tim Krul', 'Max Aarons', 'Ben Godfrey', 'Lukas Rupp', 'Onel Hernández', 'Jamal Lewis', 'Todd Cantwell', 'Timm Klose', 'Josip Drmić', 'Kenny McLean', 'Alexander Tettey']",0.7449999999999999,0.045
1920,2020-07-15 Arsenal-Liverpool,36,Wed,2020-07-15,20:15,arsenal,0.8,2–1,2.1,liverpool,Paul Tierney,12f95828,1804.93798828,2004.41625977,"['Emiliano Martínez', 'Kieran Tierney', 'Alexandre Lacazette', 'Lucas Torreira', 'Rob Holding', 'Cédric Soares', 'Nicolas Pépé', 'David Luiz', 'Reiss Nelson', 'Granit Xhaka', 'Bukayo Saka']","['Alisson', 'Fabinho', 'Virgil van Dijk', 'Georginio Wijnaldum', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Joe Gomez', 'Alex Oxlade-Chamberlain', 'Andrew Robertson', 'Trent Alexander-Arnold']",0.486,1.101
1920,2020-07-15 Manchester City-Bournemouth,36,Wed,2020-07-15,18:00,manchester city,0.7,2–1,1.6,bournemouth,Lee Mason,eff6988f,1986.37036133,1632.91418457,"['Ederson', 'Kyle Walker', 'John Stones', 'İlkay Gündoğan', 'Gabriel Jesus', 'Bernardo Silva', 'David Silva', 'Benjamin Mendy', 'Fernandinho', 'Nicolás Otamendi', 'Phil Foden']","['Aaron Ramsdale', 'Steve Cook', 'Dan Gosling', 'Joshua King', 'Jefferson Lerma', 'Dominic Solanke', 'Jack Stacey', 'Junior Stanislas', 'Diego Rico', 'Lloyd Kelly', 'Philip Billing']",1.5130000000000001,0.188
1920,2020-07-16 Everton-Aston Villa,36,Thu,2020-07-16,18:00,everton,0.9,1–1,1.3,aston villa,Anthony Taylor,f855bc55,1737.67834473,1607.38085938,"['Jordan Pickford', 'Mason Holgate', 'Michael Keane', 'Richarlison', 'Dominic Calvert-Lewin', 'Lucas Digne', 'Alex Iwobi', 'Bernard', 'André Gomes', 'Séamus Coleman', 'Tom Davies']","['Pepe Reina', 'Douglas Luiz', 'John McGinn', 'Jack Grealish', 'Conor Hourihane', 'Ezri Konsa', 'Trézéguet', 'Matt Targett', 'Mbwana Samatta', 'Ahmed Elmohamady', 'Tyrone Mings']",0.325,0.078
1920,2020-07-18 Norwich City-Burnley,37,Sat,2020-07-18,17:30,norwich city,0.3,0–2,1.8,burnley,Kevin Friend,9594e0b4,1550.65283203,1736.86779785,"['Tim Krul', 'Max Aarons', 'Ben Godfrey', 'Onel Hernández', 'Jamal Lewis', 'Todd Cantwell', 'Timm Klose', 'Emi Buendía', 'Josip Drmić', 'Kenny McLean', 'Alexander Tettey']","['Nick Pope', 'James Tarkowski', 'Jóhann Berg Guðmundsson', 'Josh Brownhill', 'Chris Wood', 'Dwight McNeil', 'Ashley Westwood', 'Jay Rodriguez', 'Erik Pieters', 'Phil Bardsley', 'Kevin Long']",0.045,-0.005000000000000002
1920,2020-07-19 Bournemouth-Southampton,37,Sun,2020-07-19,14:00,bournemouth,0.5,0–2,2.5,southampton,Craig Pawson,bbd4160f,1631.78234863,1709.51147461,"['Aaron Ramsdale', 'Steve Cook', 'Joshua King', 'Jefferson Lerma', 'Callum Wilson', 'Jack Stacey', 'Junior Stanislas', 'David Brooks', 'Diego Rico', 'Lloyd Kelly', 'Philip Billing']","['Alex McCarthy', 'Jannik Vestergaard', 'Jack Stephens', 'Shane Long', 'Danny Ings', 'Oriol Romeu', 'James Ward-Prowse', 'Stuart Armstrong', 'Ryan Bertrand', 'Nathan Redmond', 'Kyle Walker-Peters']",0.198,0.22699999999999998
1920,2020-07-21 Aston Villa-Arsenal,37,Tue,2020-07-21,20:15,aston villa,0.6,1–0,0.6,arsenal,Chris Kavanagh,ca0b21bc,1612.04785156,1816.83776855,"['Pepe Reina', 'Douglas Luiz', 'John McGinn', 'Jack Grealish', 'Conor Hourihane', 'Ezri Konsa', 'Trézéguet', 'Matt Targett', 'Mbwana Samatta', 'Ahmed Elmohamady', 'Tyrone Mings']","['Emiliano Martínez', 'Dani Ceballos', 'Alexandre Lacazette', 'Lucas Torreira', 'Pierre-Emerick Aubameyang', 'Rob Holding', 'Cédric Soares', 'David Luiz', 'Eddie Nketiah', 'Sead Kolašinac', 'Bukayo Saka']",0.078,0.546
1920,2020-07-21 Watford-Manchester City,37,Tue,2020-07-21,18:00,watford,0.1,0–4,3.3,manchester city,Michael Oliver,9979847f,1662.97302246,1987.5020752,"['Ben Foster', 'Craig Dawson', 'Adrian Mariappa', 'Tom Cleverley', 'Troy Deeney', 'Abdoulaye Doucouré', 'Will Hughes', 'Kiko Femenía', 'Ismaila Sarr', 'Christian Kabasele', 'Roberto Pereyra']","['Ederson', 'Kyle Walker', 'Raheem Sterling', 'Gabriel Jesus', 'Aymeric Laporte', 'Rodri', 'Kevin De Bruyne', 'Bernardo Silva', 'João Cancelo', 'Phil Foden', 'Eric García']",0.060000000000000005,1.3719999999999999
1920,2020-07-22 Liverpool-Chelsea,37,Wed,2020-07-22,20:15,liverpool,1.7,5–3,2.4,chelsea,Andre Marriner,a80ba6fe,1992.51635742,1824.38366699,"['Alisson', 'Fabinho', 'Virgil van Dijk', 'Georginio Wijnaldum', 'Naby Keïta', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Joe Gomez', 'Andrew Robertson', 'Trent Alexander-Arnold']","['Kepa Arrizabalaga', 'Antonio Rüdiger', 'Marcos Alonso', 'Jorginho', 'Willian', 'Kurt Zouma', 'Mateo Kovačić', 'Olivier Giroud', 'Mason Mount', 'Reece James', 'César Azpilicueta']",1.202,0.6079999999999999
1920,2020-07-26 Arsenal-Watford,38,Sun,2020-07-26,16:00,arsenal,2.3,3–2,3.7,watford,Mike Dean,5ecaeb4b,1804.91430664,1658.36547852,"['Emiliano Martínez', 'Kieran Tierney', 'Dani Ceballos', 'Alexandre Lacazette', 'Pierre-Emerick Aubameyang', 'Ainsley Maitland-Niles', 'Rob Holding', 'Nicolas Pépé', 'David Luiz', 'Joe Willock', 'Granit Xhaka']","['Ben Foster', 'Craig Dawson', 'Troy Deeney', 'Danny Welbeck', 'Adam Masina', 'Abdoulaye Doucouré', 'Will Hughes', 'Kiko Femenía', 'Ismaila Sarr', 'Christian Kabasele', 'Roberto Pereyra']",0.617,0.127
1920,2020-07-26 Everton-Bournemouth,38,Sun,2020-07-26,16:00,everton,1.7,1–3,1.5,bournemouth,Chris Kavanagh,2a3b8f05,1742.0567627,1621.64343262,"['Jordan Pickford', 'Michael Keane', 'Richarlison', 'Gylfi Sigurðsson', 'Theo Walcott', 'Lucas Digne', 'André Gomes', 'Séamus Coleman', 'Tom Davies', 'Moise Kean', 'Jarrad Branthwaite']","['Aaron Ramsdale', 'Steve Cook', 'Dan Gosling', 'Joshua King', 'Jefferson Lerma', 'Dominic Solanke', 'Callum Wilson', 'Adam Smith', 'David Brooks', 'Diego Rico', 'Lloyd Kelly']",0.30300000000000005,0.27
1920,2020-07-26 Manchester City-Norwich City,38,Sun,2020-07-26,16:00,manchester city,3.2,5–0,1.0,norwich city,Craig Pawson,9099d1e5,1992.10949707,1544.00561523,"['Ederson', 'Kyle Walker', 'Raheem Sterling', 'Gabriel Jesus', 'Aymeric Laporte', 'Rodri', 'Kevin De Bruyne', 'David Silva', 'João Cancelo', 'Phil Foden', 'Eric García']","['Tim Krul', 'Max Aarons', 'Ben Godfrey', 'Christoph Zimmermann', 'Lukas Rupp', 'Onel Hernández', 'Jamal Lewis', 'Todd Cantwell', 'Marco Stiepermann', 'Teemu Pukki', 'Kenny McLean']",1.388,0.0
2021,2020-09-12 Crystal Palace-Southampton,1,Sat,2020-09-12,15:00,crystal palace,1.1,1–0,0.9,southampton,Jonathan Moss,db261cb0,1673.68884277,1720.21118164,"['Vicente Guaita', 'Joel Ward', 'Scott Dann', 'Cheikhou Kouyaté', 'Jordan Ayew', 'Andros Townsend', 'Wilfried Zaha', 'Jeffrey Schlupp', 'James McArthur', 'James McCarthy', 'Tyrick Mitchell']","['Alex McCarthy', 'Kyle Walker-Peters', 'Ryan Bertrand', 'Jack Stephens', 'Oriol Romeu', 'James Ward-Prowse', 'Danny Ings', 'Che Adams', 'Nathan Redmond', 'William Smallbone', 'Jan Bednarek']",-0.14,0.11399999999999999
2021,2020-09-12 Fulham-Arsenal,1,Sat,2020-09-12,12:30,fulham,0.1,0–3,1.9,arsenal,Chris Kavanagh,bf52349b,1591.54626465,1799.52392578,"['Marek Rodák', 'Michael Hector', 'Denis Odoi', 'Neeskens Kebano', 'Tom Cairney', 'Tim Ream', 'Ivan Cavaleiro', 'Harrison Reed', 'Joe Bryan', 'Josh Onomah', 'Aboubakar Kamara']","['Bernd Leno', 'Héctor Bellerín', 'Kieran Tierney', 'Gabriel Dos Santos', 'Alexandre Lacazette', 'Willian', 'Pierre-Emerick Aubameyang', 'Ainsley Maitland-Niles', 'Rob Holding', 'Mohamed Elneny', 'Granit Xhaka']",0.0,0.43299999999999994
2021,2020-09-12 Liverpool-Leeds United,1,Sat,2020-09-12,17:30,liverpool,2.7,4–3,0.3,leeds united,Michael Oliver,21b58926,1991.63098145,1624.62426758,"['Alisson', 'Virgil van Dijk', 'Georginio Wijnaldum', 'Naby Keïta', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Joe Gomez', 'Jordan Henderson', 'Andrew Robertson', 'Trent Alexander-Arnold']","['Illan Meslier', 'Luke Ayling', 'Robin Koch', 'Patrick Bamford', 'Stuart Dallas', 'Hélder Costa', 'Pablo Hernández', 'Pascal Struijk', 'Jack Harrison', 'Kalvin Phillips', 'Mateusz Klich']",1.069,-0.017
2021,2020-09-19 Leeds United-Fulham,2,Sat,2020-09-19,15:00,leeds united,1.4,4–3,1.7,fulham,Anthony Taylor,583c2b60,1623.89941406,1584.77734375,"['Illan Meslier', 'Luke Ayling', 'Robin Koch', 'Liam Cooper', 'Patrick Bamford', 'Stuart Dallas', 'Hélder Costa', 'Rodrigo', 'Jack Harrison', 'Kalvin Phillips', 'Mateusz Klich']","['Alphonse Areola', 'Kenny Tete', 'Michael Hector', 'Denis Odoi', 'Aleksandar Mitrović', 'Ivan Cavaleiro', 'Harrison Reed', 'Joe Bryan', 'Josh Onomah', 'Andre-Frank Zambo Anguissa', 'Aboubakar Kamara']",-0.036,0.07899999999999999
2021,2020-09-20 Chelsea-Liverpool,2,Sun,2020-09-20,16:30,chelsea,0.9,0–2,2.1,liverpool,Paul Tierney,c64e5792,1825.85424805,1993.09631348,"['Kepa Arrizabalaga', 'Marcos Alonso', 'Andreas Christensen', 'Jorginho', ""N'Golo Kanté"", 'Timo Werner', 'Kurt Zouma', 'Mateo Kovačić', 'Mason Mount', 'Reece James', 'Kai Havertz']","['Alisson', 'Fabinho', 'Virgil van Dijk', 'Georginio Wijnaldum', 'Naby Keïta', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Jordan Henderson', 'Andrew Robertson', 'Trent Alexander-Arnold']",0.8520000000000001,1.056
2021,2020-09-20 Leicester City-Burnley,2,Sun,2020-09-20,19:00,leicester city,1.2,4–2,1.4,burnley,Lee Mason,465b25a8,1766.85632324,1723.07312012,"['Kasper Schmeichel', 'James Justin', 'Çağlar Söyüncü', 'Youri Tielemans', 'Jamie Vardy', 'Harvey Barnes', 'Ayoze Pérez', 'Nampalys Mendy', 'Wilfred Ndidi', 'Dennis Praet', 'Timothy Castagne']","['Nick Pope', 'Charlie Taylor', 'Josh Brownhill', 'Chris Wood', 'Dwight McNeil', 'Robbie Brady', 'Ashley Westwood', 'Jay Rodriguez', 'Phil Bardsley', 'Kevin Long', 'Jimmy Dunne']",0.7889999999999999,0.21600000000000003
2021,2020-09-26 Burnley-Southampton,3,Sat,2020-09-26,20:00,burnley,0.5,0–1,0.6,southampton,Andre Marriner,ae113c54,1715.0760498,1700.82922363,"['Nick Pope', 'Charlie Taylor', 'Josh Brownhill', 'Chris Wood', 'Dwight McNeil', 'Dale Stephens', 'Ashley Westwood', 'Phil Bardsley', 'Matěj Vydra', 'Kevin Long', 'Jimmy Dunne']","['Alex McCarthy', 'Kyle Walker-Peters', 'Ryan Bertrand', 'Jannik Vestergaard', 'Oriol Romeu', 'James Ward-Prowse', 'Danny Ings', 'Che Adams', 'Moussa Djenepo', 'Stuart Armstrong', 'Jan Bednarek']",0.15400000000000003,0.16699999999999998
2021,2020-09-26 Crystal Palace-Everton,3,Sat,2020-09-26,15:00,crystal palace,0.4,1–2,1.9,everton,Kevin Friend,7387a72e,1701.51806641,1734.72106934,"['Vicente Guaita', 'Joel Ward', 'Cheikhou Kouyaté', 'Jordan Ayew', 'Andros Townsend', 'Wilfried Zaha', 'Mamadou Sakho', 'James McArthur', 'James McCarthy', 'Eberechi Eze', 'Tyrick Mitchell']","['Jordan Pickford', 'Michael Keane', 'Allan', 'Richarlison', 'Dominic Calvert-Lewin', 'Lucas Digne', 'Yerry Mina', 'Abdoulaye Doucouré', 'James Rodríguez', 'André Gomes', 'Séamus Coleman']",-0.156,0.43600000000000005
2021,2020-09-27 Manchester City-Leicester City,3,Sun,2020-09-27,16:30,manchester city,0.9,2–5,2.9,leicester city,Michael Oliver,31c2a061,1974.95031738,1775.52526855,"['Ederson', 'Kyle Walker', 'Nathan Aké', 'Raheem Sterling', 'Rodri', 'Kevin De Bruyne', 'Benjamin Mendy', 'Fernandinho', 'Riyad Mahrez', 'Phil Foden', 'Eric García']","['Kasper Schmeichel', 'James Justin', 'Çağlar Söyüncü', 'Jonny Evans', 'Youri Tielemans', 'Jamie Vardy', 'Harvey Barnes', 'Daniel Amartey', 'Nampalys Mendy', 'Dennis Praet', 'Timothy Castagne']",1.6039999999999999,0.702
2021,2020-09-28 Fulham-Aston Villa,3,Mon,2020-09-28,17:45,fulham,0.7,0–3,1.4,aston villa,Stuart Attwell,6b258be0,1579.14025879,1627.83874512,"['Alphonse Areola', 'Kenny Tete', 'Michael Hector', 'Denis Odoi', 'Aleksandar Mitrović', 'Tom Cairney', 'Tim Ream', 'Bobby Reid', 'Ivan Cavaleiro', 'Joe Bryan', 'Andre-Frank Zambo Anguissa']","['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Jack Grealish', 'Ollie Watkins', 'Conor Hourihane', 'Trézéguet', 'Matt Targett']",0.07899999999999999,0.016000000000000004
2021,2020-09-28 Liverpool-Arsenal,3,Mon,2020-09-28,20:00,liverpool,2.7,3–1,1.3,arsenal,Craig Pawson,ebe4e309,2000.12207031,1811.26867676,"['Alisson', 'Fabinho', 'Virgil van Dijk', 'Georginio Wijnaldum', 'Naby Keïta', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Joe Gomez', 'Andrew Robertson', 'Trent Alexander-Arnold']","['Bernd Leno', 'Héctor Bellerín', 'Kieran Tierney', 'Alexandre Lacazette', 'Willian', 'Pierre-Emerick Aubameyang', 'Ainsley Maitland-Niles', 'Rob Holding', 'David Luiz', 'Mohamed Elneny', 'Granit Xhaka']",1.041,0.45799999999999996
2021,2020-10-03 Chelsea-Crystal Palace,4,Sat,2020-10-03,12:30,chelsea,2.7,4–0,0.2,crystal palace,Michael Oliver,d97aa1b5,1815.06933594,1694.03198242,"['Edouard Mendy', 'Jorginho', 'Thiago Silva', ""N'Golo Kanté"", 'Tammy Abraham', 'Timo Werner', 'Kurt Zouma', 'Callum Hudson-Odoi', 'Ben Chilwell', 'César Azpilicueta', 'Kai Havertz']","['Vicente Guaita', 'Joel Ward', 'Cheikhou Kouyaté', 'Jordan Ayew', 'Andros Townsend', 'Wilfried Zaha', 'Mamadou Sakho', 'James McArthur', 'James McCarthy', 'Eberechi Eze', 'Tyrick Mitchell']",0.937,-0.156
2021,2020-10-03 Leeds United-Manchester City,4,Sat,2020-10-03,17:30,leeds united,2.4,1–1,1.2,manchester city,Mike Dean,5ce15b58,1641.18554688,1952.78857422,"['Illan Meslier', 'Luke Ayling', 'Robin Koch', 'Liam Cooper', 'Patrick Bamford', 'Ezgjan Alioski', 'Tyler Roberts', 'Stuart Dallas', 'Hélder Costa', 'Kalvin Phillips', 'Mateusz Klich']","['Ederson', 'Kyle Walker', 'Rúben Dias', 'Raheem Sterling', 'Aymeric Laporte', 'Rodri', 'Kevin De Bruyne', 'Ferrán Torres', 'Benjamin Mendy', 'Riyad Mahrez', 'Phil Foden']",-0.017,1.509
