Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Jean Felipe,-0.073,-0.056,-0.017,0.96,1994,29.0,Primeira Liga,Estrela,Brazil,ST,"RB, RM, WB",8.7,9.8,11.6,1.3,1.1,1.7,4.9,51.1,3.8,0.0
Jean Onana,0.012,0.014,-0.002,0.84,2000,23.0,Ligue 1,Marseille,Cameroon,CM,"LM, RM",8.1,9.0,9.0,-0.2,1.5,1.7,0.8,55.3,3.8,0.0
Jean Thierry Lazare,-0.032,-0.035,0.003,1.56,1998,25.0,"UEL, Belgian Pro League",Union Saint-Gilloise,Côte d'Ivoire,CM,"AM, RW",12.8,10.5,10.2,-9.4,0.9,1.8,0.4,44.3,5.3,0.0
Jean-Charles Castelletto,-0.049,-0.019,-0.03,2.49,1995,28.0,Ligue 1,Nantes,Cameroon,CB,RB,6.0,8.5,7.4,5.7,1.5,1.3,0.4,57.9,2.6,0.0
Jean-Clair Todibo,0.071,0.003,0.068,5.1,1999,23.0,Ligue 1,Nice,France,CB,RB,6.9,10.0,8.7,-4.1,1.5,1.2,0.4,55.9,2.6,0.0
Jean-Daniel Akpa-Akpro,-0.009,-0.006,-0.003,0.93,1992,30.0,Serie A,Monza,Côte d'Ivoire,CM,"AM, DM",6.7,7.2,8.5,-3.6,1.6,1.5,0.7,47.7,3.2,0.0
Jean-Kevin Duverne,-0.033,-0.017,-0.016,1.53,1997,26.0,Ligue 1,Nantes,Haiti,LB,"CB, RB",6.5,9.3,9.4,-2.7,1.4,1.5,0.6,49.2,3.0,0.0
Jean-Philippe Mateta,0.015,0.001,0.014,3.43,1997,26.0,Premier League,Crystal Palace,France,ST,,11.7,6.4,8.6,8.2,0.5,0.9,0.4,44.1,4.2,0.0
Jean-Ricner Bellegarde,-0.0,-0.004,0.004,1.7,1998,25.0,Premier League,"Wolves, Strasbourg",France,AM,"DM, LW, ST, LM, CM, WB",11.3,10.6,9.5,8.1,1.1,1.3,1.4,34.4,4.9,0.0
Jean-Victor Makengo,-0.013,-0.007,-0.006,0.61,1998,25.0,Ligue 1,Lorient,France,CM,"DM, LM",8.0,10.1,9.0,-2.7,1.4,1.2,0.8,50.0,3.6,0.0
Jeanuël Belocian,-0.004,-0.007,0.002,1.96,2005,18.0,"UEL, Ligue 1",Rennes,France,CB,LB,5.0,7.4,7.2,-3.6,1.1,1.4,0.8,49.0,2.6,0.0
Jeff Reine-Adélaïde,-0.082,-0.07,-0.012,1.05,1998,25.0,Belgian Pro League,RWD Molenbeek,France,AM,"DM, CM",14.2,13.4,9.0,-1.1,0.9,1.1,1.4,45.3,4.4,0.0
Jefferson Lerma,0.018,0.005,0.013,3.66,1994,28.0,Premier League,Crystal Palace,Colombia,CM,"CB, DM, LM, RM",10.9,9.8,8.2,-8.6,1.7,1.3,0.4,63.1,4.0,0.0
Jeffinho,0.034,0.038,-0.004,0.5,1999,23.0,Ligue 1,Lyon,Brazil,LW,LM,12.4,9.7,9.9,-1.1,0.9,1.4,0.9,51.3,4.9,0.0
Jeffrey Bruma,-0.082,-0.057,-0.025,0.3,1991,31.0,Eredivisie,RKC Waalwijk,Netherlands,CB,DM,7.9,9.7,9.0,-2.2,1.1,1.3,1.2,53.9,3.4,0.0
Jeffrey De Lange,-0.095,-0.06,-0.035,2.04,1998,25.0,Eredivisie,Go Ahead Eagles,Netherlands,GK,,2.9,2.7,10.3,-1.7,0.3,0.4,0.3,55.8,1.3,-1.1
Jeffrey Gouweleeuw,0.028,-0.006,0.034,4.15,1991,32.0,Bundesliga,Augsburg,Netherlands,CB,,6.3,11.4,9.1,-2.1,1.4,1.2,0.7,53.9,2.6,0.0
Jeffrey Schlupp,-0.018,-0.022,0.004,1.68,1992,30.0,Premier League,Crystal Palace,Ghana,LW,"AM, RW, LM",9.6,8.6,8.3,-4.8,0.9,1.7,0.5,52.9,3.9,0.0
Jelle Bataille,0.022,-0.014,0.036,3.39,1999,24.0,"UCL, Belgian Pro League",Antwerp,Belgium,RB,"LB, CB",11.3,12.7,11.5,-1.6,1.6,1.9,1.0,45.7,3.7,0.0
Jens Cajuste,0.009,0.005,0.004,1.48,1999,23.0,"UCL, Serie A",Napoli,Sweden,CM,"DM, RM, LM",7.7,7.7,8.2,-6.0,0.9,1.9,0.6,45.3,3.7,0.0
Jens Jønsson,0.003,0.006,-0.003,0.0,1993,30.0,UEL,AEK Athens,Denmark,DM,,8.2,8.7,8.6,-4.1,1.4,1.2,1.0,50.0,3.5,0.0
Jens Odgaard,-0.016,-0.016,-0.0,1.11,1999,24.0,Eredivisie,"Bologna, AZ Alkmaar",Denmark,ST,"AM, RW, RM",8.7,8.6,9.9,-3.2,0.8,1.2,2.2,44.0,4.8,0.0
Jens Stage,-0.003,-0.005,0.003,3.19,1996,26.0,Bundesliga,Werder Bremen,Denmark,CM,,10.1,8.7,8.8,-9.4,1.2,1.2,0.7,62.1,4.3,0.0
Jens Toornstra,-0.003,-0.007,0.003,2.44,1989,34.0,Eredivisie,Utrecht,Netherlands,AM,"RW, DM, LW, LM",13.6,9.0,10.3,3.4,1.1,1.6,5.6,35.0,5.4,0.0
Jeong Woo-yeong,0.038,0.036,0.002,1.06,1999,23.0,Bundesliga,Stuttgart,South Korea,AM,"RW, ST, CM",9.1,8.6,8.7,-7.3,1.1,1.4,1.0,41.4,4.3,0.0
Jerdy Schouten,0.086,0.035,0.05,4.95,1997,26.0,"Eredivisie, UCL",PSV,Netherlands,DM,"CB, CM",7.7,7.9,7.3,3.4,1.7,1.5,0.6,58.3,3.9,0.0
Jeremie Boga,0.007,0.002,0.004,2.89,1997,26.0,Ligue 1,Nice,Côte d'Ivoire,LW,"AM, LM, WB",10.9,11.0,9.1,5.9,0.7,0.8,2.9,48.7,4.7,0.0
Jeremie Frimpong,0.129,0.094,0.036,5.32,2000,22.0,"Bundesliga, UEL",Bayer Leverkusen,Netherlands,WB,AM,10.2,8.2,10.1,5.0,0.6,1.0,0.3,44.1,5.4,0.0
Jeremy Antonisse,-0.019,-0.016,-0.003,0.68,2002,21.0,Primeira Liga,Moreirense,Curaçao,LW,"RW, LM",14.1,10.7,9.5,-8.6,1.1,1.5,1.1,42.4,5.2,0.0
Jeremy Doku,0.142,0.126,0.016,4.2,2002,21.0,"Premier League, UCL","Manchester City, Rennes",Belgium,LW,"RW, LM, RM",17.8,15.1,10.7,2.8,0.8,1.6,0.6,47.4,8.3,0.0
Jeremy Toljan,-0.011,-0.009,-0.002,2.7,1994,28.0,Serie A,Sassuolo,Germany,RB,"LB, WB",7.7,9.2,9.2,-3.6,1.1,1.0,0.7,45.3,2.9,0.0
Jeremías Ledesma,0.022,-0.003,0.025,4.75,1993,30.0,La Liga,Cádiz,Argentina,GK,,3.3,3.4,10.3,-1.2,0.3,0.4,0.8,55.0,1.3,1.3
Jeroen Houwen,-0.075,-0.06,-0.015,0.26,1996,27.0,Eredivisie,RKC Waalwijk,Netherlands,GK,,7.6,7.1,10.0,-1.2,0.8,1.0,1.3,50.0,3.2,-0.6
Jerome Deom,-0.039,-0.041,0.002,0.83,1999,24.0,Belgian Pro League,Eupen,Belgium,CM,"AM, RW, ST, LM",10.4,9.9,9.7,-3.5,1.0,1.7,2.0,40.5,3.9,0.0
Jerome Ngom Mbekeli,-0.033,-0.025,-0.008,0.0,1998,24.0,UEL,Sheriff Tiraspol,Cameroon,RW,RM,9.6,9.4,9.7,-1.6,1.1,1.2,0.9,37.6,3.7,0.0
Jerry St. Juste,-0.01,-0.011,0.001,0.71,1996,26.0,"Primeira Liga, UEL",Sporting CP,Netherlands,CB,,6.7,8.9,7.4,-1.7,1.3,1.5,0.6,45.9,3.1,0.0
Jesper Daland,-0.045,-0.061,0.016,2.64,2000,23.0,Belgian Pro League,Cercle Brugge,Norway,CB,,6.5,8.8,8.3,-6.4,1.6,1.4,0.4,63.8,2.6,0.0
Jesper Karlsson,-0.003,-0.003,0.0,0.47,1998,25.0,Serie A,Bologna,Sweden,LW,RW,9.3,9.7,9.9,-3.2,1.1,1.3,1.9,47.1,4.0,0.0
Jesper Lindstrøm,0.024,0.025,-0.0,0.8,2000,23.0,"UCL, Serie A","Napoli, Eintracht Frankfurt",Denmark,RW,"LW, LM, RM",11.6,9.1,9.8,-5.5,0.9,1.3,1.3,47.3,4.7,0.0
Jessic Ngankam,-0.013,-0.013,-0.0,0.59,2000,23.0,Bundesliga,"Mainz 05, Eintracht Frankfurt",Germany,ST,"AM, RW, WB",9.8,7.3,8.4,-7.3,0.9,1.1,0.8,36.3,4.5,0.0
Jessy Deminguet,-0.019,-0.015,-0.004,0.86,1998,25.0,Ligue 1,Strasbourg,France,CM,"DM, LW, ST, LM",7.9,8.7,8.0,-2.7,1.3,1.4,0.7,50.0,3.4,0.0
Jesus Vazquez,-0.003,0.004,-0.007,0.98,2003,20.0,La Liga,Valencia,Spain,LB,"LW, LM",7.5,8.2,9.7,-2.1,0.7,1.3,2.0,45.8,3.5,0.0
Jesús Areso,0.02,-0.012,0.032,4.08,1999,24.0,La Liga,Osasuna,Spain,RB,WB,9.5,10.8,9.6,3.3,0.9,1.1,1.0,52.6,2.8,0.0
Jesús Castillo,-0.038,-0.036,-0.003,0.27,2001,22.0,Primeira Liga,Gil Vicente FC,Peru,DM,CM,8.9,9.6,9.7,-1.7,1.3,1.5,1.3,48.6,3.7,0.0
Jesús Navas,-0.016,-0.004,-0.012,2.54,1985,37.0,"La Liga, UCL",Sevilla,Spain,RB,WB,9.0,11.2,11.7,-1.7,1.2,1.5,0.4,44.3,2.8,0.0
Jesús Owono,0.015,0.017,-0.002,0.54,2001,22.0,La Liga,Deportivo Alavés,Equatorial Guinea,GK,,6.9,7.1,8.7,-1.2,0.8,1.0,0.9,50.0,3.0,0.0
Jesús Santiago,-0.022,-0.014,-0.008,0.8,2004,19.0,La Liga,Getafe,Spain,CM,DM,8.9,8.1,7.5,1.3,0.7,1.3,0.7,51.2,3.5,0.0
Jetro Willems,-0.079,-0.061,-0.018,0.84,1994,29.0,Eredivisie,Heracles Almelo,Netherlands,LB,CB,10.6,10.0,9.7,-2.7,1.2,1.4,2.5,46.0,4.4,0.0
Jhoanner Chávez,-0.005,-0.003,-0.001,0.64,2002,21.0,"UEL, Ligue 1",Lens,Ecuador,WB,LB,8.0,7.5,9.3,-2.7,1.2,1.2,0.8,49.0,3.4,0.0
Jhon Durán,0.016,0.011,0.005,0.72,2003,19.0,Premier League,Aston Villa,Colombia,ST,AM,9.5,7.9,9.5,5.9,0.9,1.3,0.8,55.4,4.5,0.0
Jhon Lucumí,0.035,0.006,0.029,3.67,1998,25.0,Serie A,Bologna,Colombia,CB,RB,5.0,8.5,6.4,-3.6,0.8,1.5,0.4,51.4,2.3,0.0
Jhon Solis,0.038,0.041,-0.004,0.65,2004,18.0,La Liga,Girona,Colombia,DM,CM,10.8,9.4,9.5,-6.0,1.4,1.7,0.9,44.0,4.5,0.0
Jhonatan,-0.018,-0.039,0.021,2.91,1991,32.0,Primeira Liga,Rio Ave,Brazil,GK,,3.6,3.6,7.9,-1.2,0.4,0.5,0.6,61.3,1.6,-5.9
Jhonder Cádiz,-0.017,-0.02,0.003,2.89,1995,28.0,Primeira Liga,Famalicão,Venezuela,ST,,9.6,6.6,9.7,7.7,0.4,0.7,0.6,56.8,5.9,0.0
Jim Allevinah,-0.013,-0.018,0.005,2.4,1995,28.0,Ligue 1,Clermont Foot,Gabon,WB,"AM, RW, LW, RM",13.1,11.1,9.0,-1.5,1.0,1.2,0.8,45.1,4.7,0.0
Jizz Hornkamp,-0.049,-0.037,-0.011,1.3,1998,25.0,Eredivisie,Heracles Almelo,Netherlands,ST,,12.0,7.2,8.7,5.4,0.7,1.0,0.8,53.2,4.9,0.0
Jiří Pavlenka,-0.014,0.003,-0.017,0.8,1992,31.0,Bundesliga,Werder Bremen,Czechia,GK,,6.5,6.2,8.1,-1.2,0.7,0.8,1.0,54.3,2.7,6.3
Jo,-0.057,-0.052,-0.005,0.97,1995,28.0,Primeira Liga,Chaves,Brazil,ST,"AM, RW, LM",11.2,6.7,9.7,-7.1,0.7,1.1,0.6,56.2,5.8,0.0
Jo Coppens,-0.038,-0.029,-0.009,0.4,1990,32.0,Belgian Pro League,Sint-Truiden,Belgium,GK,,6.6,6.7,8.7,-1.2,0.8,1.0,0.9,51.5,3.1,4.5
Joachim Andersen,0.038,0.005,0.033,5.72,1996,27.0,Premier League,Crystal Palace,Denmark,CB,,6.9,9.9,9.8,0.3,1.3,1.2,0.5,60.4,2.6,0.0
Joakim Mæhle,0.049,0.011,0.038,4.3,1997,26.0,Bundesliga,Wolfsburg,Denmark,RB,"LB, RM, WB",10.7,12.6,9.4,1.7,1.4,1.8,0.6,48.7,3.6,0.0
Joan Gonzàlez,-0.004,-0.004,-0.0,1.74,2002,21.0,Serie A,Lecce,Spain,CM,"AM, DM, RM, LM",13.2,9.7,8.7,-2.1,0.8,1.5,0.7,42.6,5.2,0.0
Joan Jordán,-0.011,0.01,-0.021,0.49,1994,29.0,"La Liga, UCL",Sevilla,Spain,CM,DM,9.1,9.8,8.5,-2.2,1.1,1.5,1.4,52.5,3.9,0.0
Joaquín Correa,0.011,0.007,0.004,0.63,1994,28.0,"UEL, Ligue 1",Marseille,Argentina,LW,"RB, ST, LM, CM",10.6,9.1,8.8,-6.0,0.8,1.4,1.0,49.0,4.2,0.0
Joaquín Panichelli,-0.005,-0.003,-0.002,0.3,2002,20.0,La Liga,Deportivo Alavés,Argentina,ST,AM,8.2,8.6,8.8,-2.2,1.0,1.3,1.0,58.3,3.7,0.0
Joca,-0.052,-0.05,-0.002,1.69,1996,27.0,Primeira Liga,Rio Ave,Portugal,RW,"AM, LW, ST, CM",12.8,11.4,9.6,5.7,1.1,0.8,0.6,48.0,4.5,0.0
Jochem van de Kamp,-0.114,-0.094,-0.02,0.99,2003,19.0,Eredivisie,Almere City,Netherlands,CM,"RW, RB, LM, RM, WB",12.4,9.6,7.4,-0.6,1.8,1.7,0.7,47.7,3.7,0.0
Joe Gomez,0.093,0.058,0.035,3.72,1997,26.0,"UEL, Premier League",Liverpool,England,RB,"LB, CB, CM",8.2,8.7,10.0,-6.0,1.4,1.8,0.5,69.2,3.9,0.0
Joe Hart,-0.022,-0.015,-0.007,0.0,1987,36.0,UCL,Celtic,England,GK,,6.9,6.4,7.2,-1.2,0.8,0.9,0.8,51.5,2.7,2.8
Joe Mendes,-0.025,-0.018,-0.007,1.07,2002,20.0,"Primeira Liga, UCL",Braga,Sweden,RB,LB,8.2,10.5,9.9,-1.2,1.0,1.2,0.8,46.5,3.3,0.0
Joe Rothwell,0.012,0.016,-0.004,0.57,1995,28.0,Premier League,Bournemouth,England,DM,CM,8.9,9.4,8.6,-1.7,1.0,1.1,1.8,47.1,3.8,0.0
Joe Scally,0.018,-0.005,0.022,3.4,2002,20.0,Bundesliga,Borussia Mönchengladbach,United States,RB,"LB, CB, WB",5.9,8.3,9.5,1.3,1.0,1.4,0.7,44.9,3.2,0.0
Joe Willock,0.025,0.024,0.001,0.67,1999,23.0,"Premier League, UCL",Newcastle United,England,LW,LM,9.7,9.8,8.7,-0.2,0.8,1.6,0.8,50.0,4.0,0.0
Joe Worrall,0.006,0.015,-0.009,0.63,1997,26.0,Premier League,Nottingham Forest,England,CB,,7.5,7.7,7.7,-1.7,1.0,1.4,0.9,51.9,3.2,0.0
Joel Asoro,-0.055,-0.054,-0.001,0.82,1999,24.0,Ligue 1,Metz,Sweden,RW,"LW, RM",10.5,8.5,8.9,5.7,1.0,1.3,1.2,51.6,4.3,0.0
Joel Fujita,-0.042,-0.024,-0.018,0.95,2002,21.0,Belgian Pro League,Sint-Truiden,Japan,CM,AM,10.5,9.5,9.7,-0.7,1.4,1.8,0.7,48.0,4.1,0.0
Joel Monteiro,-0.018,-0.014,-0.004,0.0,1999,23.0,UCL,Young Boys,Portugal,RW,"LW, ST, LM, RM",9.7,8.6,8.6,-3.6,1.2,1.5,0.9,39.6,4.1,0.0
Joel Ordóñez,-0.031,-0.036,0.006,0.54,2004,19.0,Belgian Pro League,Club Brugge,Ecuador,CB,,6.4,7.0,8.1,-2.7,0.9,1.2,0.8,52.3,3.0,0.0
Joel Voelkerling Persson,-0.09,-0.083,-0.008,0.21,2003,20.0,Eredivisie,Vitesse,Sweden,ST,,8.9,7.4,8.7,-2.2,0.9,1.1,0.9,51.0,3.7,0.0
Joel Ward,0.002,-0.001,0.003,2.77,1989,33.0,Premier League,Crystal Palace,England,RB,CB,5.7,8.8,8.7,-5.5,1.0,1.6,0.8,48.8,2.3,0.0
Joel silva,-0.046,-0.04,-0.006,0.38,2003,20.0,Primeira Liga,Boavista,Portugal,CM,"AM, DM",9.9,8.5,8.7,1.8,1.1,1.6,1.2,51.1,4.1,0.0
Joelinton,0.032,0.024,0.008,2.09,1996,26.0,"Premier League, UCL",Newcastle United,Brazil,CM,"LW, RM, LM",11.5,9.4,8.8,-0.2,1.5,1.8,0.5,42.3,4.7,0.0
Joey Jacobs,-0.121,-0.092,-0.029,0.92,2000,23.0,Eredivisie,Almere City,Netherlands,CB,RB,7.4,10.4,10.2,-0.6,1.4,1.9,0.7,58.6,2.6,0.0
Joey Veerman,0.133,0.081,0.052,5.72,1998,24.0,"Eredivisie, UCL",PSV,Netherlands,DM,"LM, RM, CM",14.6,14.0,13.1,0.3,1.1,1.9,13.7,52.0,8.9,0.0
Johan Bakayoko,0.153,0.121,0.031,6.34,2003,20.0,"Eredivisie, UCL",PSV,Belgium,RW,RM,13.6,10.8,9.8,9.7,0.6,1.2,1.7,49.2,7.7,0.0
Johan Gastien,-0.037,-0.035,-0.002,2.48,1988,35.0,Ligue 1,Clermont Foot,France,CM,DM,9.4,12.3,10.1,-2.2,1.5,1.2,2.0,50.0,3.5,0.0
Johan Mojica,-0.009,-0.009,-0.0,2.7,1992,30.0,La Liga,Osasuna,Colombia,LB,"LW, LM, WB",10.4,10.5,10.8,-5.5,1.2,1.4,0.7,47.3,3.2,0.0
Johan Vásquez,0.021,-0.02,0.041,4.41,1998,24.0,Serie A,Genoa,Mexico,CB,"LB, WB",7.4,8.5,9.1,-4.4,1.7,1.5,0.5,54.6,3.4,0.0
Johann Lepenant,-0.002,0.008,-0.011,0.34,2002,20.0,Ligue 1,Lyon,France,DM,,9.5,10.2,8.8,-1.7,1.2,1.3,0.9,48.6,4.0,0.0
John Brooks,0.009,0.012,-0.004,2.24,1993,30.0,Bundesliga,Hoffenheim,United States,CB,,5.2,7.9,8.0,-3.7,1.8,1.3,0.5,62.2,2.8,0.0
John Egan,-0.019,0.003,-0.022,0.6,1992,30.0,Premier League,Sheffield United,Ireland,CB,,7.3,7.8,8.9,-2.2,1.8,1.3,0.9,55.6,3.1,0.0
John Lundstram,-0.004,-0.001,-0.003,0.0,1994,29.0,UEL,Rangers,England,DM,,9.1,10.4,8.6,-3.6,1.0,1.2,0.8,45.0,3.7,0.0
John McGinn,0.082,0.052,0.03,6.03,1994,28.0,Premier League,Aston Villa,Scotland,CM,"AM, RW, DM, LW, RM, LM",11.6,11.0,9.4,5.6,1.1,1.5,1.4,43.9,5.3,0.0
John Souttar,-0.018,-0.007,-0.011,0.0,1996,26.0,UEL,Rangers,Scotland,CB,,7.9,8.7,8.3,-1.7,1.5,1.1,0.9,57.8,3.5,0.0
John Stones,0.082,0.058,0.024,2.14,1994,29.0,"Premier League, UCL",Manchester City,England,CB,"DM, RB",6.9,7.9,7.3,-1.1,1.2,0.7,0.5,60.0,3.5,0.0
John Yeboah,-0.018,-0.017,-0.001,0.0,2000,23.0,UEL,RKS Raków,Ecuador,RW,,9.9,8.9,9.2,1.3,0.9,1.3,0.9,50.0,4.0,0.0
Johnny Cardoso,-0.026,-0.023,-0.003,1.58,2001,21.0,La Liga,Real Betis,United States,DM,,6.4,7.3,7.6,1.3,1.6,1.5,0.5,59.1,2.9,0.0
Jon Aramburu,0.027,0.017,0.01,0.86,2002,21.0,La Liga,Real Sociedad,Venezuela,RB,LB,7.3,8.8,9.2,-1.7,1.1,1.6,0.8,47.8,3.3,0.0
Jon Gorenc Stanković,-0.041,-0.039,-0.002,0.0,1996,27.0,UEL,Sturm Graz,Slovenia,CM,DM,10.3,8.5,8.7,-3.2,1.2,1.6,1.1,50.0,4.1,0.0
Jon Guridi,0.015,-0.02,0.035,4.02,1995,28.0,La Liga,Deportivo Alavés,Spain,AM,"DM, RM",10.3,9.4,7.1,-12.7,0.9,1.1,0.4,47.3,3.8,0.0
Jon Moncayola,-0.015,-0.021,0.005,2.3,1998,25.0,La Liga,Osasuna,Spain,CM,"RW, DM, LM, RM",10.2,10.2,9.3,-3.2,1.0,1.4,2.5,50.8,3.5,0.0
Jon Pacheco,0.029,0.016,0.013,2.46,2001,22.0,"La Liga, UCL",Real Sociedad,Spain,CB,,5.6,7.4,7.8,-2.1,0.7,1.0,0.5,55.8,2.2,0.0
Jonas Bager,-0.073,-0.066,-0.007,1.25,1996,27.0,Belgian Pro League,Charleroi,Denmark,CB,,5.8,7.8,7.3,-2.2,1.6,1.3,0.5,50.0,2.4,0.0
Jonas Föhrenbach,-0.062,-0.036,-0.026,2.54,1996,27.0,Bundesliga,Heidenheim,Germany,LB,RB,7.8,9.5,9.6,-3.2,1.2,1.1,1.0,55.3,2.4,0.0
Jonas Hofmann,0.155,0.112,0.043,5.66,1992,31.0,"Bundesliga, UEL",Bayer Leverkusen,Germany,AM,ST,13.1,8.9,11.3,6.3,0.7,1.0,5.4,41.9,6.7,0.0
Jonas Martin,0.003,-0.006,0.008,1.7,1990,33.0,Ligue 1,Stade Brestois,France,DM,"AM, LM, RM",8.0,12.6,8.6,-6.4,0.9,1.8,0.6,54.7,3.4,0.0
Jonas Omlin,0.012,-0.006,0.018,0.93,1994,29.0,Bundesliga,Borussia Mönchengladbach,Switzerland,GK,,5.9,5.9,8.6,-1.2,0.7,0.8,0.8,53.0,2.7,3.9
Jonas Wind,0.03,0.005,0.026,4.28,1999,24.0,Bundesliga,Wolfsburg,Denmark,ST,AM,11.4,7.6,8.0,7.1,0.5,0.7,0.5,52.1,5.0,0.0
Jonatan Braut Brunes,-0.034,-0.028,-0.006,1.2,2000,22.0,Belgian Pro League,OH Leuven,Norway,ST,,10.6,7.1,8.0,-4.0,0.6,0.8,0.6,45.6,4.3,0.0
Jonathan Afolabi,-0.063,-0.063,0.0,0.36,2000,23.0,Belgian Pro League,Kortrijk,Ireland,ST,,8.3,7.8,8.8,2.3,0.8,1.0,0.9,53.3,3.4,0.0
Jonathan Bamba,0.006,0.003,0.003,2.84,1996,27.0,La Liga,Celta Vigo,Côte d'Ivoire,CM,"AM, LW, LM",14.1,12.9,8.7,-4.6,1.1,0.8,0.4,38.4,6.0,0.0
Jonathan Buatu Mananga,-0.028,-0.026,-0.002,0.53,1993,29.0,Primeira Liga,Gil Vicente FC,Angola,CB,,7.1,7.1,7.7,1.8,0.9,1.2,0.8,54.2,3.1,0.0
Jonathan Burkardt,-0.001,-0.006,0.005,2.12,2000,23.0,Bundesliga,Mainz 05,Germany,ST,"AM, RW, LW",8.1,7.8,8.2,5.0,0.6,0.9,0.5,28.5,4.1,0.0
Jonathan Clauss,0.05,0.015,0.035,3.66,1992,30.0,"UEL, Ligue 1",Marseille,France,RB,"RM, WB",9.6,11.0,13.2,11.2,1.6,1.4,3.3,48.5,4.0,0.0
Jonathan David,0.033,0.015,0.018,4.29,2000,23.0,Ligue 1,Lille,Canada,ST,,11.2,7.4,7.1,3.8,0.6,0.9,0.4,31.7,5.4,0.0
Jonathan Gradit,0.027,-0.009,0.036,3.36,1992,30.0,"Ligue 1, UCL",Lens,France,CB,,5.9,11.4,7.9,1.8,1.8,1.3,0.5,54.7,2.6,0.0
Jonathan Heris,-0.056,-0.05,-0.006,0.83,1990,32.0,Belgian Pro League,RWD Molenbeek,Belgium,CB,,8.8,9.7,8.6,-2.2,1.7,1.5,0.7,50.9,3.2,0.0
Jonathan Ikone,0.019,0.013,0.006,2.58,1998,25.0,Serie A,Fiorentina,France,RW,"LW, RM",10.4,8.9,7.2,-5.2,0.6,1.1,0.5,39.7,4.5,0.0
Jonathan Panzo,-0.049,-0.039,-0.01,0.22,2000,22.0,Belgian Pro League,Standard Liège,England,CB,,8.9,10.2,8.9,-1.2,1.1,1.2,1.0,45.8,3.4,0.0
Jonathan Tah,0.113,0.048,0.065,5.9,1996,27.0,"Bundesliga, UEL",Bayer Leverkusen,Germany,CB,,3.4,6.5,5.3,6.6,0.8,0.7,0.3,68.9,2.1,0.0
Jonathan Viera,0.01,0.003,0.007,2.24,1989,33.0,La Liga,"Las Palmas, Almería",Spain,AM,"LM, CM",13.7,15.1,8.5,-8.2,0.6,1.0,1.1,45.5,4.7,0.0
Jonathan de Guzmán,-0.059,-0.054,-0.004,1.8,1987,35.0,Eredivisie,Sparta Rotterdam,Netherlands,DM,"LM, CM",10.5,11.9,10.8,-2.5,1.5,0.9,3.1,49.4,4.3,0.0
Joneston Omurwa,-0.056,-0.042,-0.014,1.09,1998,24.0,Primeira Liga,Estrela,Kenya,CB,,6.9,8.8,8.1,-3.2,1.7,1.3,0.8,55.2,2.6,0.0
Jonny Evans,-0.006,-0.006,0.0,1.88,1988,35.0,"Premier League, UCL",Manchester United,Northern Ireland,CB,,5.1,6.7,7.4,-1.7,1.4,1.0,0.6,60.5,2.5,0.0
Jordan Ayew,0.001,-0.02,0.022,3.54,1991,31.0,Premier League,Crystal Palace,Ghana,RW,"AM, LW, LM",12.1,10.3,10.3,-0.2,0.9,1.6,0.9,39.5,6.1,0.0
Jordan Beyer,0.021,0.01,0.011,1.9,2000,23.0,Premier League,Burnley,Germany,CB,,6.8,7.1,7.3,-3.6,1.5,1.8,0.6,51.2,2.7,0.0
Jordan Bos,-0.068,-0.041,-0.027,1.48,2002,20.0,Belgian Pro League,Westerlo,Australia,LB,"RB, WB",11.3,10.3,10.3,-1.5,1.5,1.5,0.7,51.1,3.8,0.0
Jordan Clark,-0.003,0.001,-0.004,1.78,1993,29.0,Premier League,Luton Town,England,AM,"RM, CM",8.7,9.4,9.3,-0.2,1.0,1.4,0.5,52.6,3.8,0.0
Jordan Ferri,-0.005,-0.014,0.009,2.73,1992,31.0,Ligue 1,Montpellier,France,DM,"CB, CM",12.1,14.3,9.9,1.3,0.9,1.4,0.7,42.7,4.4,0.0
Jordan Henderson,-0.026,-0.026,0.0,0.89,1990,33.0,Eredivisie,Ajax,England,CM,"DM, RM",10.5,11.0,9.9,-2.2,1.0,0.9,3.3,53.7,4.5,0.0
Jordan Holsgrove,-0.014,-0.021,0.006,1.5,1999,23.0,Primeira Liga,Estoril,Scotland,CM,,9.8,12.1,9.1,5.7,1.5,2.2,3.4,41.4,4.3,0.0
Jordan Lotomba,0.011,-0.015,0.026,2.64,1998,24.0,Ligue 1,Nice,Switzerland,RB,WB,6.7,7.9,8.9,-4.6,1.0,1.7,1.0,53.7,3.3,0.0
Jordan Pefok,0.037,0.029,0.009,2.42,1996,27.0,Bundesliga,"Union Berlin, Borussia Mönchengladbach",United States,ST,,10.6,6.1,7.6,-5.9,0.7,0.8,0.5,48.8,4.9,0.0
Jordan Pickford,0.03,0.015,0.015,5.51,1994,29.0,Premier League,Everton,England,GK,,3.6,3.1,10.9,-1.2,0.3,0.3,1.5,51.5,1.6,-3.5
Jordan Semedo,-0.052,-0.057,0.005,0.48,2003,20.0,Belgian Pro League,Cercle Brugge,France,WB,LB,8.6,8.6,9.4,-3.2,1.2,1.5,1.1,58.0,4.1,0.0
