Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Kaoru Mitoma,0.108,0.073,0.035,5.13,1997,25.0,"World Cup, Premier League","Brighton, Japan",Japan,LW,"LM, WB",15.7,12.0,9.4,-6.8,1.1,1.4,0.5,48.7,6.0,0.0
Karim Adeyemi,0.084,0.076,0.008,2.8,2002,20.0,"Bundesliga, UCL",Borussia Dortmund,Germany,RW,"LW, LM",13.9,9.4,9.4,4.9,0.8,1.0,0.5,50.9,5.9,0.0
Karim Ansarifard,-0.012,-0.009,-0.002,0.0,1990,32.0,"World Cup, UEL","Iran, AC Omonia",Iran,ST,,10.4,8.4,9.1,-1.8,1.1,1.1,1.0,42.9,3.9,0.0
Karim Benzema,0.232,0.18,0.052,6.4,1987,34.0,"La Liga, UCL",Real Madrid,France,ST,,16.1,10.4,9.0,-11.8,0.5,0.7,1.2,46.0,7.4,0.0
Karim Boudiaf,-0.011,-0.009,-0.001,0.0,1990,31.0,World Cup,Qatar,Qatar,CM,,9.8,9.0,8.9,-3.4,1.0,1.2,1.0,49.0,3.6,0.0
Karim Onisiwo,0.027,0.008,0.019,4.03,1992,30.0,Bundesliga,Mainz 05,Austria,ST,AM,15.6,9.4,9.6,4.1,0.4,0.7,0.4,46.5,5.2,0.0
Karim Rekik,0.035,0.027,0.009,1.95,1994,27.0,"La Liga, UCL",Sevilla,Netherlands,CB,LB,7.6,8.7,6.7,-2.3,1.1,0.9,0.6,56.3,2.9,0.0
Karl Toko Ekambi,0.081,0.058,0.023,4.64,1992,29.0,"World Cup, UEL, Ligue 1","Lyon, Cameroon, Rennes",Cameroon,ST,"RW, LW, LM",13.0,8.4,9.3,-4.4,1.0,0.8,0.5,39.7,5.0,0.0
Karol Fila,-0.057,-0.048,-0.01,0.96,1998,24.0,Belgian Pro League,"Zulte Waregem, Strasbourg",Poland,CB,RB,8.2,10.5,10.0,-1.8,1.7,1.7,0.9,52.4,2.9,0.0
Karol Linetty,0.016,-0.001,0.017,2.86,1995,27.0,Serie A,Torino,Poland,CM,,9.3,9.0,7.4,-3.2,1.3,1.2,1.2,48.8,3.8,0.0
Kasper Dolberg,-0.022,-0.024,0.001,0.74,1997,24.0,"World Cup, Bundesliga, UCL","Hoffenheim, Sevilla, Denmark",Denmark,ST,"CB, CM",9.2,7.1,8.6,-3.7,0.8,1.1,0.7,47.0,3.9,0.0
Kasper Schmeichel,0.014,-0.001,0.016,4.82,1986,35.0,"World Cup, Ligue 1","Nice, Denmark",Denmark,GK,,2.9,2.2,7.1,-3.4,0.3,0.3,0.7,56.4,1.2,-1.2
Kayky Chagas,-0.04,-0.035,-0.005,0.29,2003,19.0,Primeira Liga,Paços de Ferreira,Brazil,RW,"AM, RM",8.7,9.2,8.9,-5.8,1.2,1.3,1.3,50.0,3.7,0.0
Keane Lewis-Potter,0.018,0.012,0.006,0.49,2001,21.0,Premier League,Brentford,England,LW,ST,10.6,9.2,9.7,-5.8,1.0,1.0,1.0,50.0,4.1,0.0
Keidi Bare,0.003,0.004,-0.001,0.71,1997,24.0,La Liga,Espanyol,Albania,CM,"DM, LM, RM",10.0,10.2,8.8,-6.3,1.7,1.5,1.1,45.9,4.2,0.0
Kelechi Iheanacho,0.085,0.078,0.007,2.29,1996,25.0,Premier League,Leicester City,Nigeria,ST,"AM, RW",15.4,9.4,9.5,-11.5,0.6,0.8,0.9,40.0,5.2,0.0
Kelvin Amian,0.019,-0.004,0.023,3.64,1998,24.0,Serie A,Spezia,France,RB,"CB, WB",9.8,11.5,9.1,-15.3,1.2,1.6,1.0,49.5,3.0,0.0
Kelvin Arase,-0.056,-0.05,-0.005,0.46,1999,23.0,Belgian Pro League,Oostende,Austria,RM,WB,11.1,9.5,8.6,-1.3,1.3,1.6,0.9,45.0,3.7,0.0
Kelvin Yeboah,0.011,0.006,0.005,0.51,2000,22.0,Bundesliga,Augsburg,Italy,ST,"RW, RM",12.8,9.8,9.2,-5.1,1.0,1.3,1.0,44.3,4.9,0.0
Ken Nkuba,-0.011,-0.02,0.009,2.71,2002,20.0,Belgian Pro League,Charleroi,Belgium,WB,RB,11.5,9.1,10.5,1.1,1.5,1.9,0.5,49.2,4.1,0.0
Kenan Karaman,-0.009,-0.01,0.001,1.29,1994,28.0,Bundesliga,Schalke 04,Turkey,RW,"AM, LW, ST",10.6,9.3,8.7,-9.9,0.8,1.1,0.7,55.1,4.6,0.0
Kenan Pirić,-0.008,-0.016,0.008,0.0,1994,28.0,UEL,AÉK Lárnaka,Bosnia and Herzegovina,GK,,7.7,6.9,9.4,-3.4,0.8,0.9,1.1,50.0,2.7,0.7
Kendall Waston,-0.024,-0.01,-0.013,0.0,1988,34.0,World Cup,Costa Rica,Costa Rica,CB,,9.5,8.4,8.6,-4.4,1.5,1.4,1.1,51.2,3.4,0.0
Kenedy,0.012,0.008,0.003,0.41,1996,26.0,La Liga,Valladolid,Brazil,LW,"RW, ST",9.9,8.4,9.8,-5.8,1.1,1.2,1.0,48.7,3.9,0.0
Kenji Gorré,-0.036,-0.032,-0.004,1.64,1994,27.0,Primeira Liga,Boavista,Curaçao,LW,"AM, RW, ST, LM, CM",18.6,14.6,9.8,-7.4,1.0,0.8,2.3,41.0,6.2,0.0
Kennedy Boateng,-0.042,-0.038,-0.004,2.47,1996,25.0,Primeira Liga,Santa Clara,Togo,CB,,5.7,6.5,7.7,-2.5,1.6,1.5,0.5,65.4,2.3,0.0
Kenneth Schmidt,0.01,0.012,-0.002,0.37,2002,20.0,"Bundesliga, UEL",Freiburg,Germany,CB,,9.0,10.1,8.7,-3.4,1.0,1.3,1.0,50.0,3.3,0.0
Kenneth Taylor,0.084,0.04,0.044,5.04,2002,20.0,"Eredivisie, World Cup, UCL","Netherlands, Ajax",Netherlands,CM,"DM, RM, LM",9.4,11.6,9.0,11.5,1.2,1.2,0.7,46.2,4.4,0.0
Kenny Lala,-0.003,-0.008,0.005,1.93,1991,30.0,Ligue 1,Stade Brestois,Madagascar,RB,,9.6,10.0,10.5,-5.4,1.5,1.4,3.9,44.7,3.9,0.0
Kenny Rocha Santos,-0.082,-0.075,-0.008,0.96,2000,22.0,Belgian Pro League,Oostende,Cape Verde,CM,,9.1,11.3,10.2,-4.9,1.1,1.6,3.0,53.6,3.5,0.0
Kenny Tete,0.033,-0.001,0.035,4.19,1995,26.0,Premier League,Fulham,Netherlands,RB,,9.2,11.0,11.5,-1.8,2.2,2.0,1.1,52.1,3.8,0.0
Kento Misao,-0.067,-0.058,-0.008,0.92,1996,26.0,Primeira Liga,Santa Clara,Japan,CM,"AM, DM",9.8,9.9,8.3,-4.4,1.5,1.6,0.8,51.0,3.5,0.0
Kenzo Goudmijn,-0.109,-0.084,-0.025,1.56,2001,20.0,Eredivisie,Excelsior,Netherlands,AM,"DM, LM, RM, CM",14.0,13.5,9.2,0.2,0.8,1.5,0.6,40.6,4.3,0.0
Kepa Arrizabalaga,0.024,0.001,0.022,4.02,1994,27.0,"Premier League, UCL",Chelsea,Spain,GK,,2.4,2.1,6.5,-3.4,0.4,0.4,0.3,61.2,1.2,-6.4
Kerem Demirbay,0.023,0.023,0.0,2.41,1993,29.0,"Bundesliga, UCL",Bayer Leverkusen,Germany,CM,DM,10.0,10.5,11.8,6.0,1.3,1.5,5.6,46.7,5.0,0.0
Kerim Mrabti,-0.042,-0.042,0.001,0.9,1994,28.0,Belgian Pro League,Mechelen,Sweden,AM,"DM, ST",10.8,8.9,8.7,-2.3,1.8,1.2,1.3,40.0,3.8,0.0
Keven Schlotterbeck,-0.003,0.007,-0.009,1.03,1997,25.0,"Bundesliga, UEL","VFL Bochum, Freiburg",Germany,CB,"LB, DM",7.3,7.9,9.2,-1.2,1.7,1.4,0.7,56.0,3.3,0.0
Kevin Agudelo,-0.039,-0.044,0.005,2.32,1998,23.0,Serie A,Spezia,Colombia,CM,"AM, RW, ST, LM",13.0,14.2,9.7,-10.4,0.8,1.9,0.6,43.6,4.4,0.0
Kevin Akpoguma,-0.011,-0.017,0.006,2.54,1995,27.0,Bundesliga,Hoffenheim,Nigeria,CB,WB,6.3,9.5,8.4,-6.3,1.4,2.2,0.5,54.4,2.6,0.0
Kevin Behrens,0.012,0.004,0.007,2.27,1991,31.0,"Bundesliga, UEL",Union Berlin,Germany,ST,,14.0,10.3,10.4,7.9,0.7,0.8,0.5,54.0,5.1,0.0
Kevin Bonifazi,0.035,0.019,0.017,1.49,1996,26.0,Serie A,Bologna,Italy,CB,,7.3,8.4,8.5,-4.4,1.4,1.2,0.7,42.4,2.7,0.0
Kevin Danso,0.095,0.023,0.071,6.82,1998,23.0,Ligue 1,Lens,Austria,CB,,6.4,8.4,7.4,-9.5,1.3,0.9,0.3,66.9,3.5,0.0
Kevin De Bruyne,0.208,0.151,0.058,7.18,1991,31.0,"World Cup, Premier League, UCL","Belgium, Manchester City",Belgium,CM,"AM, RW, RM",18.3,14.3,15.1,4.7,0.7,0.9,6.0,52.2,8.5,0.0
Kevin Diks,0.005,0.006,-0.001,0.0,1996,25.0,UCL,FC Copenhagen,Netherlands,RB,CB,8.8,9.3,9.9,-5.8,1.3,1.6,1.0,55.5,3.5,0.0
Kevin Kampl,0.017,0.007,0.01,2.07,1990,31.0,"Bundesliga, UCL",RB Leipzig,Slovenia,DM,CM,10.5,10.6,7.7,1.2,1.6,1.3,0.5,40.0,3.3,0.0
Kevin Lasagna,0.002,-0.002,0.004,2.2,1992,29.0,Serie A,Hellas Verona,Italy,ST,AM,13.1,8.4,8.4,-22.4,0.7,0.8,0.6,30.4,5.1,0.0
Kevin Medina,-0.046,-0.044,-0.002,0.76,2001,21.0,Primeira Liga,Gil Vicente FC,Spain,LW,"RW, LM",14.0,11.1,10.9,-8.6,1.0,1.9,2.3,48.9,6.1,0.0
Kevin Paredes,0.006,0.001,0.005,0.76,2003,19.0,Bundesliga,Wolfsburg,United States,RW,"LB, AM, LW, RM",13.6,11.5,8.9,0.7,1.3,1.5,0.8,47.6,4.9,0.0
Kevin Pina,-0.029,-0.025,-0.004,0.43,1997,24.0,Primeira Liga,Chaves,Cape Verde,DM,CM,11.0,9.1,8.3,-4.4,1.7,1.3,0.9,50.0,4.1,0.0
Kevin Schade,0.003,-0.005,0.008,1.28,2001,20.0,"UEL, Premier League","Freiburg, Brentford",Germany,ST,"AM, RW, LW, LM, RM",12.8,10.1,10.0,-4.4,0.9,1.4,0.7,54.8,4.8,0.0
Kevin Spadanuda,-0.055,-0.054,-0.001,1.03,1997,25.0,Ligue 1,Ajaccio,Switzerland,LW,"LM, ST, RM",9.8,8.1,7.9,-6.8,1.2,1.6,0.6,38.7,3.5,0.0
Kevin Stöger,-0.016,-0.032,0.015,3.29,1993,28.0,Bundesliga,VFL Bochum,Austria,AM,"DM, LM, RM, CM",17.3,16.9,12.0,-3.5,1.2,1.8,7.0,32.2,6.2,0.0
Kevin Trapp,-0.02,-0.019,-0.001,3.66,1990,32.0,"Bundesliga, UCL",Eintracht Frankfurt,Germany,GK,,2.8,2.2,6.8,-3.4,0.3,0.3,0.3,59.5,1.0,6.3
Kevin Vogt,0.015,-0.008,0.023,2.66,1991,30.0,Bundesliga,Hoffenheim,Germany,CB,,6.4,11.1,7.7,-3.4,1.6,0.9,0.5,47.5,2.3,0.0
Kevin Volland,0.009,0.01,-0.002,0.93,1992,30.0,"UEL, Ligue 1",Monaco,Germany,ST,AM,10.7,8.0,10.3,11.5,0.8,1.1,1.0,46.7,4.7,0.0
Kevin Vázquez,0.004,0.005,-0.001,0.62,1993,29.0,La Liga,Celta Vigo,Spain,RB,RM,8.4,8.4,9.6,-3.4,1.0,1.5,0.9,45.3,3.3,0.0
Kevin-Prince Boateng,-0.023,-0.017,-0.006,0.57,1987,35.0,Bundesliga,Hertha Berlin,Ghana,CM,"AM, LM, RM",9.6,9.9,9.9,-4.9,1.1,1.3,1.2,52.2,3.8,0.0
Keylor Navas,-0.035,-0.003,-0.032,1.72,1986,35.0,"World Cup, Premier League","Nottingham Forest, Costa Rica",Costa Rica,GK,,5.1,4.9,10.0,-3.4,0.6,0.5,0.7,57.5,1.7,5.2
Keysher Fuller,-0.014,-0.007,-0.007,0.0,1994,27.0,World Cup,Costa Rica,Costa Rica,RB,RM,10.2,8.7,8.8,-0.3,1.3,1.4,1.0,48.6,3.8,0.0
Keziah Veendorp,-0.064,-0.074,0.01,2.58,1997,25.0,Eredivisie,Emmen,Netherlands,DM,"LB, CB, RB, CM",9.2,11.0,9.0,-5.4,1.3,1.3,0.7,53.0,2.4,0.0
Khalil Fayad,-0.02,-0.009,-0.01,0.89,2004,18.0,Ligue 1,Montpellier,France,DM,"AM, LM, RM, CM",10.7,8.8,8.7,-5.8,1.3,1.7,1.2,39.3,4.2,0.0
Khvicha Kvaratskhelia,0.126,0.096,0.03,5.91,2001,21.0,"UCL, Serie A",Napoli,Georgia,LW,,17.8,11.3,10.8,1.5,0.5,1.3,1.5,42.9,7.8,0.0
Khéphren Thuram,0.042,0.008,0.033,4.33,2001,21.0,Ligue 1,Nice,France,CM,"DM, LM",13.0,11.7,8.5,-8.3,1.6,1.2,0.6,48.5,4.4,0.0
Ki-Jana Hoever,-0.03,-0.026,-0.003,0.24,2002,20.0,"Eredivisie, UEL",PSV,Netherlands,RB,LB,10.0,10.2,9.9,-6.8,1.3,1.8,1.0,52.5,4.1,0.0
Kieffer Moore,-0.028,-0.02,-0.007,1.51,1992,29.0,"World Cup, Premier League","Wales, Bournemouth",Wales,ST,AM,10.2,7.8,10.9,-8.3,0.7,1.1,0.6,53.6,4.4,0.0
Kieran Tierney,0.074,0.052,0.023,1.54,1997,25.0,"UEL, Premier League",Arsenal,Scotland,LB,"LW, WB",7.9,10.1,10.7,-3.7,1.3,1.4,1.0,40.0,3.7,0.0
Kieran Trippier,0.113,0.019,0.094,7.49,1990,31.0,"World Cup, Premier League","England, Newcastle United",England,RB,,9.4,12.3,15.3,-2.8,1.5,1.8,11.6,56.9,5.1,0.0
Kiernan Dewsbury-Hall,0.04,0.014,0.026,3.89,1998,23.0,Premier League,Leicester City,England,CM,"AM, DM, ST, LM",14.7,13.3,10.9,-4.9,1.4,1.5,0.5,51.6,4.7,0.0
Kik Pierie,-0.061,-0.057,-0.003,0.54,2000,22.0,Eredivisie,Excelsior,Netherlands,CB,,9.3,8.0,8.7,-3.2,1.7,1.2,0.9,48.3,3.4,0.0
Kike Barja,-0.006,-0.011,0.005,1.77,1997,25.0,La Liga,Osasuna,Spain,RW,"LW, ST, LM",13.1,11.1,10.9,-4.2,0.8,1.1,2.0,47.2,4.6,0.0
Kike Pérez,0.015,0.001,0.014,3.46,1997,25.0,La Liga,Valladolid,Spain,CM,"DM, LM, RM",14.2,12.8,11.0,-9.1,1.2,1.7,0.9,50.0,5.6,0.0
Kike Salas,0.016,0.027,-0.011,0.56,2002,20.0,"La Liga, UCL",Sevilla,Spain,CB,,7.1,9.0,9.1,0.7,1.3,1.2,0.8,55.3,3.1,0.0
Kiko Bondoso,-0.03,-0.052,0.022,3.29,1995,26.0,Primeira Liga,Vizela,Portugal,LW,"RW, ST, LM",15.0,11.7,8.9,-7.8,0.7,1.0,0.5,29.4,4.7,0.0
Kiko Femenía,0.016,0.013,0.003,1.71,1991,31.0,La Liga,Villarreal,Spain,RB,,9.1,10.8,9.2,-3.9,1.8,1.2,0.6,53.1,3.3,0.0
Kiké,0.022,0.02,0.003,1.58,1989,32.0,La Liga,Osasuna,Spain,ST,"RW, RB, LW, CM",13.6,7.5,9.6,-14.2,0.7,0.9,0.7,45.2,6.0,0.0
Kilian Fischer,-0.002,-0.006,0.004,0.69,2000,21.0,Bundesliga,Wolfsburg,Germany,RB,RW,8.8,9.3,8.7,-4.9,1.2,1.3,0.8,45.3,3.4,0.0
Kiliann Sildillia,0.001,-0.022,0.022,2.75,2002,20.0,"Bundesliga, UEL",Freiburg,France,RB,"CB, RM, WB",6.3,9.5,11.0,-7.7,1.5,1.4,1.9,51.1,2.6,0.0
Killian Sardella,-0.06,-0.039,-0.021,1.05,2002,20.0,Belgian Pro League,Anderlecht,Belgium,LB,RB,9.4,9.6,9.4,-4.4,1.4,1.7,1.0,49.3,3.3,0.0
Kim Jin-su,0.013,0.011,0.001,0.0,1992,30.0,World Cup,South Korea,South Korea,LB,,9.8,8.3,9.4,-4.9,1.2,1.5,1.0,56.2,4.1,0.0
Kim Min-jae,0.123,0.031,0.092,7.09,1996,25.0,"UCL, World Cup, Serie A","Napoli, South Korea",South Korea,CB,,5.1,8.9,7.8,1.2,1.9,1.3,0.3,64.6,2.0,0.0
Kim Moonhwan,0.014,0.01,0.004,0.0,1995,26.0,World Cup,South Korea,South Korea,RB,,9.4,8.5,9.4,-3.4,1.3,1.3,1.0,53.5,3.4,0.0
Kim Seung-gyu,0.001,0.0,0.0,0.0,1990,31.0,World Cup,South Korea,South Korea,GK,,7.4,7.0,8.7,-3.4,1.1,1.0,1.3,47.3,3.1,3.4
Kim Young-gwon,0.028,0.026,0.002,0.0,1990,32.0,World Cup,South Korea,South Korea,CB,,8.9,9.1,8.6,-2.3,1.2,1.2,1.0,54.8,3.5,0.0
Kingsley Coman,0.12,0.096,0.024,3.25,1996,26.0,"World Cup, Bundesliga, UCL","France, Bayern Munich",France,RW,"LW, RM",16.3,11.8,11.2,10.1,0.6,1.1,0.8,50.0,6.8,0.0
Kingsley Ehizibue,-0.002,-0.002,-0.0,2.19,1995,27.0,Serie A,"Köln, Udinese",Netherlands,WB,"CB, RB",9.2,8.3,8.8,-3.1,1.0,1.9,0.9,49.3,3.7,0.0
Kingsley Schindler,0.021,0.012,0.009,1.68,1993,29.0,Bundesliga,Köln,Ghana,RB,"RW, LW, ST, RM",10.6,10.0,11.3,-13.3,1.4,1.2,1.1,59.4,3.7,0.0
Kiril Despodov,-0.011,-0.008,-0.003,0.0,1996,25.0,UEL,Ludogorets,Bulgaria,LW,,8.6,8.6,9.1,-0.8,1.2,1.2,3.1,45.0,3.9,0.0
Kjell Scherpen,-0.039,-0.059,0.02,2.49,2000,22.0,Eredivisie,Vitesse,Netherlands,GK,,3.3,3.3,9.2,-3.4,0.4,0.4,0.9,53.3,1.5,1.3
Ko Itakura,0.021,0.015,0.006,3.06,1997,25.0,"World Cup, Bundesliga","Borussia Mönchengladbach, Japan",Japan,CB,,6.2,7.8,7.0,-7.3,1.6,1.3,0.5,55.1,2.5,0.0
Koen Casteels,0.035,0.017,0.018,5.07,1992,30.0,Bundesliga,Wolfsburg,Belgium,GK,,3.5,2.8,8.5,-3.9,0.4,0.4,0.5,53.8,1.3,1.7
Koffi Djidji,0.022,-0.004,0.026,3.77,1992,29.0,Serie A,Torino,Côte d'Ivoire,CB,,5.4,7.5,7.0,-2.8,1.7,1.4,0.4,48.9,2.1,0.0
Koji Miyoshi,-0.022,-0.027,0.005,0.78,1997,25.0,Belgian Pro League,Antwerp,Japan,RW,"LW, ST",12.7,9.2,10.1,-6.0,1.4,1.7,1.1,45.0,4.7,0.0
Koke,0.099,0.04,0.059,5.43,1992,30.0,"World Cup, La Liga, UCL","Atlético Madrid, Spain",Spain,CM,DM,10.1,10.1,8.7,-7.7,1.0,1.6,0.5,50.8,3.8,0.0
Koki Machida,-0.036,-0.033,-0.003,0.65,1997,24.0,"UEL, Belgian Pro League",Union Saint-Gilloise,Japan,CB,,8.4,11.4,8.7,-4.9,1.5,1.5,0.8,58.9,3.1,0.0
Koki Saito,-0.041,-0.034,-0.007,1.75,2001,20.0,Eredivisie,Sparta Rotterdam,Japan,LW,"RW, ST, LM",13.2,12.2,8.1,12.0,0.7,1.1,0.8,47.2,5.5,0.0
Komnen Andrić,-0.03,-0.022,-0.008,1.67,1995,27.0,Ligue 1,Clermont Foot,Serbia,ST,,11.6,6.8,9.3,-6.7,0.9,0.8,0.5,44.9,4.7,0.0
Koni De Winter,-0.026,-0.01,-0.015,1.22,2002,20.0,Serie A,Empoli,Belgium,CB,,6.4,7.3,7.7,-3.4,1.0,1.3,0.7,54.1,2.4,0.0
Konrad Laimer,0.017,0.009,0.008,2.22,1997,25.0,"Bundesliga, UCL",RB Leipzig,Austria,DM,"AM, CM",10.6,11.7,9.5,-1.2,1.3,2.1,0.5,33.4,4.1,0.0
Konstantinos Laifis,-0.038,-0.035,-0.003,2.6,1993,29.0,Belgian Pro League,Standard Liège,Cyprus,CB,LB,6.2,10.5,7.5,-8.2,1.6,1.1,0.5,54.0,2.5,0.0
Konstantinos Mavropanos,0.055,0.032,0.023,4.11,1997,24.0,Bundesliga,Stuttgart,Greece,CB,,8.0,10.3,8.9,-11.4,2.6,1.4,0.7,65.8,3.9,0.0
Koray Günter,-0.045,-0.018,-0.027,1.85,1994,27.0,Serie A,"Hellas Verona, Sampdoria",Germany,CB,,7.1,8.7,7.8,-3.2,2.2,1.1,0.7,57.3,2.7,0.0
Kostas Stafylidis,-0.017,-0.016,-0.001,1.31,1993,28.0,Bundesliga,VFL Bochum,Greece,LB,"DM, RB, LM, CM",8.7,8.5,8.6,-5.4,1.7,1.5,1.8,45.6,3.8,0.0
Kostas Tsimikas,0.022,0.021,0.002,1.2,1996,26.0,"Premier League, UCL",Liverpool,Greece,LB,,7.6,8.7,11.6,-6.8,1.3,1.3,5.9,45.9,4.4,0.0
Kostiantyn Vivcharenko,-0.02,-0.02,0.0,0.0,2002,20.0,UEL,Dynamo Kyiv,Ukraine,LB,,9.4,9.3,9.0,-3.4,1.4,1.5,1.0,52.6,3.3,0.0
Kosuke Nakamura,-0.078,-0.034,-0.044,2.13,1995,27.0,Primeira Liga,Portimonense,Japan,GK,,3.6,3.4,9.1,-3.4,0.4,0.4,0.5,55.3,1.4,-9.8
Kouamé Botué,0.004,0.005,-0.001,0.32,2002,19.0,Ligue 1,Ajaccio,Burkina Faso,ST,LM,11.6,8.9,8.9,-9.1,1.0,1.2,1.0,44.3,4.4,0.0
Kristian Arnstad,-0.071,-0.072,0.001,1.06,2003,18.0,Belgian Pro League,Anderlecht,Norway,CM,"RW, LW, LM, RM",10.2,9.8,9.2,-2.3,1.3,1.7,2.3,44.1,4.8,0.0
Kristian Pedersen,-0.006,-0.003,-0.003,0.38,1994,27.0,Bundesliga,Köln,Denmark,LB,,8.2,9.2,9.7,-3.9,1.4,1.3,1.0,56.2,3.3,0.0
Kristian Thorstvedt,0.004,0.014,-0.01,1.6,1999,23.0,Serie A,Sassuolo,Norway,CM,"DM, RM, LM",10.3,10.5,9.6,-3.5,1.5,1.1,0.6,51.7,4.6,0.0
Kristijan Bistrović,-0.095,-0.088,-0.007,1.07,1998,24.0,Eredivisie,"Fortuna Sittard, Lecce",Croatia,DM,"LM, RM, CM",10.9,10.4,8.2,-7.8,1.2,1.0,6.0,44.7,4.5,0.0
Kristijan Jakić,0.028,0.01,0.019,2.33,1997,25.0,"Bundesliga, UCL",Eintracht Frankfurt,Croatia,CB,"DM, RB, CM, WB",6.7,8.5,9.6,-2.3,1.0,1.5,1.1,50.0,2.4,0.0
Kristiyan Malinov,-0.056,-0.059,0.003,1.26,1994,28.0,Belgian Pro League,OH Leuven,Bulgaria,CM,"DM, LW",7.2,9.1,8.7,-5.4,1.7,1.5,0.8,43.5,3.0,0.0
Kristjan Asllani,0.033,0.038,-0.005,0.97,2002,20.0,"UCL, Serie A",Inter Milan,Albania,CM,,9.0,8.8,8.9,-9.1,1.3,1.2,4.2,43.6,4.6,0.0
Kristof D'haene,-0.078,-0.061,-0.017,1.85,1990,32.0,Belgian Pro League,Kortrijk,Belgium,LB,"LM, WB",11.7,11.4,9.9,-0.3,1.0,1.2,2.3,37.8,3.3,0.0
Kristoffer Ajer,-0.013,-0.008,-0.005,0.99,1998,24.0,Premier League,Brentford,Norway,CB,RB,7.3,10.0,8.9,-3.4,1.2,1.3,0.8,53.3,3.0,0.0
Kristoffer Askildsen,-0.022,-0.028,0.006,0.89,2001,21.0,Serie A,Lecce,Norway,CM,"DM, LM, RM",9.4,9.1,9.8,-5.8,1.4,1.0,2.1,51.4,3.8,0.0
Kristoffer Olsson,-0.037,-0.041,0.005,0.05,1995,27.0,"UEL, Belgian Pro League","Anderlecht, Midtjylland",Sweden,CM,"LM, RM",9.9,10.0,8.7,-5.4,1.8,1.5,0.8,43.2,3.6,0.0
Kristoffer Zachariassen,-0.03,-0.027,-0.002,0.0,1994,27.0,UEL,Ferencváros,Norway,RW,"AM, LW, RM",9.8,8.6,8.5,2.6,1.2,1.4,0.8,49.0,3.6,0.0
Krystian Bielik,-0.021,-0.02,-0.002,0.0,1998,24.0,World Cup,Poland,Poland,CM,,9.1,9.2,8.7,-4.4,1.5,1.4,1.0,52.3,3.7,0.0
Krzysztof Piątek,-0.018,-0.017,-0.001,2.67,1995,27.0,"World Cup, Serie A","Salernitana, Poland",Poland,ST,AM,13.7,7.3,9.7,-19.5,0.5,0.9,0.6,44.1,5.3,0.0
Krépin Diatta,0.052,0.023,0.029,3.68,1999,23.0,"World Cup, UEL, Ligue 1","Monaco, Senegal",Senegal,RW,"AM, RM, LM",14.5,10.3,9.2,-6.2,1.0,1.1,0.7,53.2,5.1,0.0
Kurt Zouma,0.022,0.013,0.009,3.09,1994,27.0,Premier League,West Ham,France,CB,,4.9,5.5,6.5,-4.0,1.6,0.6,0.7,70.6,2.4,0.0
Kyan Vaesen,0.003,0.005,-0.002,1.9,2001,21.0,Belgian Pro League,Westerlo,Belgium,ST,"AM, CB, LW, LM",10.5,7.3,8.7,0.2,0.8,1.2,1.0,43.1,4.3,0.0
Kye Rowles,-0.022,-0.013,-0.009,0.0,1998,23.0,World Cup,Australia,Australia,CB,,8.8,7.9,8.0,-3.4,1.5,1.2,1.0,52.5,3.1,0.0
Kyle Walker,0.125,0.047,0.078,4.58,1990,32.0,"World Cup, Premier League, UCL","England, Manchester City",England,RB,"RW, CB, DM, RM",5.7,11.1,10.2,-5.4,1.3,1.1,0.7,60.2,2.8,0.0
Kyle Walker-Peters,0.001,-0.011,0.012,3.68,1997,25.0,Premier League,Southampton,England,RB,"LB, WB",10.0,12.9,9.7,-3.2,1.2,1.4,1.0,42.3,3.5,0.0
Kylian Mbappé,0.176,0.156,0.02,7.67,1998,23.0,"World Cup, Ligue 1, UCL","France, Paris Saint-Germain",France,ST,LW,20.4,12.6,11.3,18.2,0.4,0.4,0.9,49.1,8.6,0.0
Kyliane Dong,-0.027,-0.023,-0.004,0.25,2004,17.0,Ligue 1,Troyes,France,AM,"LW, LM",9.7,9.7,9.4,-3.9,1.1,1.2,1.4,46.0,3.8,0.0
Kyogo Furuhashi,0.009,0.013,-0.004,0.0,1995,27.0,UCL,Celtic,Japan,ST,,9.5,7.6,8.5,-11.2,0.9,1.0,1.0,46.2,4.2,0.0
Kyosuke Tagawa,-0.072,-0.064,-0.009,1.0,1999,23.0,Primeira Liga,Santa Clara,Japan,ST,,9.6,6.5,8.1,-1.2,0.8,1.0,0.6,46.7,3.6,0.0
Kévin Denkey,-0.004,-0.016,0.012,3.14,2000,21.0,Belgian Pro League,Cercle Brugge,Togo,ST,RW,16.5,8.8,9.1,-8.5,0.6,0.9,0.6,41.0,5.5,0.0
Kévin Gameiro,-0.001,-0.0,-0.001,2.89,1987,35.0,Ligue 1,Strasbourg,France,ST,"AM, RW, LW, LM",12.8,9.5,8.2,8.0,0.7,0.8,0.4,39.8,4.3,0.0
Kévin Keben Biakolo,-0.015,-0.011,-0.004,0.46,2004,18.0,Ligue 1,Toulouse,Cameroon,RB,,8.4,7.8,9.1,-3.4,1.3,1.1,0.9,44.5,3.4,0.0
