Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Levan Shengelia,0.012,0.011,0.001,0.9,1995,25.0,Belgian Pro League,OH Leuven,Georgia,WB,"AM, RW, LM, RM",12.5,9.5,9.3,3.3,1.3,1.5,1.1,50.0,4.4,0.0
Levin Öztunalı,-0.001,-0.01,0.008,0.79,1996,25.0,Bundesliga,Union Berlin,Germany,CM,AM,10.3,9.0,9.3,-6.5,1.1,1.5,0.9,46.1,3.8,0.0
Lewis Dunk,0.099,0.028,0.071,5.49,1991,29.0,Premier League,Brighton,England,CB,,5.3,6.8,7.3,-4.4,1.3,0.6,0.6,64.2,2.2,0.0
Liam Cooper,0.035,0.005,0.03,3.01,1991,29.0,Premier League,Leeds United,Scotland,CB,,5.8,6.4,8.2,-5.1,2.1,1.3,0.5,61.7,2.3,0.0
Liam Henderson,0.002,0.001,0.001,2.82,1996,25.0,Serie A,Empoli,Scotland,AM,"LM, RM, CM",14.8,9.5,10.1,-5.1,0.9,1.0,2.7,49.2,5.2,0.0
Liberato Cacace,-0.006,-0.031,0.025,2.63,2000,20.0,Belgian Pro League,"Empoli, Sint-Truiden",New Zealand,LB,"LW, WB",10.2,8.6,9.9,-12.2,1.5,1.8,2.0,48.4,4.0,0.0
Licá,-0.057,-0.041,-0.016,0.4,1988,32.0,Primeira Liga,Belenenses SAD,Portugal,ST,"RW, LW, LM",10.8,8.7,8.7,-4.1,1.2,1.0,0.9,42.7,3.8,0.0
Liel Abada,0.004,0.002,0.002,0.0,2001,19.0,UEL,Celtic,Israel,RW,RM,12.8,9.4,9.8,-0.6,1.1,1.2,2.2,42.3,4.5,0.0
Lilian Brassier,0.014,-0.014,0.028,3.36,1999,21.0,Ligue 1,Stade Brestois,France,CB,LB,6.6,8.9,9.0,-3.5,1.6,1.2,0.6,61.8,2.4,0.0
Lincoln,-0.044,-0.069,0.025,2.9,1998,22.0,Primeira Liga,Santa Clara,Brazil,AM,"LW, LM, RM, CM",15.5,13.7,11.5,3.4,0.9,1.0,5.4,38.7,6.0,0.0
Linus Gechter,-0.016,0.004,-0.02,0.91,2004,17.0,Bundesliga,Hertha Berlin,Germany,CB,CM,8.5,9.5,8.8,-0.6,1.5,1.2,0.8,44.9,2.9,0.0
Lionel Messi,0.145,0.11,0.034,5.35,1987,34.0,"Ligue 1, UCL",Paris Saint-Germain,Argentina,RW,"AM, ST",22.1,19.1,12.3,-12.9,0.6,0.5,3.7,48.9,8.5,0.0
Lior Refaelov,0.058,0.026,0.032,3.92,1986,35.0,Belgian Pro League,Anderlecht,Israel,LW,"AM, LM, ST, RM",15.7,13.3,10.8,1.4,1.1,1.3,4.7,50.0,6.9,0.0
Lirim Kastrati,-0.003,0.001,-0.004,0.0,1999,22.0,UEL,Legia Warsaw,Kosovo,RW,DM,9.5,8.5,9.6,-3.9,1.2,1.3,1.0,50.0,3.6,0.0
Lisandro Magallán,0.021,-0.015,0.036,2.39,1993,27.0,Belgian Pro League,Anderlecht,Argentina,CB,ST,5.4,5.9,6.9,-5.6,1.5,1.3,0.8,56.4,2.5,0.0
Lisandro Martínez,0.123,0.026,0.096,4.43,1998,23.0,"Eredivisie, UCL",Ajax,Argentina,CB,,6.2,10.9,7.9,-11.3,2.1,1.5,0.4,65.6,3.5,0.0
Lisandro Semedo,-0.077,-0.069,-0.008,0.37,1996,25.0,Eredivisie,Fortuna Sittard,Cape Verde,RW,"ST, RM",11.5,9.9,9.1,-8.4,1.2,1.1,0.9,46.7,4.0,0.0
Loreintz Rosier,-0.021,-0.038,0.017,2.8,1998,22.0,Primeira Liga,Estoril,France,DM,"LM, CM",10.3,9.2,9.6,-1.4,1.7,1.8,0.4,67.1,3.8,0.0
Loren Morón,-0.004,-0.003,-0.001,0.77,1993,27.0,La Liga,Espanyol,Spain,ST,"AM, RW",9.2,7.4,9.1,-1.5,1.1,1.1,0.8,44.1,4.2,0.0
Lorenz Assignon,0.036,0.022,0.014,1.01,2000,21.0,Ligue 1,Rennes,Togo,RB,"RW, RM",10.5,9.7,9.9,-6.5,1.6,1.5,0.8,54.7,4.2,0.0
Lorenzo De Silvestri,0.023,-0.008,0.031,3.57,1988,33.0,Serie A,Bologna,Italy,WB,"RW, CB, RB",8.6,12.0,11.7,2.8,1.4,0.9,1.6,59.2,3.4,0.0
Lorenzo Insigne,0.067,0.027,0.04,4.34,1991,30.0,"UEL, Serie A",Napoli,Italy,LW,"ST, LM",15.6,13.5,12.2,-13.2,1.2,0.9,4.9,45.3,6.9,0.0
Lorenzo Montipò,-0.014,-0.022,0.008,3.91,1996,25.0,Serie A,Hellas Verona,Italy,GK,,2.9,2.5,9.0,-3.1,0.4,0.3,0.5,59.1,1.2,9.8
Lorenzo Pellegrini,0.103,0.062,0.041,4.95,1996,25.0,Serie A,Roma,Italy,AM,"ST, LM, CM",15.6,12.2,12.1,-0.0,1.4,0.9,7.3,44.3,7.9,0.0
Lorenzo Tonelli,-0.032,0.009,-0.041,1.0,1990,31.0,Serie A,Empoli,Italy,CB,,8.7,9.1,8.9,-5.1,1.9,1.3,0.7,55.4,3.9,0.0
Lorenzo Venuti,0.046,0.016,0.03,2.73,1995,26.0,Serie A,Fiorentina,Italy,RB,,6.9,9.0,8.6,-4.1,0.8,1.0,0.5,50.9,3.5,0.0
Louis Bostyn,-0.046,-0.026,-0.021,0.93,1993,27.0,Belgian Pro League,Zulte Waregem,Belgium,GK,,5.8,5.4,8.9,-3.1,0.8,0.7,0.7,53.8,2.3,1.9
Louis Mafouta,-0.019,-0.015,-0.004,0.65,1994,27.0,Ligue 1,Metz,Central African Republic,ST,,10.7,7.6,8.9,-0.0,0.9,0.8,0.9,41.2,3.8,0.0
Louis Patris,-0.044,-0.04,-0.004,0.49,2001,20.0,Belgian Pro League,OH Leuven,Belgium,CB,,7.9,8.2,8.9,-4.1,2.4,1.4,0.9,46.5,3.0,0.0
Louis Schaub,0.034,0.032,0.003,1.08,1994,26.0,Bundesliga,Köln,Austria,CM,"RW, LW, ST, RM, LM",12.6,11.4,10.8,-4.4,1.0,1.3,1.3,40.5,4.4,0.0
Lovro Majer,0.102,0.068,0.034,3.96,1998,23.0,Ligue 1,Rennes,Croatia,CM,"AM, ST, LM, RM",15.8,14.3,11.6,0.4,1.0,1.4,4.5,42.9,6.7,0.0
Loïc Bade,0.023,0.013,0.009,1.53,2000,21.0,Ligue 1,Rennes,France,CB,,5.9,8.4,7.9,-4.6,1.4,1.0,0.7,54.4,2.7,0.0
Loïc Bessile,-0.037,-0.02,-0.017,1.3,1999,22.0,Belgian Pro League,Charleroi,Togo,CB,,7.0,11.2,8.7,-2.4,1.6,1.1,0.7,51.8,3.1,0.0
Loïc Lapoussin,0.03,-0.019,0.049,4.06,1996,25.0,Belgian Pro League,Union Saint-Gilloise,Madagascar,WB,"ST, CM",15.5,15.7,12.0,-9.2,2.1,2.1,0.5,40.6,5.1,0.0
Loïs Openda,0.024,0.01,0.014,4.15,2000,21.0,Eredivisie,Vitesse,Belgium,ST,"RW, LW",15.6,8.9,8.8,-3.1,0.6,0.7,0.4,45.6,6.6,0.0
Luan Peres Petroni,0.06,0.005,0.055,4.95,1994,27.0,"UEL, Ligue 1",Marseille,Brazil,LB,CB,6.3,8.5,9.0,-4.1,2.1,1.7,0.4,58.3,2.4,0.0
Luca Ceppitelli,0.026,-0.005,0.031,2.3,1989,31.0,Serie A,Cagliari,Italy,CB,,6.6,7.5,7.7,-0.0,1.8,1.1,0.6,59.1,2.6,0.0
Luca Fiordilino,-0.014,-0.017,0.003,0.84,1996,25.0,Serie A,Venezia,Italy,CM,LM,10.7,8.9,8.5,-4.1,1.6,1.7,1.1,56.2,3.7,0.0
Luca Kilian,0.007,-0.001,0.009,3.29,1999,21.0,Bundesliga,Köln,Germany,CB,,4.7,7.1,7.2,-4.4,1.9,1.1,0.5,50.8,1.9,0.0
Luca Lezzerini,-0.017,-0.007,-0.01,0.62,1995,26.0,Serie A,Venezia,Italy,GK,,7.3,6.9,8.4,-3.1,0.9,0.9,1.2,50.0,2.8,2.1
Luca Netz,0.028,0.014,0.014,2.23,2003,18.0,Bundesliga,Borussia Mönchengladbach,Germany,WB,"LB, LW",8.1,6.7,8.7,-12.6,1.2,1.1,2.2,45.5,3.5,0.0
Luca Oyen,0.001,-0.001,0.002,0.89,2003,18.0,"UEL, Belgian Pro League",Genk,Belgium,LW,"AM, RW, RB, ST, LM, RM, CM",12.5,10.1,9.4,-1.9,1.2,1.1,1.1,41.6,4.3,0.0
Luca Pellegrini,0.019,0.004,0.015,1.7,1999,22.0,Serie A,Juventus,Italy,LB,WB,9.4,8.6,10.8,-4.6,1.0,1.2,1.7,50.9,4.1,0.0
Luca Ranieri,-0.008,-0.017,0.009,2.78,1999,22.0,Serie A,Salernitana,Italy,LB,"CB, WB",7.5,10.6,10.4,-1.0,1.4,1.3,0.7,51.4,2.5,0.0
Luca Waldschmidt,0.018,0.018,-0.0,1.32,1996,25.0,"Bundesliga, UCL","Wolfsburg, Benfica",Germany,AM,"RW, LW, ST",8.8,8.1,8.6,-5.3,1.3,0.9,1.6,40.8,3.9,0.0
Luca Zidane,-0.002,0.015,-0.017,0.89,1998,23.0,La Liga,Rayo Vallecano,France,GK,,6.1,6.0,8.0,-3.1,0.8,0.8,0.8,51.3,2.5,4.1
Luca de la Torre,-0.059,-0.072,0.013,2.59,1998,23.0,Eredivisie,Heracles Almelo,United States,DM,"AM, LM, RM, CM",13.7,16.2,8.4,-8.8,0.8,1.1,0.4,41.2,4.1,0.0
Lucas Alario,0.072,0.072,0.0,1.27,1992,28.0,"Bundesliga, UEL",Bayer Leverkusen,Argentina,ST,,13.0,6.4,9.2,-3.5,0.7,0.9,0.7,42.1,4.8,0.0
Lucas Bijker,-0.051,-0.052,0.001,2.07,1993,28.0,Belgian Pro League,Mechelen,Netherlands,LB,,7.4,10.7,11.2,-4.6,1.5,1.4,0.8,45.9,2.8,0.0
Lucas Boyé,0.047,0.019,0.028,2.98,1996,25.0,La Liga,Elche,Argentina,ST,,15.2,9.1,11.9,7.5,0.6,1.1,0.8,40.9,5.4,0.0
Lucas Cunha,-0.006,-0.025,0.019,3.87,1997,24.0,Primeira Liga,Gil Vicente FC,Brazil,CB,,5.1,9.5,8.1,2.9,1.4,0.7,0.4,57.6,2.1,0.0
Lucas Da Cunha,0.007,0.007,-0.0,1.78,2001,20.0,Ligue 1,"Nice, Clermont Foot",France,RW,"AM, LW, LM, RM",12.8,9.9,9.5,-5.1,0.7,1.5,2.5,45.0,4.6,0.0
Lucas Digne,0.009,0.009,-0.0,3.55,1993,28.0,Premier League,"Aston Villa, Everton",France,LB,,12.0,11.1,11.7,-7.0,1.8,1.4,4.2,54.6,4.3,0.0
Lucas Fernandes,-0.032,-0.052,0.02,1.63,1997,23.0,Primeira Liga,Portimonense,Brazil,CM,"DM, LM, RM",10.3,13.0,8.1,-2.0,1.2,0.9,3.0,45.3,4.5,0.0
Lucas Gourna-Douath,-0.017,-0.03,0.013,2.26,2003,17.0,Ligue 1,Saint-Étienne,France,CM,"DM, LM, RM",8.7,9.0,7.1,-4.4,1.0,1.5,0.5,44.7,3.3,0.0
Lucas Hernández,0.136,0.059,0.076,4.93,1996,25.0,"Bundesliga, UCL",Bayern Munich,France,CB,LB,5.2,12.3,8.4,-6.5,1.5,1.5,0.4,58.1,2.9,0.0
Lucas Höler,0.033,0.006,0.027,4.22,1994,27.0,Bundesliga,Freiburg,Germany,ST,AM,15.5,8.8,10.3,-9.5,1.0,1.2,0.4,53.5,5.9,0.0
Lucas Leiva,0.026,-0.003,0.029,2.7,1987,34.0,"UEL, Serie A",Lazio,Brazil,CM,,7.5,8.5,6.8,-3.6,2.0,1.9,0.6,54.2,2.8,0.0
Lucas Martínez Quarta,0.076,0.034,0.042,2.81,1996,25.0,Serie A,Fiorentina,Argentina,CB,RB,6.6,9.6,8.2,-3.9,1.6,1.8,0.5,56.5,3.1,0.0
Lucas Mineiro,-0.035,-0.034,-0.001,0.63,1996,25.0,"Primeira Liga, UEL",Braga,Brazil,CM,"DM, LM",9.1,8.5,7.9,-8.4,1.0,1.3,0.7,53.4,4.4,0.0
Lucas Moura,0.076,0.039,0.036,3.49,1992,28.0,Premier League,Tottenham Hotspur,Brazil,AM,"RW, LW",14.1,11.2,11.3,-5.9,1.3,1.0,0.5,56.9,5.6,0.0
Lucas Ocampos,0.023,-0.007,0.031,3.3,1994,27.0,"La Liga, UCL",Sevilla,Argentina,RW,"RB, LW, WB",12.0,10.1,10.5,-2.2,0.9,1.3,0.7,47.1,5.3,0.0
Lucas Olaza,0.04,0.038,0.002,0.5,1994,27.0,La Liga,Elche,Uruguay,LB,,11.6,9.7,9.9,-1.5,1.4,1.2,1.0,48.7,4.0,0.0
Lucas Paquetá,0.142,0.109,0.032,6.66,1997,23.0,"UEL, Ligue 1",Lyon,Brazil,AM,"RW, LW, ST, LM, RM",16.6,11.2,12.9,-9.2,0.6,1.5,0.8,48.1,6.9,0.0
Lucas Perrin,0.045,0.007,0.037,4.34,1998,22.0,Ligue 1,Strasbourg,France,CB,CM,8.0,10.7,7.7,-0.0,1.8,1.4,0.6,65.7,3.0,0.0
Lucas Piazon,-0.039,-0.034,-0.005,0.39,1994,27.0,"Primeira Liga, UEL",Braga,Brazil,AM,"RW, CB, LW, ST, RM, CM",11.1,10.0,9.3,-6.1,1.0,1.2,1.7,46.8,4.1,0.0
Lucas Possignolo,-0.014,-0.041,0.026,2.63,1994,27.0,Primeira Liga,Portimonense,Portugal,CB,,5.1,7.1,7.5,2.4,2.6,1.1,0.6,51.1,2.1,0.0
Lucas Pérez,0.017,-0.013,0.03,3.52,1988,32.0,La Liga,"Elche, Cádiz",Spain,ST,"AM, LM, RM",14.3,9.8,8.7,-4.5,0.6,0.6,3.8,35.1,4.5,0.0
Lucas Rougeaux,-0.057,-0.057,-0.0,1.07,1994,27.0,Belgian Pro League,Kortrijk,France,RB,"LB, CB",7.9,9.2,9.9,-1.0,1.2,0.9,0.6,66.5,3.1,0.0
Lucas Schoofs,-0.055,-0.069,0.014,2.03,1997,24.0,Eredivisie,Heracles Almelo,Belgium,DM,"CB, LM, RM, CM",9.5,9.3,8.5,-11.8,1.6,1.9,0.7,56.3,3.1,0.0
Lucas Silva,-0.036,-0.052,0.015,2.11,1998,23.0,Primeira Liga,Paços de Ferreira,Brazil,LW,"RW, DM, LM, RM",12.4,7.3,7.6,-8.8,1.1,0.8,0.7,47.4,5.0,0.0
Lucas Torreira,0.085,0.038,0.047,4.47,1996,25.0,Serie A,Fiorentina,Uruguay,CM,,11.1,9.0,8.0,-2.5,1.5,1.6,0.8,45.0,4.8,0.0
Lucas Torró,0.007,-0.028,0.035,3.94,1994,27.0,La Liga,Osasuna,Spain,CM,DM,8.9,11.3,8.3,-5.8,1.9,1.6,0.4,66.2,3.6,0.0
Lucas Tousart,-0.048,-0.043,-0.004,2.01,1997,24.0,Bundesliga,Hertha Berlin,France,CM,"CB, DM, RM",10.6,10.6,8.9,-0.5,1.8,1.4,0.5,47.5,3.5,0.0
Lucas Veríssimo,0.022,0.012,0.01,1.3,1995,26.0,"Primeira Liga, UCL",Benfica,Brazil,CB,,7.7,7.4,8.4,3.8,2.0,1.2,0.8,53.8,3.1,0.0
Lucas Vázquez,0.129,0.085,0.045,4.35,1991,30.0,"La Liga, UCL",Real Madrid,Spain,RB,RW,10.1,9.9,11.3,0.9,1.3,1.6,1.0,42.9,4.8,0.0
Lucas Woudenberg,-0.088,-0.07,-0.018,1.09,1994,27.0,Eredivisie,Heerenveen,Netherlands,LB,"CB, WB",6.2,7.3,9.7,-4.6,1.4,1.2,0.8,49.4,2.2,0.0
Lucas Áfrico,-0.042,-0.035,-0.007,1.03,1995,26.0,Primeira Liga,Estoril,Brazil,CB,,7.1,7.8,7.3,-4.6,1.5,0.9,1.1,55.1,3.0,0.0
Lucien Agoume,0.014,-0.017,0.031,2.79,2002,19.0,Ligue 1,Stade Brestois,France,CM,DM,10.1,10.8,8.1,-8.4,2.5,1.7,0.7,48.4,3.1,0.0
Ludovic Ajorque,0.057,0.037,0.02,4.99,1994,27.0,Ligue 1,Strasbourg,France,ST,,13.9,6.4,9.1,0.3,0.6,1.1,0.4,54.7,4.9,0.0
Ludovic Blas,0.013,-0.014,0.027,4.41,1997,23.0,Ligue 1,Nantes,France,AM,"RW, ST, RM, CM",17.9,12.1,9.4,-12.5,1.3,0.9,0.8,42.7,5.9,0.0
Ludwig Augustinsson,0.008,0.012,-0.004,1.14,1994,27.0,"UEL, La Liga",Sevilla,Sweden,LB,LW,8.6,8.0,10.5,-5.1,1.3,1.6,1.6,55.8,3.6,0.0
Luigi Sepe,0.012,0.014,-0.001,2.06,1991,30.0,Serie A,Salernitana,Italy,GK,,5.7,5.0,8.9,-3.1,0.7,0.6,0.9,53.8,2.1,1.3
Luis Abram,0.018,0.012,0.006,0.85,1996,25.0,La Liga,Granada,Peru,CB,,7.7,8.0,7.5,-4.6,1.3,1.1,0.8,43.9,3.0,0.0
Luis Alberto,0.085,0.039,0.046,4.78,1992,28.0,"UEL, Serie A",Lazio,Spain,CM,"RM, LM",16.3,16.3,12.3,1.2,0.9,1.0,4.8,45.9,5.9,0.0
Luis Binks,-0.011,-0.003,-0.008,0.84,2001,19.0,Serie A,Bologna,England,CB,CM,6.6,7.9,8.7,-3.1,2.0,1.1,0.8,54.4,2.9,0.0
Luis Díaz,0.188,0.155,0.033,6.88,1997,24.0,"Primeira Liga, UCL","Porto, Liverpool",Colombia,LW,"RW, ST, LM",18.0,10.8,9.0,7.9,0.6,0.7,0.4,46.5,7.6,0.0
Luis Henrique,-0.003,-0.003,-0.0,0.96,2001,19.0,"UEL, Ligue 1",Marseille,Brazil,LW,"RW, ST, LM, RM",9.1,8.2,9.2,-7.9,1.2,1.0,0.7,46.2,3.5,0.0
Luis Hernández,0.033,0.004,0.029,2.23,1989,32.0,La Liga,Cádiz,Spain,CB,,7.3,9.4,9.1,-5.6,1.4,0.8,1.9,47.8,2.8,0.0
Luis Javier Suárez,0.023,0.006,0.017,4.42,1997,23.0,La Liga,Granada,Colombia,ST,LW,14.1,9.7,8.9,-6.0,0.6,0.8,0.6,35.5,5.2,0.0
Luis Milla,-0.008,-0.035,0.027,3.67,1994,26.0,La Liga,Granada,Spain,CM,"DM, LM, RM",11.0,14.7,8.9,-9.2,1.3,1.4,3.3,50.0,4.6,0.0
Luis Muriel,0.119,0.092,0.028,3.52,1991,30.0,"UEL, Serie A",Atalanta,Colombia,ST,AM,18.9,10.8,12.3,9.5,0.6,0.6,6.5,49.6,7.8,0.0
Luis Rioja,-0.034,-0.056,0.023,3.53,1993,27.0,La Liga,Deportivo Alavés,Spain,LW,"LB, LM",15.9,13.2,10.2,-11.7,1.1,0.8,0.9,43.8,4.5,0.0
Luis Sinisterra,0.107,0.078,0.028,5.29,1999,22.0,Eredivisie,Feyenoord,Colombia,LW,,16.7,10.9,8.9,6.2,0.9,1.2,0.4,51.7,7.0,0.0
Luis Suárez,0.078,0.058,0.02,3.63,1987,34.0,"La Liga, UCL",Atlético Madrid,Uruguay,ST,,10.6,6.4,8.2,-0.4,0.6,0.7,1.0,45.6,4.5,0.0
Luiz Felipe,-0.049,-0.027,-0.022,0.92,1997,24.0,"Primeira Liga, UEL, Serie A","Lazio, Belenenses SAD",Brazil,CB,GK,3.6,4.5,8.4,-7.9,1.0,0.8,0.3,52.9,1.5,-4.4
Luiz Gustavo,-0.011,-0.002,-0.009,0.0,1987,34.0,UEL,Fenerbahçe,Brazil,CM,,10.8,10.1,8.8,-3.6,1.2,1.4,1.0,50.0,3.9,0.0
Luiz Lúcio Reis Júnior,-0.051,-0.026,-0.025,2.79,2001,20.0,Primeira Liga,Famalicão,Brazil,GK,,3.3,2.9,7.8,-3.1,0.4,0.4,0.3,54.5,1.3,5.9
Luiz Phellype,-0.061,-0.052,-0.009,0.26,1993,27.0,Primeira Liga,Santa Clara,Brazil,ST,,9.0,8.0,8.5,-7.0,1.1,1.1,1.0,45.9,4.1,0.0
Luka Adžić,-0.073,-0.073,-0.0,0.61,1998,22.0,Eredivisie,Zwolle,Serbia,ST,"LW, LM, WB",12.3,10.1,10.5,-13.0,1.0,1.0,5.0,40.7,4.9,0.0
Luka Bogdan,-0.012,-0.007,-0.005,0.51,1996,25.0,Serie A,Salernitana,Croatia,CB,,7.8,8.1,8.8,-3.1,1.5,1.2,0.9,48.0,3.1,0.0
Luka Ilić,-0.065,-0.061,-0.004,0.21,1999,22.0,Eredivisie,Twente,Serbia,AM,RW,11.5,9.6,9.0,-3.6,1.2,1.0,1.1,43.3,3.8,0.0
Luka Ivanušec,0.002,0.002,0.0,0.0,1998,22.0,UEL,Dinamo Zagreb,Croatia,CM,"ST, RM",12.9,11.5,8.7,-1.0,1.1,1.1,0.9,48.7,4.1,0.0
Luka Jović,0.081,0.08,0.001,0.74,1997,23.0,"La Liga, UCL",Real Madrid,Serbia,ST,"RW, LM, RM",10.8,7.0,8.6,-12.4,1.0,0.9,1.2,50.0,4.9,0.0
Luka Menalo,0.011,0.012,-0.001,0.0,1996,25.0,UEL,Dinamo Zagreb,Bosnia and Herzegovina,RW,RM,9.5,8.8,8.6,-5.3,1.3,1.4,1.1,47.8,3.8,0.0
Luka Milivojević,-0.001,-0.007,0.006,1.07,1991,30.0,Premier League,Crystal Palace,Serbia,CM,DM,8.8,9.2,8.8,-4.6,1.5,1.3,4.2,56.3,3.8,0.0
Luka Modrić,0.132,0.083,0.05,4.86,1985,35.0,"La Liga, UCL",Real Madrid,Croatia,CM,"LM, RM",11.0,14.2,10.1,-12.1,1.5,0.9,1.7,45.2,5.2,0.0
Luka Sučić,-0.008,-0.009,0.001,0.0,2002,18.0,UCL,RB Salzburg,Croatia,RM,LM,11.8,9.6,9.1,-5.1,1.1,1.3,1.5,47.8,3.8,0.0
Lukas Jäger,-0.005,-0.0,-0.005,0.0,1994,27.0,UEL,Sturm Graz,Austria,RB,,8.9,10.2,9.4,-4.6,1.4,1.1,1.1,47.8,3.3,0.0
Lukas Klostermann,0.037,0.009,0.027,2.74,1996,25.0,"Bundesliga, UEL",RB Leipzig,Germany,CB,"RB, WB",5.1,7.5,7.5,-7.0,1.7,1.3,0.5,57.1,1.9,0.0
Lukas Klünter,-0.008,-0.003,-0.005,0.26,1996,25.0,Bundesliga,Hertha Berlin,Germany,RB,,9.8,9.6,9.5,-3.1,1.3,1.1,1.1,50.0,3.5,0.0
Lukas Kübler,0.042,0.006,0.036,3.96,1992,28.0,Bundesliga,Freiburg,Germany,RB,"RM, WB",7.9,8.9,9.8,-0.5,2.0,1.6,0.9,48.7,3.0,0.0
Lukas Nmecha,0.064,0.042,0.022,3.04,1998,22.0,"Bundesliga, UCL",Wolfsburg,Germany,ST,"AM, RW, LW",14.6,7.8,9.3,-2.7,0.7,0.7,0.5,47.6,5.4,0.0
Lukas Rupp,0.026,0.017,0.009,1.22,1991,30.0,Premier League,Norwich City,Germany,CM,"AM, DM, LM, RM",13.4,10.9,9.5,-6.5,1.4,1.0,0.8,45.1,4.2,0.0
Luke Ayling,0.051,0.032,0.019,4.03,1991,29.0,Premier League,Leeds United,England,CB,"RB, CM",7.7,11.4,11.0,0.9,1.4,1.8,0.6,43.4,3.0,0.0
Luke Shaw,0.062,0.015,0.047,2.97,1995,26.0,"Premier League, UCL",Manchester United,England,LB,"CB, WB",11.1,11.1,11.0,-3.6,1.2,1.1,4.3,54.3,4.2,0.0
Luke Thomas,0.035,0.009,0.026,3.16,2001,20.0,"UEL, Premier League",Leicester City,England,LB,"LW, WB",7.2,10.1,10.5,-3.6,2.1,1.8,1.5,43.7,2.9,0.0
Lukáš Haraslín,-0.014,-0.014,-0.0,0.0,1996,25.0,UEL,Sparta Prague,Slovakia,LW,LM,12.3,9.7,9.2,1.9,1.5,0.9,1.8,43.6,4.8,0.0
Lukáš Hrádecký,-0.006,0.007,-0.013,3.87,1989,31.0,"Bundesliga, UEL",Bayer Leverkusen,Finland,GK,,2.6,2.2,7.8,-3.1,0.3,0.3,0.5,59.0,1.1,0.4
Luquinha,-0.028,-0.027,-0.001,0.65,2000,20.0,Primeira Liga,Portimonense,Brazil,CM,"AM, DM, ST, LM",13.4,12.0,9.9,-4.9,1.1,1.3,4.1,44.5,5.2,0.0
Luquinhas,-0.033,-0.029,-0.004,0.0,1996,24.0,UEL,Legia Warsaw,Brazil,LW,DM,10.2,10.3,9.0,-5.1,1.2,1.3,0.9,47.4,4.3,0.0
Lutsharel Geertruida,0.033,-0.014,0.047,2.81,2000,21.0,Eredivisie,Feyenoord,Netherlands,RB,"LB, CB",5.7,7.9,6.8,-4.0,1.1,1.3,0.5,51.5,3.3,0.0
Luuk Brouwers,-0.064,-0.054,-0.01,2.58,1998,23.0,Eredivisie,Go Ahead Eagles,Netherlands,CM,DM,10.6,11.9,6.8,11.7,1.3,1.2,0.6,54.9,3.2,0.0
Luuk Wouters,-0.095,-0.069,-0.027,0.39,1999,22.0,Eredivisie,RKC Waalwijk,Netherlands,LB,WB,8.2,8.5,8.7,-4.1,1.4,1.4,0.9,49.0,2.9,0.0
Luuk de Jong,0.06,0.058,0.003,1.21,1990,30.0,"La Liga, UCL",Barcelona,Netherlands,ST,,7.9,5.4,9.4,-1.6,0.8,1.1,0.9,58.1,4.5,0.0
Luís Alves,-0.037,-0.028,-0.009,0.34,2001,19.0,Primeira Liga,Paços de Ferreira,Portugal,LB,,9.7,9.5,9.5,-3.6,1.5,1.5,2.2,50.0,3.6,0.0
Luís Maximiano,-0.008,0.003,-0.011,4.14,1999,22.0,La Liga,Granada,Portugal,GK,,3.4,3.3,10.7,-3.1,0.4,0.4,0.5,55.7,1.2,-1.3
Luís Neto,0.025,-0.015,0.04,2.2,1988,33.0,"Primeira Liga, UCL",Sporting CP,Portugal,CB,,6.3,8.6,6.8,-5.6,2.2,1.3,0.6,54.2,2.6,0.0
Luís Santos,-0.061,-0.05,-0.011,0.51,2000,21.0,Primeira Liga,Boavista,Portugal,RW,"RM, LW, WB",8.4,9.4,9.8,0.5,1.0,1.6,0.8,45.0,3.5,0.0
Luíz Carlos,-0.042,-0.071,0.029,2.77,1985,36.0,Primeira Liga,Paços de Ferreira,Brazil,DM,"RM, CM",10.3,9.8,7.3,-5.1,1.4,2.1,0.4,45.9,3.6,0.0
Lyanco,-0.002,-0.001,-0.001,1.24,1997,24.0,Premier League,Southampton,Brazil,CB,,7.7,6.9,8.8,-4.6,1.4,1.5,0.7,53.6,3.0,0.0
László Bénes,0.009,0.011,-0.002,0.35,1997,23.0,Bundesliga,Borussia Mönchengladbach,Slovakia,CM,DM,10.8,9.8,10.3,-6.1,1.2,1.2,3.3,54.7,4.8,0.0
Léo Andrade,-0.047,-0.039,-0.008,1.33,1998,23.0,Primeira Liga,Marítimo,Brazil,CB,LM,6.3,6.9,8.2,-6.1,1.7,1.6,0.7,56.3,2.3,0.0
Léo Jardim,-0.026,-0.016,-0.009,1.82,1995,26.0,"Ligue 1, UCL",Lille,Brazil,GK,,4.2,3.7,8.0,-3.1,0.6,0.5,0.5,50.0,1.7,6.9
Léo Leroy,-0.024,-0.012,-0.012,0.76,2000,21.0,Ligue 1,Montpellier,France,DM,"AM, RM, CM",8.8,8.8,9.4,-4.1,1.4,2.2,0.8,52.7,3.3,0.0
Léo Pétrot,0.006,-0.002,0.008,2.61,1997,24.0,Ligue 1,Lorient,France,CB,,4.9,6.9,8.0,-0.6,1.4,1.2,0.5,42.0,2.1,0.0
