Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Adam Masina,-0.024,-0.003,-0.022,1.3,1994,27.0,Premier League,Watford,Morocco,LB,CB,7.9,9.0,10.1,-4.6,1.6,1.3,1.2,57.3,2.7,0.0
Adam Montgomery,-0.009,0.0,-0.009,0.0,2002,19.0,UEL,Celtic,Scotland,LB,LW,9.5,9.4,9.3,-3.6,1.0,1.4,1.3,50.0,4.0,0.0
Adam Obert,-0.003,-0.003,-0.0,0.37,2002,18.0,Serie A,Cagliari,Slovakia,CB,LM,8.0,8.4,9.5,-3.1,1.4,1.4,1.0,45.7,3.1,0.0
Adam Ounas,0.059,0.052,0.006,0.59,1996,24.0,"UEL, Serie A",Napoli,Algeria,RW,"AM, LW, ST, LM",16.8,13.3,11.3,0.9,1.1,1.3,2.3,45.5,6.7,0.0
Adam Webster,0.056,0.028,0.028,2.59,1995,26.0,Premier League,Brighton,England,CB,RB,7.4,11.7,10.1,2.4,1.4,0.9,0.6,69.0,2.7,0.0
Adama Soumaoro,0.011,-0.025,0.035,3.33,1992,29.0,Serie A,Bologna,France,CB,,5.1,7.4,6.0,-7.4,1.7,0.6,0.4,64.9,2.2,0.0
Adama Traoré,-0.031,-0.029,-0.002,0.0,1995,26.0,UCL,Sheriff Tiraspol,Mali,RW,"ST, RM, CM",9.5,8.8,9.4,6.3,1.2,1.1,0.9,47.1,3.9,0.0
Adama Traoré,0.051,0.015,0.036,2.58,1996,25.0,"UEL, Premier League","Wolves, Barcelona",Spain,RW,"LW, ST, RM, WB",18.0,12.6,10.9,-15.8,0.8,0.7,0.5,51.3,6.0,0.0
Adel Taarabt,-0.024,-0.015,-0.009,1.04,1989,32.0,"Primeira Liga, UCL",Benfica,Morocco,CM,"DM, LW, RM",11.0,11.1,9.9,-1.5,1.2,1.2,1.1,54.5,4.1,0.0
Adem Zorgane,0.028,-0.003,0.031,3.84,2000,21.0,Belgian Pro League,Charleroi,Algeria,CM,DM,15.5,12.5,9.8,-9.2,1.3,1.7,0.6,44.9,4.6,0.0
Ademola Lookman,0.08,0.048,0.032,2.88,1997,23.0,"UEL, Premier League",Leicester City,Nigeria,RW,"LW, ST, LM, RM",13.4,10.6,10.3,2.9,1.2,1.2,0.7,41.3,5.1,0.0
Adil Aouchiche,-0.009,-0.006,-0.003,1.43,2002,19.0,Ligue 1,Saint-Étienne,France,AM,"RW, LW, ST, LM, RM, CM, WB",11.7,13.2,10.8,-8.8,1.5,0.9,2.8,44.5,4.4,0.0
Adil Auassar,-0.087,-0.079,-0.008,1.79,1986,34.0,Eredivisie,Sparta Rotterdam,Netherlands,CB,"DM, CM",7.1,8.2,9.3,5.3,1.9,1.2,0.9,54.4,2.2,0.0
Adil Rami,0.003,0.005,-0.002,1.65,1985,35.0,Ligue 1,Troyes,France,CB,,6.5,7.1,7.6,7.9,1.5,1.1,0.6,55.3,2.4,0.0
Adnan Januzaj,0.019,-0.017,0.036,2.5,1995,26.0,"UEL, La Liga",Real Sociedad,Belgium,RW,"LW, ST, LM, RM",16.1,13.1,13.9,-11.2,1.1,0.9,7.7,42.9,7.4,0.0
Adri Embarba,0.013,-0.018,0.031,2.96,1992,29.0,La Liga,Espanyol,Spain,RW,"RM, LW, LM",15.3,10.9,12.9,-15.4,1.3,1.7,6.4,41.7,6.4,0.0
Adrian Grbić,-0.088,-0.081,-0.007,0.92,1996,24.0,Eredivisie,"Lorient, Vitesse",Austria,ST,"CB, CM",8.9,5.8,8.1,-11.7,0.8,0.8,1.9,44.3,3.9,0.0
Adrien Rabiot,0.027,-0.007,0.034,3.63,1995,26.0,"UCL, Serie A",Juventus,France,CM,"DM, LM",8.6,10.6,8.8,-13.8,1.3,2.1,0.4,57.2,3.8,0.0
Adrien Silva,0.005,-0.001,0.007,1.54,1989,32.0,Serie A,Sampdoria,Portugal,CM,"DM, LM",10.6,10.9,8.6,-4.6,1.9,1.3,0.9,50.0,3.7,0.0
Adrien Tameze,0.031,-0.009,0.04,4.18,1994,27.0,Serie A,Hellas Verona,Cameroon,CM,"CB, WB",11.1,10.5,8.6,10.6,2.0,1.2,0.6,52.0,3.7,0.0
Adrien Thomasson,0.084,0.057,0.027,4.82,1993,27.0,Ligue 1,Strasbourg,France,CM,,15.3,11.6,10.9,4.7,1.4,1.4,1.0,41.5,5.3,0.0
Adrien Truffert,0.067,0.041,0.025,3.11,2001,19.0,Ligue 1,Rennes,France,LB,"LM, RM",9.4,11.4,10.8,2.8,1.4,1.5,0.5,43.1,4.0,0.0
Adrià Pedrosa,0.04,0.009,0.031,4.59,1998,23.0,La Liga,Espanyol,Spain,LB,,9.6,10.3,10.9,-3.0,1.3,1.5,0.8,48.0,3.9,0.0
Adrián Butzke,-0.033,-0.029,-0.005,0.65,1999,22.0,Primeira Liga,Paços de Ferreira,Spain,ST,,11.1,8.3,8.5,1.4,1.0,0.9,0.8,50.7,4.2,0.0
Adrián Dalmau,-0.063,-0.058,-0.005,0.75,1994,27.0,Eredivisie,"Utrecht, Sparta Rotterdam",Spain,ST,LW,11.0,7.0,8.2,-8.0,0.8,0.7,0.8,44.1,4.5,0.0
Adrián Marín,0.001,-0.023,0.024,3.19,1997,24.0,Primeira Liga,Famalicão,Spain,LB,"CB, LM, WB",10.3,10.2,10.2,9.6,1.9,1.2,1.3,51.8,3.1,0.0
Afonso Sousa,-0.034,-0.044,0.01,2.56,2000,21.0,Primeira Liga,Belenenses SAD,Portugal,CM,"AM, RW, LW, ST, LM",15.9,13.5,7.9,-11.7,1.4,1.4,0.9,51.0,6.1,0.0
Aguibou Camara,-0.027,-0.024,-0.003,0.0,2001,20.0,UEL,Olympiacos,Guinea,AM,CM,11.6,9.7,8.7,-7.4,1.5,1.9,1.3,48.0,4.1,0.0
Ahmed Touba,-0.101,-0.079,-0.022,1.55,1998,23.0,Eredivisie,RKC Waalwijk,Algeria,CB,,7.4,8.9,7.7,-7.9,2.2,1.3,0.6,63.2,2.3,0.0
Aihen Muñoz,0.046,0.005,0.04,2.32,1997,23.0,"UEL, La Liga",Real Sociedad,Spain,LB,,8.0,9.7,10.8,-4.1,1.3,1.6,1.4,52.5,3.0,0.0
Aimen Moueffek,-0.01,-0.009,-0.0,0.57,2001,20.0,Ligue 1,Saint-Étienne,France,CM,LM,10.0,11.0,8.7,-3.6,1.1,1.2,0.9,48.2,3.8,0.0
Ainsley Maitland-Niles,0.018,0.015,0.003,1.15,1997,23.0,Serie A,"Arsenal, Roma",England,WB,"RW, DM, RB, CM",9.9,9.6,10.4,-5.1,1.5,1.4,1.0,56.8,3.7,0.0
Aitor Fernández,0.009,0.008,0.001,1.7,1991,30.0,La Liga,Levante,Spain,GK,,5.4,4.9,8.1,-3.1,0.7,0.7,1.1,51.3,2.1,9.5
Aitor Ruibal,0.029,0.016,0.013,1.38,1996,25.0,"UEL, La Liga",Real Betis,Spain,RW,"LB, RB, LW",12.4,8.8,10.0,-12.2,1.3,1.9,0.5,41.7,4.9,0.0
Ajdin Hrustic,0.011,0.002,0.008,1.41,1996,25.0,"Bundesliga, UEL",Eintracht Frankfurt,Australia,CM,"AM, DM",10.6,10.3,9.5,0.9,1.2,1.2,2.5,53.1,4.3,0.0
Akim Zedadka,-0.019,-0.028,0.01,4.16,1995,26.0,Ligue 1,Clermont Foot,Algeria,RB,,12.9,12.1,10.6,-10.5,1.9,1.5,0.9,51.1,4.7,0.0
Alan Patrick,0.008,0.009,-0.001,0.0,1991,30.0,UCL,Shakhtar Donetsk,Brazil,AM,CM,11.6,10.0,9.5,-4.6,1.3,1.1,1.4,47.4,4.5,0.0
Alan Ruiz,-0.028,-0.025,-0.003,0.55,1993,27.0,Primeira Liga,Arouca,Argentina,AM,"LM, RM",13.4,11.0,9.5,-0.0,1.0,1.1,3.6,50.0,5.0,0.0
Alassane Pléa,0.049,0.028,0.021,3.63,1993,28.0,Bundesliga,Borussia Mönchengladbach,France,AM,"LW, ST",17.6,12.8,9.2,2.8,0.6,1.0,0.6,37.7,5.9,0.0
Alban Lafont,0.002,-0.023,0.024,4.79,1999,22.0,Ligue 1,Nantes,France,GK,,3.1,2.5,8.9,-3.1,0.4,0.4,0.5,66.5,1.1,-3.7
Albert Guðmundsson,-0.047,-0.07,0.023,1.75,1997,24.0,Eredivisie,"Genoa, AZ Alkmaar",Iceland,RW,"AM, LW, ST",13.7,10.6,9.8,0.4,0.9,0.7,1.6,42.4,4.7,0.0
Albert Sambi Lokonga,0.058,0.044,0.013,2.07,1999,21.0,Premier League,Arsenal,Belgium,DM,CM,11.5,11.7,8.5,-6.1,1.4,1.7,0.7,46.5,4.8,0.0
Alberth Elis,0.003,0.0,0.003,1.99,1996,25.0,Ligue 1,Bordeaux,Honduras,ST,"AM, RW, RM",12.2,9.0,9.8,10.7,0.9,1.0,0.6,42.8,4.5,0.0
Alberto Grassi,0.023,-0.014,0.036,3.39,1995,26.0,Serie A,Cagliari,Italy,CM,DM,9.8,9.0,8.1,-8.4,2.8,1.4,0.7,61.0,4.4,0.0
Alberto Moreno,0.063,0.029,0.033,2.28,1992,29.0,"La Liga, UCL",Villarreal,Spain,CM,"LB, LW, ST, LM",12.7,10.0,9.7,-1.3,2.1,0.9,1.4,43.4,4.6,0.0
Alberto Perea,0.0,-0.004,0.004,1.08,1990,30.0,La Liga,Cádiz,Spain,LW,LM,13.3,13.6,10.5,-7.4,1.3,1.3,2.0,42.6,5.0,0.0
Alberto Soro,0.011,0.011,-0.0,0.84,1999,22.0,La Liga,Granada,Spain,LM,"LB, RW, RM, WB",10.6,9.7,9.3,-7.0,1.1,1.5,1.1,43.1,3.8,0.0
Albin Ekdal,-0.018,-0.036,0.018,2.04,1989,32.0,Serie A,Sampdoria,Sweden,CM,DM,8.1,9.1,8.3,-2.5,1.8,1.7,0.5,54.5,3.7,0.0
Alec Van Hoorenbeeck,-0.078,-0.043,-0.035,0.77,1998,22.0,Belgian Pro League,Mechelen,Belgium,LB,CB,7.7,9.0,10.2,-3.1,1.6,1.4,0.9,48.9,2.7,0.0
Aleix Vidal,0.042,0.012,0.03,3.23,1989,31.0,La Liga,Espanyol,Spain,RB,"RW, RM, WB",12.7,10.8,9.8,3.4,1.6,1.6,1.5,50.9,4.2,0.0
Alejandro Balde,0.013,0.023,-0.009,0.28,2003,17.0,"La Liga, UCL",Barcelona,Spain,LB,"LW, LM",9.4,9.8,9.1,-3.1,1.2,1.1,1.0,47.4,3.8,0.0
Aleksa Terzić,0.017,0.011,0.006,0.41,1999,21.0,Serie A,Fiorentina,Serbia,LB,,9.6,9.8,10.1,-3.1,1.4,1.4,1.6,56.2,3.7,0.0
Aleksandar Dragović,-0.0,-0.008,0.008,0.0,1991,30.0,UEL,Red Star,Austria,CB,,7.5,8.2,8.0,-4.1,2.3,1.0,0.8,60.9,3.0,0.0
Aleksandar Katai,-0.009,-0.011,0.002,0.0,1991,30.0,UEL,Red Star,Serbia,AM,LW,10.9,10.3,10.2,-6.5,1.3,1.2,1.2,53.0,4.2,0.0
Aleksandar Radovanović,-0.044,-0.049,0.005,2.45,1993,27.0,Belgian Pro League,Kortrijk,Serbia,CB,,4.5,5.4,6.7,-6.5,1.4,1.0,0.4,68.9,2.0,0.0
Aleksandar Sedlar,-0.002,-0.004,0.002,0.55,1991,29.0,La Liga,Mallorca,Serbia,CB,"RM, CM",7.9,8.6,8.4,-3.1,1.4,1.1,0.9,53.0,3.2,0.0
Aleksandr Golovin,0.022,-0.007,0.029,2.34,1996,25.0,"UEL, Ligue 1",Monaco,Russia,LW,"RW, LM, RM, CM",13.2,11.3,10.2,-2.7,1.1,1.6,5.0,42.9,4.7,0.0
Aleksandr Maksimenko,-0.027,-0.005,-0.022,0.0,1998,23.0,UEL,Spartak Moscow,Russia,GK,,7.8,7.5,8.8,-3.1,1.1,1.0,1.0,52.6,3.1,4.3
Aleksandr Selikhov,-0.004,0.004,-0.008,0.0,1994,27.0,UEL,Spartak Moscow,Russia,GK,,7.8,7.5,9.3,-3.1,1.1,1.0,1.0,52.5,3.2,-3.2
Aleksandr Sobolev,0.034,0.038,-0.004,0.0,1997,24.0,UEL,Spartak Moscow,Russia,ST,,11.0,8.9,9.9,1.4,1.1,1.0,1.0,50.7,4.4,0.0
Aleksei Miranchuk,0.031,0.031,0.0,1.26,1995,25.0,"UEL, Serie A",Atalanta,Russia,AM,"RW, ST, CM",13.5,10.0,9.5,-0.0,0.8,1.1,1.4,45.9,5.2,0.0
Aleksei Sutormin,0.007,0.013,-0.006,0.0,1994,27.0,UCL,Zenit,Russia,RB,"RM, WB",8.5,9.0,9.3,1.5,1.2,1.2,1.5,45.1,3.4,0.0
Alessandro Albanese,-0.038,-0.039,0.001,0.36,2000,21.0,Belgian Pro League,Oostende,Belgium,ST,WB,11.6,10.0,9.6,1.5,1.1,1.6,1.6,48.7,4.1,0.0
Alessandro Bastoni,0.095,0.039,0.056,4.88,1999,22.0,"UCL, Serie A",Inter Milan,Italy,CB,,6.7,9.3,8.5,0.5,1.7,1.3,0.5,56.6,3.4,0.0
Alessandro Buongiorno,-0.019,-0.011,-0.009,1.47,1999,22.0,Serie A,Torino,Italy,CB,,6.7,7.5,8.1,-7.4,2.2,1.1,0.6,61.1,3.1,0.0
Alessandro Ciranni,-0.023,-0.05,0.027,2.27,1996,25.0,Belgian Pro League,Zulte Waregem,Belgium,RB,"RM, WB",9.6,10.7,11.4,-0.6,1.6,1.6,1.8,55.3,2.9,0.0
Alessandro Deiola,0.002,-0.01,0.012,2.99,1995,25.0,Serie A,Cagliari,Italy,CM,DM,9.6,8.7,7.8,4.1,1.5,1.3,0.4,49.2,3.5,0.0
Alessandro Florenzi,0.025,0.021,0.004,1.82,1991,30.0,"UCL, Serie A",AC Milan,Italy,RB,"LB, RW",9.5,11.1,10.2,2.9,2.0,1.3,2.3,45.9,4.2,0.0
Alessandro Schöpf,-0.023,-0.048,0.026,2.9,1994,27.0,Bundesliga,Arminia Bielefeld,Austria,DM,"AM, LW, LM, RM, CM",16.4,12.6,8.9,-7.5,1.4,1.1,2.4,44.5,4.9,0.0
Alessandro Zanoli,0.008,0.007,0.0,0.66,2000,20.0,"UEL, Serie A",Napoli,Italy,RB,"LB, RW, ST, WB",8.4,9.0,9.7,-3.1,1.3,1.4,0.9,52.2,3.2,0.0
Alessio Castro-Montes,0.041,-0.002,0.043,3.38,1997,24.0,Belgian Pro League,Gent,Belgium,WB,"AM, CM",11.7,11.4,10.2,-4.4,1.5,1.8,0.9,58.9,4.5,0.0
Alessio Cragno,-0.011,-0.007,-0.004,4.1,1994,27.0,Serie A,Cagliari,Italy,GK,,3.0,3.1,9.4,-3.1,0.4,0.4,0.7,50.0,1.3,10.8
Alessio Romagnoli,0.082,0.018,0.064,2.84,1995,26.0,"UCL, Serie A",AC Milan,Italy,CB,,5.3,7.9,7.4,-1.0,1.6,1.2,0.5,66.0,2.6,0.0
Alex,-0.026,-0.028,0.003,0.19,1999,22.0,Primeira Liga,Famalicão,Brazil,CB,,7.8,7.0,6.9,-4.1,1.4,1.6,0.5,60.2,2.8,0.0
Alex Bangura,-0.093,-0.074,-0.019,1.63,1999,22.0,Eredivisie,Cambuur,Sierra Leone,LB,LW,9.3,9.8,8.2,6.3,1.5,1.6,0.5,46.9,3.5,0.0
Alex Ferrari,0.022,-0.01,0.032,2.56,1994,27.0,Serie A,Sampdoria,Italy,CB,RB,6.1,7.4,7.6,-1.0,2.2,1.5,0.7,51.2,2.7,0.0
Alex Iwobi,0.031,0.007,0.024,3.3,1996,25.0,Premier League,Everton,Nigeria,RW,"RM, RB, ST, LM",13.9,12.6,8.6,-4.2,1.3,1.2,1.0,41.0,3.9,0.0
Alex McCarthy,-0.01,0.006,-0.015,2.01,1989,31.0,Premier League,Southampton,England,GK,,4.3,4.1,8.4,-3.1,0.6,0.5,0.8,57.0,1.8,9.7
Alex Meret,-0.021,-0.002,-0.019,0.76,1997,24.0,"UEL, Serie A",Napoli,Italy,GK,,4.0,4.1,6.4,-3.1,0.7,0.6,0.6,51.3,2.1,7.0
Alex Oxlade-Chamberlain,0.078,0.069,0.009,1.55,1993,27.0,"Premier League, UCL",Liverpool,England,RW,"RM, ST, LM",10.7,11.6,9.4,-4.2,1.2,1.7,1.5,42.7,4.7,0.0
Alex Petxa,0.013,0.012,0.001,0.62,1997,24.0,La Liga,Athletic Bilbao,Spain,RB,CM,9.6,9.9,10.3,-3.6,1.3,1.6,0.9,48.0,3.9,0.0
Alex Sandro,0.064,0.013,0.051,3.33,1991,30.0,"UCL, Serie A",Juventus,Brazil,LB,"CB, WB",9.3,12.0,9.5,-6.2,1.7,1.3,0.6,56.0,4.1,0.0
Alex Telles,0.056,0.015,0.041,3.0,1992,28.0,"Premier League, UCL",Manchester United,Brazil,LB,"LM, WB",9.0,9.4,12.3,-0.0,1.7,1.6,4.7,53.4,3.7,0.0
Alexander Büttner,-0.081,-0.094,0.013,1.44,1989,32.0,Eredivisie,RKC Waalwijk,Netherlands,WB,"LB, DM",9.8,11.1,11.7,1.4,1.8,1.6,6.1,50.0,4.4,0.0
Alexander Corryn,-0.06,-0.056,-0.004,0.5,1994,27.0,Belgian Pro League,Cercle Brugge,Belgium,LB,"CB, WB",8.3,9.1,9.0,-3.1,1.4,1.3,1.1,48.1,3.1,0.0
Alexander Djiku,0.035,0.009,0.026,4.46,1994,26.0,Ligue 1,Strasbourg,Ghana,CB,,7.1,9.8,8.4,-8.0,2.3,1.5,0.5,65.4,2.9,0.0
Alexander Hack,0.041,0.01,0.031,3.52,1993,27.0,Bundesliga,Mainz 05,Germany,CB,,7.5,8.0,7.9,-1.8,2.2,1.3,0.6,56.6,3.3,0.0
Alexander Isak,0.047,0.024,0.023,3.74,1999,21.0,"UEL, La Liga",Real Sociedad,Sweden,ST,RW,14.5,7.9,7.6,-15.5,0.6,0.5,0.9,46.9,5.5,0.0
Alexander Nübel,0.035,-0.007,0.043,5.66,1996,24.0,"UEL, Ligue 1",Monaco,Germany,GK,,2.5,1.9,6.8,-3.1,0.3,0.3,0.3,54.7,0.9,-2.6
Alexander Prass,-0.014,-0.01,-0.003,0.0,2001,20.0,UEL,Sturm Graz,Austria,LM,,11.9,9.5,9.4,-4.1,1.3,1.1,1.1,50.0,4.2,0.0
Alexander Schwolow,-0.06,-0.012,-0.048,2.03,1992,29.0,Bundesliga,Hertha Berlin,Germany,GK,,3.9,3.9,7.8,-3.1,0.5,0.4,0.6,57.0,1.4,11.1
