Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Rayan Cherki,0.022,0.016,0.006,1.09,2003,16.0,Ligue 1,Lyon,France,RW,"AM, LW, ST, RM",13.7,12.5,9.9,-2.9,1.2,0.9,1.0,45.4,5.4,0.0
Raúl Albiol,0.107,0.024,0.083,6.85,1985,34.0,"UEL, La Liga",Villarreal,Spain,CB,,4.1,7.7,6.7,-1.0,1.0,0.8,0.3,59.2,1.8,0.0
Raúl García,-0.008,-0.014,0.006,2.31,1986,34.0,La Liga,Athletic Bilbao,Spain,ST,"AM, RW, DM, LM",10.9,8.5,10.0,-5.6,1.3,1.4,0.4,57.8,5.0,0.0
Raúl García,0.012,0.015,-0.003,0.74,1989,31.0,La Liga,Valladolid,Spain,LB,LM,9.9,10.4,10.3,1.5,1.7,1.4,1.4,50.0,3.6,0.0
Raúl Guti,-0.015,-0.025,0.01,3.66,1996,23.0,La Liga,Elche,Spain,CM,DM,9.3,9.7,8.1,2.8,2.1,1.3,0.3,46.4,3.3,0.0
Raúl Jiménez,0.05,0.044,0.006,1.45,1991,29.0,Premier League,Wolves,Mexico,ST,,11.0,9.4,9.4,4.6,1.4,0.8,0.7,47.1,4.9,0.0
Recio,0.019,0.021,-0.001,1.13,1991,29.0,La Liga,Eibar,Spain,CM,"AM, RW, LM, RM",13.3,10.7,8.8,-6.0,1.1,1.0,4.0,46.6,5.2,0.0
Reda Kharchouch,-0.04,-0.034,-0.006,0.44,1995,24.0,Eredivisie,Sparta Rotterdam,Netherlands,ST,"AM, RW, LW",11.6,9.2,11.3,-7.9,1.3,0.9,0.9,49.1,4.2,0.0
Reece James,0.114,0.062,0.052,5.36,1999,20.0,"Euros, Premier League, UCL","Chelsea, England",England,WB,"CB, RB",11.3,10.6,10.9,-6.6,1.1,1.9,2.1,56.3,4.3,0.0
Reece Oxford,-0.013,-0.015,0.002,1.75,1998,21.0,Bundesliga,Augsburg,England,CB,"DM, CM",6.8,10.0,7.6,-8.8,2.1,1.4,0.5,54.7,2.6,0.0
Reggie Cannon,-0.053,-0.049,-0.004,2.47,1998,22.0,Primeira Liga,Boavista,United States,RB,"RM, WB",9.2,8.1,9.2,-6.9,2.3,1.5,0.3,47.2,3.0,0.0
Reinhold Ranftl,-0.019,-0.011,-0.009,0.0,1992,28.0,UEL,LASK,Austria,RM,,11.4,10.1,10.3,-5.1,1.5,1.0,1.1,52.1,4.3,0.0
Reinhold Yabo,-0.014,-0.018,0.004,0.83,1992,28.0,Bundesliga,Arminia Bielefeld,Germany,LW,LM,9.2,9.5,7.8,-0.5,1.2,0.9,0.8,46.7,3.4,0.0
Reinier,0.021,0.02,0.001,0.4,2002,18.0,"Bundesliga, UCL",Borussia Dortmund,Brazil,AM,"RW, LW, ST, LM, RM, CM",10.4,8.2,8.8,-0.5,1.3,1.3,1.0,50.0,3.9,0.0
Reinildo Mandava,0.021,-0.008,0.029,3.36,1994,26.0,"UEL, Ligue 1",Lille,Mozambique,LB,,8.6,10.1,10.5,-3.6,2.2,1.9,0.5,66.5,3.2,0.0
Reiss Nelson,0.074,0.06,0.014,0.14,1999,20.0,"UEL, Premier League",Arsenal,England,RW,"AM, LW, ST, LM, RM",12.8,11.1,9.5,-2.5,1.4,1.0,1.9,47.4,4.5,0.0
Remco Balk,-0.049,-0.047,-0.002,0.31,2001,19.0,Eredivisie,"Utrecht, Groningen",Netherlands,ST,"RW, LW",9.4,8.4,9.0,-7.9,1.1,1.1,0.9,42.7,4.0,0.0
Remi Oudin,-0.003,-0.004,0.001,3.31,1996,23.0,Ligue 1,Bordeaux,France,RW,"LW, ST, LM, RM, WB",12.5,10.4,12.1,-2.2,2.2,0.9,1.3,52.8,4.6,0.0
Remko Pasveer,-0.065,-0.049,-0.016,2.64,1983,36.0,Eredivisie,Vitesse,Netherlands,GK,,2.9,2.5,9.7,-3.1,0.4,0.4,0.6,51.3,1.2,-2.8
Remo Freuler,0.096,0.054,0.042,5.72,1992,28.0,"UCL, Euros, Serie A","Switzerland, Atalanta",Switzerland,CM,DM,10.6,12.3,8.3,-4.2,1.6,1.4,0.7,51.1,3.8,0.0
Renan,-0.055,-0.048,-0.007,0.28,1997,23.0,Primeira Liga,Gil Vicente FC,Brazil,ST,LM,8.0,8.0,8.2,-4.6,1.2,1.2,0.9,48.8,3.1,0.0
Renan Lodi,0.048,0.038,0.01,1.98,1998,22.0,"Copa America, La Liga, UCL","Atlético Madrid, Brazil",Brazil,LB,"LW, WB",9.0,10.1,10.8,-2.9,2.0,1.6,1.4,42.4,4.1,0.0
Renato Sanches,0.01,0.011,-0.001,1.86,1997,22.0,"UEL, Ligue 1, Euros","Portugal, Lille",Portugal,CM,"DM, ST, LM, RM",12.0,15.2,10.7,-10.4,1.4,1.0,2.2,40.2,4.9,0.0
Renato Steffen,0.021,0.016,0.005,2.42,1991,28.0,Bundesliga,Wolfsburg,Switzerland,LW,RW,13.3,10.0,9.5,1.3,1.5,1.1,0.7,43.1,4.5,0.0
Renato Tapia,0.013,0.015,-0.002,4.02,1995,25.0,"Copa America, La Liga","Celta Vigo, Peru",Peru,DM,CM,7.0,9.6,9.1,-8.8,2.0,1.7,0.3,52.2,3.1,0.0
Renaud Emond,-0.006,-0.001,-0.005,0.47,1991,28.0,Ligue 1,Nantes,Belgium,ST,"RW, RM",10.2,7.8,8.7,-0.5,1.1,0.9,0.9,42.9,4.3,0.0
Renaud Ripart,-0.011,-0.015,0.004,3.97,1993,27.0,Ligue 1,Nîmes,France,CM,"AM, RW, RB, LW, ST, LM, RM",12.5,10.2,10.8,-3.3,1.5,1.2,0.7,48.7,4.5,0.0
Rene Santos,-0.082,-0.068,-0.013,1.55,1992,28.0,Primeira Liga,Marítimo,Brazil,CB,CM,5.5,8.1,7.4,-4.1,1.4,1.4,0.4,59.3,2.6,0.0
René Renner,-0.007,-0.001,-0.005,0.0,1993,26.0,UEL,LASK,Austria,LM,,9.7,9.3,10.6,-5.5,1.3,1.7,1.5,46.8,3.7,0.0
Reza Ghoochannejad,-0.043,-0.037,-0.006,0.73,1987,32.0,Eredivisie,Zwolle,Iran,ST,,10.1,6.7,7.9,4.1,1.0,0.8,1.0,47.9,4.0,0.0
Rhian Brewster,-0.006,-0.01,0.004,1.51,2000,20.0,Premier League,Sheffield United,England,ST,"AM, LW",11.9,7.6,7.8,-11.3,1.1,0.9,0.9,32.2,4.2,0.0
Rhys Williams,0.049,0.035,0.013,1.15,2001,19.0,"Premier League, UCL",Liverpool,England,CB,,6.0,6.1,7.7,-5.5,1.4,1.0,0.6,65.8,2.6,0.0
Ricardo Abel Barbosa Ferreira,-0.025,-0.027,0.002,0.46,1989,30.0,Primeira Liga,Portimonense,Portugal,GK,,7.5,7.2,10.4,-3.1,1.1,0.9,0.9,53.8,2.8,2.4
Ricardo Esgaio,-0.007,-0.006,-0.001,3.83,1993,27.0,"Primeira Liga, UEL",Braga,Portugal,RB,"RM, WB",9.9,8.7,9.9,-5.0,1.9,1.8,0.5,45.6,3.0,0.0
Ricardo Horta,0.056,0.058,-0.001,4.45,1994,25.0,"Primeira Liga, UEL",Braga,Portugal,AM,"LW, ST, RM, CM",14.4,9.8,8.3,-15.1,0.9,0.7,2.0,35.2,5.8,0.0
Ricardo José Vaz Alves Monteiro,-0.052,-0.038,-0.014,1.34,1983,36.0,Primeira Liga,Rio Ave,Portugal,DM,"RM, CM",9.2,7.7,8.1,-9.6,1.2,1.2,0.5,54.4,3.3,0.0
Ricardo Kishna,-0.119,-0.105,-0.014,0.43,1995,25.0,Eredivisie,ADO Den Haag,Netherlands,LW,"ST, LM",13.4,10.4,9.7,-5.5,1.3,1.0,1.2,54.2,3.7,0.0
Ricardo Mangas,-0.035,-0.032,-0.003,2.21,1998,22.0,Primeira Liga,Boavista,Portugal,LB,"RW, CB, LM, WB",8.7,10.9,11.6,5.1,2.3,1.5,0.7,54.2,4.0,0.0
Ricardo Miguel Martins Alves,-0.048,-0.029,-0.019,1.28,1991,29.0,Primeira Liga,Tondela,Portugal,CB,LB,6.2,6.7,7.3,3.0,1.5,0.9,0.7,49.4,2.6,0.0
Ricardo Pereira,0.024,0.026,-0.002,1.51,1993,26.0,"UEL, Premier League",Leicester City,Portugal,WB,"LB, RW, RB, RM",10.5,9.9,10.3,-4.6,1.6,1.9,0.8,48.4,3.7,0.0
Ricardo Quaresma,-0.05,-0.052,0.002,1.64,1983,36.0,Primeira Liga,Vitória,Portugal,RW,LW,15.7,10.7,13.0,7.6,0.9,1.0,6.5,44.8,6.3,0.0
Ricardo Rodríguez,-0.018,0.0,-0.019,1.55,1992,27.0,"Euros, Serie A","Torino, Switzerland",Switzerland,CB,"LB, WB",9.1,10.1,8.6,-6.0,1.7,1.3,2.7,51.4,3.4,0.0
Ricardo Vaz Tê,-0.051,-0.047,-0.003,0.21,1986,33.0,Primeira Liga,Portimonense,Portugal,ST,CM,10.3,9.3,9.1,-4.1,1.3,1.0,1.3,51.6,3.8,0.0
Ricardo van Rhijn,-0.087,-0.063,-0.024,0.92,1991,29.0,Eredivisie,Emmen,Netherlands,CB,RB,7.4,7.6,9.2,-4.6,1.3,1.1,0.6,58.7,2.7,0.0
Riccardo Calafiori,0.011,0.013,-0.002,0.09,2002,18.0,"UEL, Serie A",Roma,Italy,WB,"LB, CB, LM",7.5,8.2,9.9,0.5,1.6,1.0,0.8,55.4,3.4,0.0
Riccardo Gagliolo,0.025,0.022,0.004,3.08,1990,30.0,Serie A,Parma,Sweden,CB,"LB, WB",10.1,12.1,10.6,-8.0,2.1,1.2,0.9,50.0,3.9,0.0
Riccardo Improta,-0.029,-0.022,-0.007,2.72,1993,26.0,Serie A,Benevento,Italy,CM,"LB, AM, RB, LM, WB",12.9,11.2,10.1,-7.5,1.6,1.3,0.6,50.0,5.0,0.0
Riccardo Marchizza,0.007,-0.005,0.012,2.25,1998,22.0,Serie A,Spezia,Italy,LB,,7.9,8.8,10.0,-5.1,1.1,1.0,2.2,52.6,3.1,0.0
Riccardo Orsolini,-0.007,-0.007,0.001,2.34,1997,23.0,Serie A,Bologna,Italy,RW,RM,13.4,8.6,11.7,-14.0,1.0,1.2,5.1,50.0,6.3,0.0
Riccardo Piscitelli,-0.061,-0.04,-0.021,0.91,1993,26.0,Primeira Liga,Nacional,Italy,GK,,6.1,5.7,8.3,-3.1,0.9,0.6,0.6,53.8,2.1,5.4
Riccardo Saponara,0.005,0.005,0.0,0.63,1991,28.0,Serie A,"Fiorentina, Spezia",Italy,LW,RM,12.8,10.8,8.8,2.0,1.2,1.0,0.8,50.0,4.8,0.0
Riccardo Sottil,-0.004,-0.002,-0.002,1.61,1999,21.0,Serie A,Cagliari,Italy,LW,"AM, RW, LM, RM",14.0,14.0,9.3,-0.5,1.0,0.8,0.8,41.3,5.4,0.0
Riccieli,-0.025,-0.022,-0.003,2.18,1998,21.0,Primeira Liga,Famalicão,Brazil,CB,CM,5.3,8.0,7.4,-0.5,2.4,1.4,0.4,59.1,2.0,0.0
Richard,-0.029,-0.024,-0.005,0.23,1999,20.0,Primeira Liga,Belenenses SAD,Brazil,LW,"AM, RW, ST",9.0,8.7,9.4,-8.3,1.4,1.3,1.0,51.1,4.1,0.0
Richard van der Venne,-0.083,-0.065,-0.018,1.54,1992,28.0,Eredivisie,RKC Waalwijk,Netherlands,CM,"AM, LW, LM, RM",11.9,7.9,8.7,-11.3,1.2,1.0,0.4,39.8,4.5,0.0
Richarlison,0.049,0.029,0.02,5.02,1997,23.0,"Copa America, Premier League","Everton, Brazil",Brazil,ST,"RW, LW, LM",15.9,10.1,9.7,-18.4,1.0,1.3,0.4,41.6,6.6,0.0
Rick Karsdorp,0.016,0.009,0.007,3.85,1995,25.0,"UEL, Serie A",Roma,Netherlands,WB,"CB, RB, RM",7.3,7.4,8.6,-2.9,1.6,1.0,0.3,38.4,2.6,0.0
Rico Strieder,-0.076,-0.063,-0.013,1.01,1992,28.0,Eredivisie,Zwolle,Germany,CM,"CB, DM, LM",7.8,9.0,8.5,-4.1,2.3,1.7,1.2,52.1,3.0,0.0
Ridgeciano Haps,-0.006,-0.014,0.008,1.71,1993,27.0,"Eredivisie, UEL",Feyenoord,Suriname,LB,"LW, ST",12.0,9.3,9.8,4.6,1.8,1.3,0.9,59.9,5.1,0.0
Ridle Baku,0.007,0.003,0.004,4.13,1998,22.0,Bundesliga,"Wolfsburg, Mainz 05",Germany,RW,RB,14.4,10.9,10.5,8.8,1.6,1.2,0.7,34.5,4.4,0.0
Riechedly Bazoer,-0.026,-0.024,-0.002,2.91,1996,23.0,Eredivisie,Vitesse,Netherlands,CB,CM,11.7,12.4,8.6,11.7,1.9,1.1,1.9,43.5,5.6,0.0
Riqui Puig,0.092,0.084,0.008,0.6,1999,20.0,"La Liga, UCL",Barcelona,Spain,CM,"AM, LW, LM",12.4,12.1,9.6,-3.4,1.4,1.1,0.9,47.6,4.9,0.0
Ritchie De Laet,-0.009,-0.02,0.011,3.76,1988,31.0,"UEL, Belgian Pro League",Antwerp,Belgium,CB,WB,6.1,10.6,7.9,-12.4,3.2,1.9,0.3,55.9,2.3,0.0
Ritsu Doan,-0.038,-0.04,0.002,3.05,1998,22.0,Bundesliga,Arminia Bielefeld,Japan,RW,"AM, RM, ST",16.0,13.0,10.4,-2.9,1.4,1.3,4.1,35.8,5.9,0.0
Riyad Mahrez,0.142,0.126,0.016,4.82,1991,29.0,"Premier League, UCL",Manchester City,Algeria,RW,"ST, RM",15.7,9.8,10.6,13.7,0.9,0.8,2.5,50.0,7.2,0.0
Rob Holding,0.066,0.037,0.029,4.83,1995,24.0,"UEL, Premier League",Arsenal,England,CB,,4.4,6.6,8.1,-9.6,1.4,1.1,0.4,54.9,2.1,0.0
Rob Schoofs,0.028,0.042,-0.014,4.42,1994,26.0,Belgian Pro League,Mechelen,Belgium,DM,"LM, CM",17.4,13.8,10.1,-13.3,1.8,1.8,2.1,45.8,6.6,0.0
Robbe Decostere,-0.061,-0.054,-0.007,1.21,1998,22.0,Belgian Pro League,Cercle Brugge,Belgium,RB,,8.3,8.4,10.3,-5.5,1.6,1.4,0.6,47.9,2.6,0.0
Robbe Quirynen,-0.055,-0.051,-0.004,0.59,2001,18.0,Belgian Pro League,Excel Mouscron,Belgium,RB,LB,8.0,8.7,9.3,-3.6,1.8,1.6,1.1,52.9,3.0,0.0
Robbert de Vos,-0.056,-0.054,-0.003,0.34,1996,24.0,Eredivisie,Emmen,Netherlands,LW,"AM, DM",9.8,9.5,9.4,-0.0,1.1,1.6,0.9,48.2,3.6,0.0
Robbie Brady,0.007,-0.001,0.009,1.52,1992,28.0,Premier League,Burnley,Ireland,RM,LM,10.1,9.2,9.6,-2.0,1.3,1.5,1.8,48.7,3.7,0.0
Robbie D'Haese,-0.034,-0.031,-0.003,1.41,1999,21.0,Belgian Pro League,Oostende,Belgium,WB,"LB, RW, RB, LW, ST",9.8,8.8,9.2,-7.5,1.3,1.7,2.2,44.4,3.9,0.0
Robbin Ruiter,-0.076,-0.059,-0.018,0.71,1987,33.0,Eredivisie,Willem II,Netherlands,GK,,5.8,5.5,8.7,-3.1,0.8,0.6,0.7,50.0,2.1,8.6
Rober,-0.007,0.007,-0.013,1.9,1995,25.0,La Liga,Levante,Spain,CB,CM,6.5,9.7,8.9,-4.6,2.3,0.9,0.5,38.5,2.4,0.0
Rober Correa,0.014,0.001,0.014,1.69,1992,27.0,La Liga,Eibar,Spain,RB,,9.7,9.2,10.2,-4.6,1.7,1.0,1.2,59.7,3.6,0.0
Robert Andrich,0.026,0.006,0.02,4.02,1994,25.0,Bundesliga,Union Berlin,Germany,CM,"AM, DM",11.3,11.0,9.0,8.2,2.1,1.1,1.0,59.7,4.1,0.0
Robert Arboleda,0.007,0.009,-0.003,0.0,1991,29.0,Copa America,Ecuador,Ecuador,CB,,7.8,7.8,8.0,-6.9,1.2,1.0,0.8,53.8,2.9,0.0
Robert Glatzel,0.054,0.051,0.004,0.65,1994,26.0,Bundesliga,Mainz 05,Germany,ST,,11.7,9.6,9.5,-6.3,1.1,0.9,0.9,40.6,4.4,0.0
Robert Gumny,-0.03,-0.018,-0.012,1.59,1998,22.0,Bundesliga,Augsburg,Poland,RB,"LB, WB",8.7,8.6,9.1,-0.5,1.5,1.2,0.9,50.0,3.1,0.0
Robert Lewandowski,0.179,0.169,0.01,6.74,1988,31.0,"Bundesliga, UCL, Euros","Bayern Munich, Poland",Poland,ST,,11.8,5.9,8.3,18.4,0.5,0.6,1.4,42.7,6.5,0.0
Robert Murić,-0.001,0.003,-0.005,0.0,1996,24.0,UEL,Rijeka,Croatia,RM,,11.3,9.4,9.8,-1.5,1.4,1.1,2.8,46.6,4.2,0.0
Robert Skov,0.015,0.01,0.005,1.74,1996,24.0,"Bundesliga, UEL",Hoffenheim,Denmark,RW,"LB, LW, ST, LM, RM, WB",10.7,8.9,10.8,-8.0,1.5,1.0,5.5,47.5,5.2,0.0
Robert Snodgrass,-0.002,-0.007,0.004,0.73,1987,32.0,Premier League,"West Ham, West Bromwich Albion",Scotland,CM,"LW, LM, RM",9.1,8.8,8.1,-4.1,1.1,1.7,1.1,46.6,3.8,0.0
Robert Sánchez,0.045,0.015,0.031,4.21,1997,22.0,Premier League,Brighton,Spain,GK,,3.2,3.0,8.7,-3.1,0.5,0.4,0.4,58.2,1.4,5.8
Roberto,-0.013,0.007,-0.02,1.51,1986,34.0,La Liga,Valladolid,Spain,GK,,5.4,5.1,10.6,-3.1,0.8,0.6,0.6,51.3,1.9,5.5
Roberto Carlos Fernández,-0.014,-0.002,-0.011,0.0,1999,21.0,Copa America,Bolivia,Bolivia,LB,,8.6,10.0,9.4,-5.1,2.0,1.2,1.0,50.0,3.3,0.0
Roberto Firmino,0.129,0.107,0.022,6.71,1991,28.0,"Copa America, Premier League, UCL","Brazil, Liverpool",Brazil,ST,AM,14.1,8.8,9.3,-15.3,0.7,0.8,0.4,33.7,5.2,0.0
Roberto Gagliardini,0.039,0.044,-0.005,2.07,1994,26.0,"UCL, Serie A",Inter Milan,Italy,CM,,7.9,8.9,8.4,5.3,1.9,1.4,0.7,60.1,3.9,0.0
Roberto Inglese,-0.017,-0.014,-0.003,0.72,1991,28.0,Serie A,Parma,Italy,ST,CM,9.2,7.3,10.1,-6.9,1.0,0.9,0.8,50.0,3.8,0.0
Roberto Insigne,-0.003,0.006,-0.009,2.19,1994,26.0,Serie A,Benevento,Italy,AM,"RW, ST, LM, RM",17.7,10.5,8.7,-10.7,1.0,1.0,2.5,38.5,5.6,0.0
Roberto López,0.047,0.048,-0.001,0.88,2000,20.0,"UEL, La Liga",Real Sociedad,Spain,AM,"ST, RM, CM",12.2,9.6,10.3,9.0,1.3,0.9,3.0,45.2,4.7,0.0
Roberto Massimo,0.031,0.022,0.009,1.23,2000,19.0,Bundesliga,Stuttgart,Germany,WB,"AM, RW, ST, LM",11.6,8.4,9.3,-9.2,1.5,1.4,0.7,52.9,4.0,0.0
Roberto Olabe del Arco,-0.049,-0.04,-0.008,1.1,1996,24.0,Primeira Liga,Tondela,Spain,LW,"LM, RM",10.0,9.5,8.5,-4.6,1.4,1.3,0.6,48.7,3.5,0.0
Roberto Pereyra,-0.004,-0.012,0.008,3.96,1991,29.0,Serie A,Udinese,Argentina,CM,"DM, ST, LM",13.8,12.2,8.7,0.9,1.3,0.7,0.7,45.2,4.7,0.0
Roberto Piccoli,0.025,0.024,0.0,1.11,2001,19.0,Serie A,Spezia,Italy,ST,"RW, CM",8.9,7.0,9.5,-4.8,1.1,0.9,0.7,36.6,3.9,0.0
Roberto Soldado,0.021,0.022,-0.001,2.22,1985,35.0,"UEL, La Liga",Granada,Spain,ST,,10.6,7.1,8.6,13.5,0.8,0.7,1.0,33.9,4.1,0.0
Roberto Soriano,0.034,0.027,0.008,5.34,1991,29.0,Serie A,Bologna,Italy,AM,CM,14.3,12.2,8.6,5.7,0.9,1.1,0.3,40.7,5.1,0.0
Roberto Torres,-0.023,-0.02,-0.003,2.29,1989,31.0,La Liga,Osasuna,Spain,RW,"RM, LM",12.5,10.8,9.7,-0.5,1.2,0.8,3.2,42.5,4.8,0.0
Robin Gosens,0.127,0.08,0.047,5.94,1994,26.0,"UCL, Euros, Serie A","Germany, Atalanta",Germany,WB,,10.2,9.1,9.8,6.7,1.6,1.2,0.5,59.2,4.2,0.0
Robin Knoche,0.022,0.004,0.018,4.73,1992,28.0,Bundesliga,Union Berlin,Germany,CB,,5.3,8.2,7.8,-4.4,1.8,1.1,0.6,50.0,2.0,0.0
Robin Koch,0.033,0.029,0.005,1.85,1996,24.0,Premier League,Leeds United,Germany,CB,"DM, CM",6.6,8.0,7.8,-6.5,2.1,1.4,0.6,53.9,2.8,0.0
Robin Le Normand,0.06,0.023,0.037,5.06,1996,23.0,"UEL, La Liga",Real Sociedad,Spain,CB,,4.9,8.4,7.5,-15.3,1.5,1.0,0.4,60.1,2.4,0.0
Robin Lod,-0.011,-0.01,-0.001,0.0,1993,27.0,Euros,Finland,Finland,CM,,10.3,9.5,9.5,-3.6,1.3,1.5,1.4,46.6,3.7,0.0
Robin Olsen,0.021,0.012,0.01,0.97,1990,30.0,"Premier League, Euros","Sweden, Everton",Sweden,GK,,5.8,5.3,9.1,-3.1,0.8,0.6,0.7,52.6,2.2,0.0
Robin Pröpper,-0.093,-0.072,-0.022,1.8,1993,26.0,Eredivisie,Heracles Almelo,Netherlands,CB,,7.1,9.9,8.5,-2.5,1.6,1.1,0.7,52.8,2.3,0.0
Robin Quaison,0.017,0.015,0.002,2.23,1993,26.0,"Bundesliga, Euros","Sweden, Mainz 05",Sweden,ST,"AM, RW, LW",11.4,8.0,7.7,-4.4,1.2,0.7,0.7,33.5,3.8,0.0
Robin Yalçın,-0.011,-0.005,-0.007,0.0,1994,26.0,UEL,Sivasspor,Germany,CB,RB,9.7,9.9,8.9,-4.1,1.4,1.1,0.9,48.9,3.4,0.0
Robin Zentner,0.016,-0.003,0.019,4.22,1994,25.0,Bundesliga,Mainz 05,Germany,GK,,3.2,3.2,8.1,-3.6,0.5,0.4,0.6,57.6,1.2,6.2
Robson Bambu,0.0,-0.0,0.0,1.45,1997,22.0,"UEL, Ligue 1",Nice,Brazil,CB,,6.0,7.5,9.1,-4.1,1.3,1.2,0.5,49.5,2.6,0.0
Rochinha,-0.069,-0.068,-0.0,1.7,1995,25.0,Primeira Liga,Vitória,Portugal,LW,"RW, LM",15.6,10.4,9.6,9.3,1.5,1.0,2.5,34.5,6.3,0.0
Rocky Bushiri,-0.041,-0.029,-0.013,0.63,1999,20.0,Belgian Pro League,"Mechelen, Eupen",Belgium,CB,,6.2,7.2,7.8,-6.9,1.1,0.9,0.8,47.3,3.0,0.0
Rodney Kongolo,-0.083,-0.072,-0.011,1.63,1998,22.0,Eredivisie,Heerenveen,Netherlands,CM,"DM, LM, RM",8.7,9.3,7.7,-1.5,2.1,1.5,0.5,50.0,3.0,0.0
Rodri,0.151,0.094,0.057,6.95,1996,24.0,"Euros, Premier League, UCL","Spain, Manchester City",Spain,CM,DM,10.0,10.3,8.8,-7.9,1.7,1.7,0.3,69.1,4.3,0.0
Rodri,0.01,0.01,-0.0,0.79,2000,20.0,La Liga,Real Betis,Spain,LW,"AM, RW, DM, LM",9.5,10.7,8.9,-4.1,1.1,1.0,1.3,44.6,4.1,0.0
Rodrigo,0.108,0.099,0.009,4.16,1991,29.0,Premier League,Leeds United,Spain,CM,"AM, ST",17.8,10.7,9.8,5.3,0.9,0.9,0.8,44.6,5.7,0.0
Rodrigo Alves Soares,0.002,0.004,-0.002,0.0,1992,27.0,UEL,PAOK,Brazil,RB,WB,9.0,8.6,9.0,-3.1,1.5,1.0,1.5,46.6,3.3,0.0
Rodrigo Battaglia,-0.034,-0.027,-0.007,2.83,1991,29.0,La Liga,Deportivo Alavés,Argentina,CM,DM,7.4,9.4,6.7,-3.9,1.6,1.0,0.4,60.3,2.8,0.0
Rodrigo Becão,0.017,-0.003,0.02,4.2,1996,24.0,Serie A,Udinese,Brazil,CB,,6.3,7.7,7.1,-4.4,2.7,1.5,0.3,59.3,2.9,0.0
Rodrigo Bentancur,0.084,0.046,0.038,4.7,1997,23.0,"UCL, Copa America, Serie A","Juventus, Uruguay",Uruguay,CM,LM,9.3,10.7,9.5,-7.4,2.3,1.9,1.7,55.7,4.1,0.0
Rodrigo De Paul,0.061,0.014,0.047,5.91,1994,26.0,"Copa America, Serie A","Udinese, Argentina",Argentina,CM,"DM, RM",20.3,19.4,14.7,8.0,1.1,1.1,4.8,43.0,8.4,0.0
Rodrigo Ely,0.023,0.015,0.008,0.73,1993,26.0,La Liga,Deportivo Alavés,Brazil,CB,,8.9,7.7,8.2,-1.0,1.6,1.0,0.8,58.0,3.2,0.0
Rodrigo Palacio,0.018,0.012,0.006,3.81,1982,38.0,Serie A,Bologna,Argentina,ST,DM,15.6,10.3,10.4,-17.1,0.7,0.6,0.6,37.9,6.2,0.0
Rodrigo Pinho,-0.061,-0.048,-0.014,1.14,1991,29.0,Primeira Liga,Marítimo,Brazil,ST,"RW, LW",12.2,7.8,7.6,3.9,1.0,1.0,0.9,46.0,4.5,0.0
Rodrigão,-0.031,-0.036,0.005,2.52,1995,24.0,Primeira Liga,Gil Vicente FC,Brazil,CB,"RM, CM",7.1,7.9,8.2,-1.0,1.9,0.9,0.4,63.2,2.2,0.0
Rodrygo,0.074,0.066,0.008,1.91,2001,19.0,"La Liga, UCL",Real Madrid,Brazil,RW,"AM, LW, ST, LM, WB",13.6,9.1,10.1,-4.6,1.2,1.0,0.7,37.1,5.6,0.0
Roel Janssen,-0.085,-0.066,-0.019,1.95,1990,30.0,Eredivisie,Fortuna Sittard,Netherlands,CB,LB,7.2,9.6,8.7,-6.0,2.0,1.2,0.5,48.7,2.5,0.0
Roger Assalé,-0.039,-0.037,-0.002,0.9,1993,26.0,Ligue 1,Dijon,Côte d'Ivoire,ST,"AM, RW",9.0,8.9,9.2,-3.9,1.0,1.2,0.7,40.5,4.0,0.0
Roger Ibanez,0.045,0.029,0.017,4.15,1998,21.0,"UEL, Serie A",Roma,Brazil,CB,,5.8,8.3,8.6,-0.5,2.9,1.6,0.4,57.8,3.0,0.0
Roger Martí,0.04,0.04,0.0,3.71,1991,29.0,La Liga,Levante,Spain,ST,,10.6,5.8,8.4,11.2,0.7,0.7,0.4,38.1,3.9,0.0
Rogério,0.014,0.013,0.001,2.8,1998,22.0,Serie A,Sassuolo,Brazil,LB,WB,7.0,9.8,10.1,-5.5,1.9,1.0,0.9,47.7,3.5,0.0
Roland Sallai,0.01,0.006,0.004,2.44,1997,23.0,"Bundesliga, Euros","Freiburg, Hungary",Hungary,RW,"AM, ST, RM, CM",12.9,11.5,8.5,2.0,1.0,1.0,1.3,43.0,5.9,0.0
Rolando,-0.009,-0.017,0.008,0.69,1985,34.0,"Primeira Liga, UEL",Braga,Portugal,CB,LW,6.5,8.6,8.0,-3.6,1.7,1.1,0.7,50.9,2.6,0.0
Rolando Mandragora,0.007,0.012,-0.005,2.77,1997,23.0,Serie A,"Torino, Udinese",Italy,CM,DM,11.6,8.7,8.8,-6.0,1.7,0.8,1.4,54.0,4.7,0.0
Romain Del Castillo,0.034,0.026,0.008,1.07,1996,24.0,"Ligue 1, UCL",Rennes,France,RW,"RM, LW, ST, LM",14.4,10.5,11.5,-8.3,1.3,1.6,2.4,49.2,5.3,0.0
Romain Faivre,-0.008,-0.007,-0.0,3.82,1998,22.0,Ligue 1,Stade Brestois,France,RW,"AM, RM, LW, ST, LM",17.4,15.0,9.8,-4.0,1.4,1.2,6.3,42.4,6.8,0.0
