Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Aaron Appindangoyé,-0.008,-0.006,-0.002,0.0,1992,28.0,UEL,Sivasspor,Gabon,CB,,8.2,8.7,8.9,-3.1,1.5,1.1,1.0,53.3,3.1,0.0
Aaron Connolly,0.032,0.025,0.007,1.29,2000,20.0,Premier League,Brighton,Ireland,ST,"AM, LW",9.6,6.7,7.5,-11.1,0.9,0.9,0.7,34.0,4.6,0.0
Aaron Cresswell,0.028,0.002,0.026,5.07,1989,30.0,Premier League,West Ham,England,LB,CB,9.1,10.4,11.6,-7.9,1.3,0.7,7.5,53.0,3.8,0.0
Aaron Hickey,-0.028,-0.011,-0.016,0.89,2002,18.0,Serie A,Bologna,Scotland,LB,,7.3,10.1,8.7,-3.6,1.9,1.2,0.7,51.0,3.2,0.0
Aaron Leya Iseka,-0.018,-0.019,0.0,1.25,1997,22.0,Ligue 1,Metz,Belgium,ST,,10.4,7.0,8.3,-5.0,0.8,0.8,0.6,44.4,3.9,0.0
Aaron Meijers,-0.074,-0.06,-0.014,0.92,1987,32.0,Eredivisie,Sparta Rotterdam,Netherlands,LB,"RW, LM",9.4,10.0,10.6,-4.6,1.3,1.9,1.8,59.9,3.6,0.0
Aaron Ramsdale,-0.009,-0.006,-0.003,4.52,1998,22.0,Premier League,Sheffield United,England,GK,,3.8,2.8,11.1,-3.1,0.5,0.4,0.6,55.2,1.3,6.9
Aaron Ramsey,0.089,0.079,0.01,2.18,1990,29.0,"UCL, Euros, Serie A","Juventus, Wales",Wales,CM,"AM, ST, LM, RM",14.1,11.2,10.1,-15.8,1.4,1.3,1.3,44.7,5.8,0.0
Aaron Wan-Bissaka,0.077,0.035,0.042,6.02,1997,22.0,"UEL, Premier League",Manchester United,England,RB,WB,7.0,9.4,9.3,2.0,2.2,1.8,0.6,49.6,2.3,0.0
Aarón Escandell,0.01,0.008,0.002,0.66,1995,24.0,"UEL, La Liga",Granada,Spain,GK,,7.0,6.9,9.9,-3.1,1.0,0.9,0.8,51.3,2.6,-2.3
Aarón Martín,-0.023,-0.008,-0.015,2.18,1997,23.0,La Liga,"Celta Vigo, Mainz 05",Spain,LB,WB,6.8,9.4,9.5,-4.1,1.2,1.3,1.3,47.3,2.5,0.0
Abbas Ibrahim,-0.047,-0.041,-0.005,0.29,1998,22.0,Primeira Liga,Paços de Ferreira,Nigeria,CM,"RM, LM",9.7,9.3,9.0,-3.1,1.4,1.3,0.9,48.8,3.8,0.0
Abdallah Sima,0.019,0.019,0.0,0.0,2001,19.0,UEL,Slavia Prague,Senegal,RW,"LW, ST, RM",11.7,8.9,8.8,4.1,1.2,1.2,0.7,42.0,4.0,0.0
Abdel Jalil Medioub,-0.06,-0.035,-0.024,0.97,1997,22.0,Primeira Liga,Tondela,Algeria,CB,,9.2,8.5,8.9,-5.1,2.0,1.0,0.6,59.0,2.7,0.0
Abdenasser El Khayati,-0.101,-0.077,-0.024,0.54,1989,31.0,Eredivisie,ADO Den Haag,Netherlands,CM,LM,11.8,12.6,9.1,-2.0,0.9,0.8,1.5,46.6,3.9,0.0
Abdou Diallo,0.023,0.012,0.011,2.32,1996,24.0,"Ligue 1, UCL",Paris Saint-Germain,Senegal,CB,LB,4.2,7.9,7.8,-4.1,1.7,1.2,0.4,55.7,2.0,0.0
Abdou Harroui,-0.027,-0.019,-0.008,3.26,1998,22.0,Eredivisie,Sparta Rotterdam,Netherlands,DM,"RM, CM",14.9,16.4,9.8,-0.4,1.3,2.0,2.2,52.1,6.0,0.0
Abdoul Kader Bamba,-0.011,-0.011,-0.0,1.19,1994,26.0,Ligue 1,Nantes,France,LW,"RW, LM, ST, RM",15.5,11.8,10.4,3.8,1.2,0.8,2.4,44.1,5.8,0.0
Abdoul-Fessal Tapsoba,-0.029,-0.028,-0.001,0.67,2001,18.0,"UEL, Belgian Pro League",Standard Liège,Burkina Faso,ST,"AM, RW, LW, CM",9.1,7.2,8.5,-5.5,1.0,1.5,0.7,46.0,4.1,0.0
Abdoulay Diaby,-0.008,-0.011,0.003,0.33,1991,29.0,Belgian Pro League,"Getafe, Anderlecht",Mali,ST,AM,10.7,9.2,9.4,-4.4,1.4,1.2,0.9,44.3,4.0,0.0
Abdoulaye Ba,-0.052,-0.044,-0.008,0.97,1991,29.0,Primeira Liga,Moreirense,Senegal,CB,,6.4,7.0,7.7,-5.1,1.7,1.1,1.6,62.7,2.4,0.0
Abdoulaye Bamba,-0.02,-0.015,-0.005,1.66,1990,30.0,Ligue 1,Angers,Côte d'Ivoire,RB,,8.4,9.0,10.8,-3.6,1.6,1.3,0.9,50.9,2.5,0.0
Abdoulaye Doucouré,0.039,0.015,0.024,4.09,1993,27.0,Premier League,Everton,Mali,CM,"DM, RM",10.6,10.2,8.4,-4.2,1.8,1.5,0.6,60.1,3.2,0.0
Abdoulaye Seck,-0.013,-0.004,-0.009,3.5,1992,28.0,"UEL, Belgian Pro League",Antwerp,Senegal,CB,,6.3,9.6,11.2,-4.6,1.8,1.6,0.8,69.2,2.6,0.0
Abdoulaye Sissako,-0.047,-0.039,-0.009,0.66,1998,22.0,Belgian Pro League,Zulte Waregem,France,CM,"DM, RB, ST, RM",9.0,10.3,9.7,-4.6,1.9,1.4,0.7,46.1,3.2,0.0
Abdoulaye Touré,0.006,0.004,0.002,2.41,1994,26.0,Ligue 1,Nantes,Guinea,CM,"DM, LM",12.2,11.0,8.2,-6.6,1.5,1.0,0.5,56.0,4.2,0.0
Abdoulie Sanyang,-0.047,-0.048,0.0,0.74,1999,21.0,Belgian Pro League,Beerschot Wilrijk,Gambia,RW,"ST, LM, CM, WB",13.5,11.3,10.1,-7.9,1.0,2.0,0.7,44.3,4.6,0.0
Abdu Conté,-0.062,-0.049,-0.013,1.68,1998,22.0,Primeira Liga,Moreirense,Portugal,LB,"LM, WB",9.7,12.0,10.5,-4.6,1.1,1.4,1.3,47.0,3.1,0.0
Abdul Majeed Waris,-0.039,-0.032,-0.007,0.6,1991,28.0,Ligue 1,Strasbourg,Ghana,RW,"AM, ST, RM",9.4,9.1,8.7,-8.3,1.1,0.8,0.8,45.7,4.2,0.0
Abdul Mumin,-0.055,-0.042,-0.012,1.96,1998,22.0,Primeira Liga,Vitória,Ghana,CB,,4.5,6.7,8.1,-4.1,1.2,0.9,0.5,50.9,1.9,0.0
Abdulla Yusuf Helal,0.013,0.017,-0.004,0.0,1993,27.0,UEL,Slovan Liberec,Bahrain,ST,,10.4,9.2,9.6,-10.4,1.1,1.1,1.2,51.0,4.7,0.0
Abdullahi Ibrahim Alhassan,-0.04,-0.036,-0.004,1.2,1996,23.0,Primeira Liga,Nacional,Nigeria,CM,DM,9.9,7.9,7.9,-8.3,2.3,1.4,0.8,50.6,3.5,0.0
Abel Ruiz,-0.028,-0.023,-0.005,1.52,2000,20.0,"Primeira Liga, UEL",Braga,Spain,ST,AM,11.9,6.8,7.7,-11.8,0.8,0.7,0.5,43.7,4.4,0.0
Abner,-0.098,-0.068,-0.03,0.79,1996,24.0,Primeira Liga,Farense,Brazil,LB,,6.6,8.7,10.3,-3.1,2.5,1.2,1.6,45.1,3.2,0.0
Aboubakar Kamara,-0.033,-0.027,-0.007,0.99,1995,25.0,Ligue 1,"Dijon, Fulham",Mauritania,ST,"AM, RW, CB, LW, WB",13.4,8.3,9.8,-6.2,0.9,0.8,0.7,48.4,4.6,0.0
Aboubakary Koita,-0.06,-0.061,0.0,1.66,1998,21.0,Belgian Pro League,Waasland-Beveren,Mauritania,CM,"AM, CB, LW, ST, LM",16.1,11.5,9.7,12.7,1.1,1.3,6.2,41.7,6.8,0.0
Achraf Hakimi,0.11,0.085,0.025,5.92,1998,21.0,"UCL, Serie A",Inter Milan,Morocco,WB,,11.7,10.3,10.6,6.6,1.4,1.5,1.1,43.9,5.0,0.0
Adam Gnezda Čerin,-0.032,-0.019,-0.013,0.0,1999,21.0,UEL,Rijeka,Slovenia,CM,,8.4,8.7,8.9,-3.1,1.4,1.0,1.0,44.3,3.2,0.0
Adam Jakubech,-0.041,-0.033,-0.009,1.16,1997,23.0,Belgian Pro League,Kortrijk,Slovakia,GK,,4.7,4.6,8.0,-3.1,0.7,0.6,0.6,50.0,1.9,1.9
Adam Lallana,0.022,0.011,0.011,2.48,1988,32.0,Premier League,Brighton,England,CM,"AM, ST, LM, RM",13.7,11.9,8.6,-5.7,1.3,1.1,0.5,39.0,4.6,0.0
Adam Maher,-0.06,-0.051,-0.01,2.03,1993,27.0,Eredivisie,Utrecht,Netherlands,CM,"DM, LM, RM",11.8,14.2,13.5,-3.9,2.0,1.9,8.1,55.2,5.9,0.0
Adam Marušić,0.07,0.018,0.052,5.71,1992,27.0,"UCL, Serie A",Lazio,Montenegro,WB,"CB, RB",8.2,7.0,7.9,-4.2,1.6,0.9,0.8,50.0,3.2,0.0
Adam Ounas,-0.003,-0.006,0.003,2.05,1996,23.0,Serie A,"Cagliari, Crotone",Algeria,ST,"AM, RW, LM, RM, CM",16.6,14.2,10.3,0.9,1.0,0.8,1.4,45.5,5.7,0.0
Adam Webster,0.07,0.032,0.037,4.98,1995,25.0,Premier League,Brighton,England,CB,,6.4,10.1,10.0,-7.5,2.0,0.9,0.4,57.5,2.8,0.0
Adama Soumaoro,0.01,0.006,0.003,2.79,1992,28.0,"UEL, Serie A","Bologna, Lille",France,CB,,5.4,6.7,6.1,-5.7,1.5,1.0,0.4,72.0,2.5,0.0
Adama Traoré,0.004,-0.011,0.015,3.73,1996,24.0,"Premier League, Euros","Wolves, Spain",Spain,RW,"AM, LW, ST, RM, WB",17.0,14.4,12.1,-2.8,0.7,0.9,0.4,49.2,6.7,0.0
Adel Taarabt,-0.007,-0.002,-0.004,2.18,1989,31.0,"Primeira Liga, UEL",Benfica,Morocco,CM,"DM, LM",13.8,14.1,10.2,-6.5,1.6,1.1,1.4,45.5,4.9,0.0
Ademola Lookman,0.011,-0.003,0.015,4.03,1997,22.0,Premier League,Fulham,Nigeria,LW,"AM, RW, ST, LM",16.8,11.9,10.9,-8.4,1.1,0.7,4.1,38.6,6.6,0.0
Aderlan Santos,-0.014,-0.019,0.005,3.56,1989,31.0,Primeira Liga,Rio Ave,Brazil,CB,,5.2,6.6,7.7,-1.4,2.3,1.5,0.6,60.2,2.2,0.0
Adil Aouchiche,-0.033,-0.032,-0.001,1.96,2002,18.0,Ligue 1,Saint-Étienne,France,LW,"AM, RW, ST, LM, RM, CM",15.6,12.6,11.4,-8.8,1.0,1.3,6.2,40.4,5.5,0.0
Adil Auassar,-0.088,-0.074,-0.015,1.74,1986,33.0,Eredivisie,Sparta Rotterdam,Netherlands,DM,"CB, LM, CM",8.5,9.8,9.9,-7.4,2.0,1.6,0.9,62.2,3.5,0.0
Adil Rami,-0.072,-0.049,-0.024,1.51,1985,34.0,Primeira Liga,Boavista,France,CB,,5.1,7.5,7.1,-4.1,2.0,0.9,0.7,58.1,2.3,0.0
Admir Mehmedi,0.01,0.004,0.006,1.2,1991,29.0,"Bundesliga, Euros","Switzerland, Wolfsburg",Switzerland,AM,"RW, DM, LW, ST",14.1,12.1,10.0,-6.5,1.1,1.2,0.9,38.5,4.6,0.0
Adnan Januzaj,0.028,0.019,0.009,1.63,1995,25.0,"UEL, La Liga",Real Sociedad,Belgium,RW,"LW, LM, RM, CM",15.4,13.2,12.8,-11.6,1.0,1.0,4.6,49.1,6.8,0.0
Adolfo Gaich,-0.011,-0.012,0.001,0.99,1999,21.0,"UEL, Serie A","CSKA Moscow, Benevento",Argentina,ST,AM,9.4,6.9,9.1,-2.2,1.0,0.9,0.6,30.5,4.4,0.0
Adrian Fein,-0.036,-0.037,0.001,0.46,1999,21.0,"Eredivisie, UEL",PSV,Germany,CM,"LB, AM, DM, LW, ST, RM",11.1,10.3,9.4,-1.5,1.5,1.0,1.1,46.9,3.8,0.0
Adrian Grbić,-0.017,-0.016,-0.0,1.21,1996,23.0,Ligue 1,Lorient,Austria,ST,"LW, CM",9.4,7.3,8.9,-15.8,1.1,0.8,1.6,43.9,4.4,0.0
Adrian Jusino,-0.038,-0.018,-0.019,0.0,1992,28.0,Copa America,Bolivia,Bolivia,CB,,8.3,7.6,8.2,-3.1,1.4,1.1,0.9,47.8,2.9,0.0
Adrian Szöke,-0.084,-0.074,-0.01,0.48,1998,22.0,Eredivisie,Heracles Almelo,Hungary,ST,LW,9.8,7.5,8.5,-7.9,1.0,0.8,1.1,40.7,3.8,0.0
Adriano,-0.018,-0.019,0.001,2.21,1984,35.0,Belgian Pro League,Eupen,Brazil,WB,"LB, RB",12.3,13.8,10.0,-6.5,1.9,1.3,1.4,44.2,4.3,0.0
Adriano Castanheira,-0.046,-0.043,-0.003,0.35,1993,27.0,Primeira Liga,Paços de Ferreira,Portugal,LW,"RW, LM",10.1,10.5,9.8,-4.1,1.3,1.1,0.9,46.7,3.6,0.0
Adrien Hunou,0.049,0.05,-0.001,1.03,1994,26.0,"Ligue 1, UCL",Rennes,France,ST,"LM, CM",9.8,7.3,8.5,-5.8,1.0,0.9,0.7,42.3,4.5,0.0
Adrien Rabiot,0.082,0.046,0.036,4.65,1995,25.0,"UCL, Euros, Serie A","Juventus, France",France,CM,"DM, LM",8.6,10.6,8.2,6.3,2.3,2.0,0.3,61.5,4.1,0.0
Adrien Silva,-0.008,-0.019,0.011,2.12,1989,31.0,Serie A,Sampdoria,Portugal,CM,,9.9,10.2,7.8,-0.5,1.9,1.5,0.8,52.8,3.3,0.0
Adrien Tameze,-0.016,-0.022,0.006,2.92,1994,26.0,Serie A,Hellas Verona,Cameroon,CM,AM,9.1,9.4,8.2,-3.9,1.6,1.2,0.4,48.5,3.1,0.0
Adrien Thomasson,0.011,0.003,0.007,3.85,1993,26.0,Ligue 1,Strasbourg,France,AM,"ST, RM, CM",16.8,9.4,9.8,-7.0,1.1,0.9,0.5,33.7,5.0,0.0
Adrien Trebel,-0.02,-0.028,0.008,1.07,1991,29.0,Belgian Pro League,Anderlecht,France,CM,"DM, RM, LM",11.9,11.5,10.5,4.0,1.7,2.0,4.3,48.0,4.7,0.0
Adrien Truffert,0.011,0.018,-0.007,2.86,2001,18.0,"Ligue 1, UCL",Rennes,France,LB,LM,8.5,8.7,9.7,-3.9,1.4,1.3,0.4,47.0,3.5,0.0
Adrián,0.02,0.025,-0.005,0.41,1987,33.0,"Premier League, UCL",Liverpool,Spain,GK,,6.8,6.5,8.3,-3.1,1.1,0.9,0.9,53.8,2.8,4.8
Adrián Dalmau,0.016,0.019,-0.003,1.01,1994,26.0,Eredivisie,Utrecht,Spain,ST,"LW, LM",8.5,6.5,8.4,-7.3,0.9,0.9,0.8,43.7,4.3,0.0
Adrián López,0.017,0.013,0.003,0.72,1988,32.0,La Liga,Osasuna,Spain,ST,LM,12.8,10.7,9.6,-4.8,1.0,1.1,0.9,42.8,4.1,0.0
Adrián Martínez,-0.042,-0.02,-0.022,0.0,1993,27.0,Copa America,Venezuela,Venezuela,CB,,8.8,8.6,8.6,-3.1,2.0,1.1,0.9,52.3,3.3,0.0
Adrián Marín,0.005,0.013,-0.008,0.51,1997,23.0,La Liga,"Deportivo Alavés, Granada",Spain,LB,"LW, LM",10.0,10.9,10.0,-4.1,1.6,1.2,0.9,54.3,3.4,0.0
Afonso Figueiredo,-0.063,-0.048,-0.015,0.63,1993,27.0,Primeira Liga,Moreirense,Portugal,LB,LM,9.5,9.9,10.2,-3.1,1.5,0.9,1.7,47.3,3.3,0.0
Afonso Sousa,-0.058,-0.055,-0.003,1.81,2000,20.0,Primeira Liga,Belenenses SAD,Portugal,CM,"AM, CB, LW, LM",16.0,10.6,8.1,-1.0,1.4,1.0,1.8,47.2,5.9,0.0
Afonso Taira,-0.058,-0.055,-0.003,1.72,1992,28.0,Primeira Liga,Belenenses SAD,Portugal,CM,"DM, LM",11.6,12.8,9.5,-6.9,1.5,2.4,0.4,55.9,3.8,0.0
Agustín Marchesín,-0.008,-0.026,0.018,3.93,1988,32.0,"Primeira Liga, UCL",Porto,Argentina,GK,,2.4,2.0,8.6,-3.1,0.4,0.3,0.3,57.0,1.0,-4.8
Ahmad Benali,-0.024,-0.014,-0.011,1.46,1992,28.0,Serie A,Crotone,Libya,CM,,11.6,11.5,9.3,-6.0,1.1,1.2,1.3,55.9,3.8,0.0
Ahmed El Messaoudi,-0.041,-0.038,-0.003,2.4,1995,24.0,Eredivisie,Groningen,Morocco,CM,"AM, RW, DM, ST, RM",13.3,9.7,8.9,11.7,1.6,1.1,1.0,54.3,4.6,0.0
Ahmed Elmohamady,0.035,0.035,0.001,1.39,1987,32.0,Premier League,Aston Villa,Egypt,RB,,11.0,9.9,10.7,-5.1,2.0,1.5,1.1,57.0,3.8,0.0
Ahmed Kutucu,-0.068,-0.065,-0.003,0.44,2000,20.0,Eredivisie,"Schalke 04, Heracles Almelo",Turkey,ST,"LW, LM, CM",11.3,8.6,9.9,-8.3,1.0,1.1,0.8,47.3,3.9,0.0
Ahmed Touba,-0.103,-0.074,-0.029,1.73,1998,22.0,Eredivisie,RKC Waalwijk,Algeria,CB,,5.9,8.6,7.7,3.8,2.3,0.9,0.4,56.7,2.3,0.0
Aihen Muñoz,0.025,0.017,0.009,1.9,1997,22.0,"UEL, La Liga",Real Sociedad,Spain,LB,"AM, RB, WB",8.0,9.1,12.1,-4.6,1.2,1.4,0.7,47.2,2.9,0.0
Aimen Moueffek,-0.022,-0.014,-0.007,0.91,2001,19.0,Ligue 1,Saint-Étienne,France,RB,"DM, ST, RM, CM",9.9,10.3,10.0,-3.6,1.4,1.6,0.7,56.6,3.5,0.0
Ainsley Maitland-Niles,0.045,0.03,0.016,2.98,1997,22.0,"UEL, Premier League","Arsenal, West Bromwich Albion",England,CM,"LB, RW, DM, RB, LM, RM",10.7,10.7,9.5,-9.6,2.1,1.2,0.6,40.4,3.7,0.0
Aitor Fernández,0.022,0.017,0.006,4.06,1991,29.0,La Liga,Levante,Spain,GK,,3.5,2.8,7.0,-3.1,0.5,0.4,0.4,52.4,1.3,8.0
Aitor Ruibal,0.021,0.019,0.002,2.46,1996,24.0,La Liga,Real Betis,Spain,RW,"LW, RM",14.2,9.3,9.8,-6.7,1.1,1.3,0.5,49.2,4.7,0.0
Ajdin Hrustic,0.032,0.022,0.01,0.57,1996,24.0,Bundesliga,"Groningen, Eintracht Frankfurt",Australia,AM,CM,10.8,11.7,10.0,-2.5,1.4,1.4,2.2,51.2,4.4,0.0
Alan Czerwiński,0.002,0.016,-0.014,0.0,1993,27.0,UEL,Lech Poznań,Poland,RB,RM,11.3,10.8,9.5,-3.6,1.5,1.1,0.9,46.7,3.6,0.0
Alan Empereur,0.005,0.006,-0.001,0.31,1994,26.0,Serie A,Hellas Verona,Brazil,CB,,9.1,9.6,8.7,-3.6,1.8,1.0,1.0,48.8,3.3,0.0
Alan Franco,-0.019,-0.011,-0.008,0.0,1998,22.0,Copa America,Ecuador,Ecuador,CM,RM,9.8,7.8,8.3,-3.1,1.8,1.1,0.9,43.0,3.4,0.0
Alan Patrick,-0.012,-0.006,-0.007,0.0,1991,29.0,UEL,Shakhtar Donetsk,Brazil,CM,"AM, LM, RM",10.6,10.9,10.1,-0.5,1.4,1.1,1.1,44.8,4.0,0.0
Alassane Pléa,0.053,0.048,0.005,3.22,1993,27.0,"Bundesliga, UCL",Borussia Mönchengladbach,France,ST,"RW, LW",17.1,10.6,9.8,3.5,0.7,0.7,0.7,43.7,5.9,0.0
Alban Lafont,-0.003,-0.014,0.011,4.67,1999,21.0,Ligue 1,Nantes,France,GK,,2.7,2.4,9.1,-3.1,0.4,0.3,0.3,61.0,1.1,4.3
Albert Guðmundsson,0.021,0.023,-0.003,3.03,1997,23.0,"Eredivisie, UEL",AZ Alkmaar,Iceland,ST,"AM, RW, LW, CM",11.8,9.1,9.2,-18.3,1.1,0.7,0.5,40.2,5.1,0.0
Albert Sambi Lokonga,-0.026,-0.028,0.002,2.84,1999,20.0,Belgian Pro League,Anderlecht,Belgium,CM,"DM, LM, RM",11.6,13.1,9.6,4.3,2.3,1.5,1.5,49.5,5.5,0.0
Albert Vallci,-0.004,0.005,-0.009,0.0,1995,25.0,UEL,RB Salzburg,Austria,CB,RB,8.4,9.1,8.7,-4.1,1.6,1.1,1.0,47.8,3.2,0.0
Alberth Elis,-0.054,-0.05,-0.004,2.49,1996,24.0,Primeira Liga,Boavista,Honduras,ST,"RW, LW",14.4,8.4,9.1,-10.1,0.8,0.7,0.3,40.0,5.2,0.0
Alberto Cerri,0.038,0.032,0.005,0.62,1996,24.0,Serie A,Cagliari,Italy,ST,"DM, WB",14.7,8.5,10.8,-11.6,1.3,1.1,0.9,55.9,5.5,0.0
Alberto Espínola,0.009,0.001,0.008,0.0,1991,29.0,Copa America,Paraguay,Paraguay,RB,,9.6,9.2,9.0,-3.6,2.4,1.8,0.9,52.2,3.6,0.0
Alberto Grassi,-0.024,-0.015,-0.008,1.41,1995,25.0,Serie A,Parma,Italy,CM,"RB, LM, RM",8.5,8.1,8.7,-5.5,2.2,1.2,0.6,53.4,3.8,0.0
Alberto Moreno,0.03,0.029,0.001,0.3,1992,28.0,"UEL, La Liga",Villarreal,Spain,LB,"LW, LM",9.6,9.7,8.8,-4.6,1.6,1.3,1.3,48.7,3.8,0.0
Alberto Paleari,-0.006,0.004,-0.011,0.28,1992,27.0,Serie A,Genoa,Italy,GK,,8.5,8.0,9.0,-3.1,1.2,1.0,1.0,48.7,3.2,0.0
Alberto Perea,-0.02,-0.009,-0.012,1.91,1990,29.0,La Liga,Cádiz,Spain,CM,"LW, ST, RM, LM",15.7,13.5,9.1,-1.9,1.7,1.3,1.5,45.0,4.9,0.0
Alberto Soro,0.014,0.014,-0.001,0.59,1999,21.0,"UEL, La Liga",Granada,Spain,RW,"AM, RM, LW, ST, LM, WB",11.3,9.6,9.0,1.0,1.1,1.0,0.8,37.5,3.9,0.0
Albin Ekdal,-0.028,-0.035,0.007,2.7,1989,31.0,"Euros, Serie A","Sweden, Sampdoria",Sweden,CM,DM,7.4,8.9,6.9,2.0,2.2,1.4,0.3,54.1,3.4,0.0
Aldo Corzo,-0.029,-0.011,-0.018,0.0,1989,31.0,Copa America,Peru,Peru,RB,,7.8,7.7,8.9,-6.5,1.4,1.4,0.8,47.2,2.9,0.0
Aleix García,-0.005,0.005,-0.011,0.59,1997,23.0,La Liga,Eibar,Spain,CM,DM,9.6,10.0,8.5,-3.6,1.6,1.1,3.2,55.7,3.7,0.0
Aleix Vidal,0.055,0.038,0.018,1.07,1989,30.0,La Liga,Sevilla,Spain,RB,"LB, RW",10.5,11.1,9.9,-3.1,1.9,1.1,0.8,54.2,4.0,0.0
Alejandro Gómez,-0.054,-0.035,-0.019,0.3,2002,18.0,Primeira Liga,Boavista,Mexico,CB,,8.0,7.9,8.8,-3.1,2.0,1.0,1.2,47.9,3.1,0.0
Alejandro Pozo Pozo,-0.009,-0.004,-0.005,2.89,1999,21.0,La Liga,Eibar,Spain,RB,"RW, RM",9.4,9.5,9.4,-5.1,1.4,1.2,0.8,36.3,3.0,0.0
Aleksandar Boljević,-0.053,-0.055,0.002,0.8,1995,24.0,"UEL, Belgian Pro League","Eupen, Standard Liège",Montenegro,RW,"RB, ST, LM, RM, CM",10.1,8.7,10.0,-8.3,1.2,1.0,1.6,43.8,4.7,0.0
Aleksandar Dragović,0.041,0.028,0.014,1.93,1991,29.0,"Bundesliga, UEL, Euros","Bayer Leverkusen, Austria",Austria,CB,RB,7.2,11.8,8.0,5.1,1.6,1.1,0.7,60.1,2.6,0.0
Aleksandar Katai,0.008,0.009,-0.001,0.0,1991,29.0,UEL,Red Star,Serbia,LW,AM,12.9,11.4,10.1,5.1,1.6,1.3,1.9,52.4,4.5,0.0
Aleksandar Kolarov,0.016,0.043,-0.027,0.58,1985,34.0,"UCL, Serie A",Inter Milan,Serbia,CB,WB,10.7,12.2,9.8,-4.1,1.7,1.2,2.0,56.3,4.3,0.0
Aleksandar Mitrović,0.036,0.029,0.007,2.32,1994,25.0,Premier League,Fulham,Serbia,ST,,13.8,6.5,8.7,-13.3,0.8,0.7,1.2,49.4,5.7,0.0
Aleksandar Pešić,-0.007,-0.002,-0.005,0.0,1992,28.0,UEL,Maccabi Tel Aviv,Serbia,ST,,8.5,8.6,8.6,-3.4,1.1,0.9,0.9,45.7,3.3,0.0
Aleksandar Radovanović,-0.034,-0.037,0.002,0.78,1993,26.0,Belgian Pro League,"Kortrijk, Lens",Serbia,CB,,7.0,6.9,8.1,-4.6,1.6,1.2,0.7,60.1,2.7,0.0
Aleksandar Vukotić,-0.051,-0.039,-0.012,2.14,1995,25.0,Belgian Pro League,Waasland-Beveren,Serbia,CB,,6.3,8.0,9.5,-0.5,2.1,1.6,0.4,62.5,2.7,0.0
Aleksandr Erokhin,-0.008,-0.005,-0.003,0.0,1989,30.0,UCL,Zenit,Russia,RW,,8.8,8.6,8.5,-1.5,1.5,1.2,1.0,45.0,3.3,0.0
Aleksandr Golovin,0.016,0.015,0.002,1.62,1996,24.0,"Ligue 1, Euros","Monaco, Russia",Russia,AM,"RW, LW, ST, LM, RM",12.3,9.8,11.6,5.3,1.2,1.5,5.7,44.2,5.3,0.0
Aleksei Miranchuk,0.027,0.026,0.0,1.07,1995,24.0,"UCL, Euros, Serie A","Russia, Atalanta",Russia,AM,"LW, ST, CM",13.2,10.9,10.2,19.2,1.1,1.5,1.8,45.2,5.3,0.0
Aleksei Sutormin,0.002,-0.002,0.004,0.0,1994,26.0,UCL,Zenit,Russia,RB,,10.4,9.9,9.3,-3.6,1.4,1.3,1.0,48.7,3.8,0.0
Alessandro Albanese,-0.074,-0.063,-0.012,1.02,2000,20.0,Belgian Pro League,Waasland-Beveren,Belgium,CM,"LB, AM, RW, LW, LM, RM",13.4,11.2,9.5,-5.7,1.3,1.2,1.2,41.7,4.7,0.0
Alessandro Bastoni,0.075,0.036,0.039,5.72,1999,21.0,"UCL, Euros, Serie A","Inter Milan, Italy",Italy,CB,,6.3,10.7,8.4,-8.3,1.7,1.1,0.3,59.1,2.9,0.0
Alessandro Buongiorno,-0.021,-0.009,-0.012,1.04,1999,21.0,Serie A,Torino,Italy,CB,,6.0,9.0,8.5,-4.6,1.5,1.0,0.6,58.7,2.8,0.0
Alessandro Ciranni,-0.118,-0.063,-0.055,1.35,1996,24.0,Belgian Pro League,Excel Mouscron,Belgium,RB,"LB, WB",10.0,11.9,11.4,-1.5,2.4,2.0,5.4,54.3,3.5,0.0
Alessandro Deiola,-0.014,-0.013,-0.001,1.24,1995,24.0,Serie A,"Spezia, Cagliari",Italy,CM,"LM, RM",10.6,7.9,8.4,-5.1,1.6,1.1,1.5,52.8,3.7,0.0
Alessandro Florenzi,0.055,0.028,0.026,2.77,1991,29.0,"Euros, Ligue 1, UCL","Paris Saint-Germain, Italy",Italy,RB,"RW, RM, WB",7.3,7.8,10.4,-4.2,1.5,1.2,0.9,43.5,3.1,0.0
Alessandro Schöpf,-0.019,-0.015,-0.004,1.18,1994,26.0,"Bundesliga, Euros","Schalke 04, Austria",Austria,RW,"LW, RM, CM, WB",10.6,9.1,8.9,-5.5,1.1,1.1,1.1,44.0,3.6,0.0
Alessandro Tripaldelli,-0.025,-0.011,-0.015,0.36,1999,21.0,Serie A,Cagliari,Italy,LB,WB,7.8,9.3,9.6,-3.1,1.4,1.4,1.6,47.2,3.3,0.0
Alessandro Tuia,-0.009,-0.002,-0.007,2.33,1990,30.0,Serie A,Benevento,Italy,CB,"AM, RB",5.4,7.3,8.7,-2.0,2.3,1.3,0.6,55.2,2.3,0.0
